"","value","value"
"70184","GEMIN7","lymph node"
"70185","MLF2","lymph node"
"70186","ZNF704","Generic Transcription Pathway"
"70187","ZNF704","lymph node"
"70188","ATP6","Electron Transport Chain"
"70189","ATP6","lymph node"
"70190","HIRIP3","chromosome organization"
"70191","HIRIP3","lymph node"
"70192","SNX5","Clathrin derived vesicle budding"
"70193","SNX5","vesicle organization"
"70194","SNX5","lymph node"
"70195","NCAM1","Extracellular matrix organization"
"70196","NCAM1","immune response-regulating signaling pathway"
"70197","NCAM1","lymph node"
"70198","RRAS","Axon guidance"
"70199","RRAS","negative regulation of locomotion"
"70200","RRAS","lymph node"
"70201","DAZAP2","Diurnally Regulated Genes with Circadian Orthologs"
"70202","DAZAP2","lymph node"
"70203","IGLL5","immune response-regulating signaling pathway"
"70204","IGLL5","lymph node"
"70205","EFCAB11","lymph node"
"70206","ATP6V1G1","Signaling by Insulin receptor"
"70207","ATP6V1G1","response to organonitrogen compound"
"70208","ATP6V1G1","lymph node"
"70209","TXNIP","Inflammasomes"
"70210","TXNIP","intracellular receptor signaling pathway"
"70211","TXNIP","lymph node"
"70212","PTEN","PI-3K cascade"
"70213","PTEN","immune response-regulating signaling pathway"
"70214","PTEN","lymph node"
"70215","UFC1","protein ufmylation"
"70216","UFC1","lymph node"
"70217","CCDC130","Ectoderm Differentiation"
"70218","CCDC130","response to virus"
"70219","CCDC130","lymph node"
"70220","09-Mar","protein modification by small protein conjugation"
"70221","09-Mar","lymph node"
"70222","SMIM20","lymph node"
"70223","HBS1L","macromolecular complex disassembly"
"70224","HBS1L","lymph node"
"70225","CUEDC1","lymph node"
"70226","DDX56","ribonucleoprotein complex biogenesis"
"70227","DDX56","lymph node"
"70228","H2AFY2","Preimplantation Embryo"
"70229","H2AFY2","regulation of epidermal cell differentiation"
"70230","H2AFY2","lymph node"
"70231","JKAMP","single-organism catabolic process"
"70232","JKAMP","lymph node"
"70233","BTBD9","Circadian rythm related genes"
"70234","BTBD9","sensory perception of temperature stimulus"
"70235","BTBD9","lymph node"
"70236","KIAA0196","oocyte differentiation"
"70237","KIAA0196","lymph node"
"70238","PRDX1","Cellular responses to stress"
"70239","PRDX1","response to superoxide"
"70240","PRDX1","lymph node"
"70241","LDLRAD4","regulation of cell development"
"70242","LDLRAD4","lymph node"
"70243","MYCT1","Validated targets of C-MYC transcriptional activation"
"70244","MYCT1","lymph node"
"70245","MFGE8","Amyloids"
"70246","MFGE8","regulation of vesicle-mediated transport"
"70247","MFGE8","lymph node"
"70248","COQ2","Mitochondrial protein import"
"70249","COQ2","cofactor metabolic process"
"70250","COQ2","lymph node"
"70251","PALMD","regulation of cell morphogenesis"
"70252","PALMD","lymph node"
"70253","KTN1","microtubule-based movement"
"70254","KTN1","lymph node"
"70255","PTPRH","dephosphorylation"
"70256","PTPRH","lymph node"
"70257","DNPEP","cellular amide metabolic process"
"70258","DNPEP","lymph node"
"70259","NAP1L5","DNA conformation change"
"70260","NAP1L5","lymph node"
"70261","CAPRIN1","positive regulation of neuron differentiation"
"70262","CAPRIN1","lymph node"
"70263","VSIG10","lymph node"
"70264","CD5L","cellular defense response"
"70265","CD5L","lymph node"
"70266","TACO1","Orphan transporters"
"70267","TACO1","regulation of cellular amide metabolic process"
"70268","TACO1","lymph node"
"70269","SMARCD2","RMTs methylate histone arginines"
"70270","SMARCD2","protein-DNA complex subunit organization"
"70271","SMARCD2","lymph node"
"70272","RAB30","endomembrane system organization"
"70273","RAB30","lymph node"
"70274","KDELC2","membrane lipid metabolic process"
"70275","KDELC2","lymph node"
"70276","RAB3C","regulation of vesicle-mediated transport"
"70277","RAB3C","lymph node"
"70278","KCNK5","inorganic ion transmembrane transport"
"70279","KCNK5","lymph node"
"70280","CXorf23","lymph node"
"70281","GMDS","nucleotide-sugar biosynthetic process"
"70282","GMDS","lymph node"
"70283","TRIP13","oocyte differentiation"
"70284","TRIP13","lymph node"
"70285","CCNT2","Generic Transcription Pathway"
"70286","CCNT2","transmembrane receptor protein serine/threonine kinase signaling pathway"
"70287","CCNT2","lymph node"
"70288","DCLRE1C","ATM pathway"
"70289","DCLRE1C","B cell activation"
"70290","DCLRE1C","lymph node"
"70291","TTC8","sensory perception"
"70292","TTC8","lymph node"
"70293","PIDD1","Apoptosis Modulation and Signaling"
"70294","PIDD1","protein maturation"
"70295","PIDD1","lymph node"
"70296","FANCL","BARD1 signaling events"
"70297","FANCL","xenophagy"
"70298","FANCL","lymph node"
"70299","PDCL","nucleoside metabolic process"
"70300","PDCL","lymph node"
"70301","NUP214","Regulatory RNA pathways"
"70302","NUP214","organelle fission"
"70303","NUP214","lymph node"
"70304","NRIP3","lymph node"
"70305","DENND1C","regulation of GTPase activity"
"70306","DENND1C","lymph node"
"70307","PRPF39","ribonucleoprotein complex biogenesis"
"70308","PRPF39","lymph node"
"70309","SYT7","regulation of vesicle-mediated transport"
"70310","SYT7","lymph node"
"70311","TBC1D20","male gamete generation"
"70312","TBC1D20","lymph node"
"70313","ADCY7","Hedgehog 'off' state"
"70314","ADCY7","regulation of nucleotide biosynthetic process"
"70315","ADCY7","lymph node"
"70316","GOPC","negative regulation of intracellular transport"
"70317","GOPC","lymph node"
"70318","ZNF329","lymph node"
"70319","ADAMTSL2","O-glycosylation of TSR domain-containing proteins"
"70320","ADAMTSL2","lobar bronchus epithelium development"
"70321","ADAMTSL2","lymph node"
"70322","SLC38A5","Amino acid transport across the plasma membrane"
"70323","SLC38A5","glycine transport"
"70324","SLC38A5","lymph node"
"70325","TOMM6","Mitochondrial protein import"
"70326","TOMM6","protein localization to mitochondrion"
"70327","TOMM6","lymph node"
"70328","LRRC45","lymph node"
"70329","B3GAT3","Heparan sulfate/heparin (HS-GAG) metabolism"
"70330","B3GAT3","glycosylation"
"70331","B3GAT3","lymph node"
"70332","LY6E","Ectoderm Differentiation"
"70333","LY6E","monoamine transport"
"70334","LY6E","lymph node"
"70335","IL34","positive regulation of hemopoiesis"
"70336","IL34","lymph node"
"70337","G2E3","negative regulation of apoptotic process"
"70338","G2E3","lymph node"
"70339","WIPF3","immune response-regulating signaling pathway"
"70340","WIPF3","lymph node"
"70341","NRAP","lymph node"
"70342","NPLOC4","cellular response to DNA damage stimulus"
"70343","NPLOC4","lymph node"
"70344","GALK1","Disease"
"70345","GALK1","hexitol metabolic process"
"70346","GALK1","lymph node"
"70347","COL7A1","Collagen formation"
"70348","COL7A1","extracellular matrix disassembly"
"70349","COL7A1","lymph node"
"70350","AURKAIP1","Aurora A signaling"
"70351","AURKAIP1","mitochondrial translational elongation"
"70352","AURKAIP1","lymph node"
"70353","ROM1","eye morphogenesis"
"70354","ROM1","lymph node"
"70355","MAPK10","G13 Signaling Pathway"
"70356","MAPK10","immune response-regulating signaling pathway"
"70357","MAPK10","lymph node"
"70358","TALDO1","Integration of energy metabolism"
"70359","TALDO1","xylulose biosynthetic process"
"70360","TALDO1","lymph node"
"70361","SLC1A7","Neurotransmitter Release Cycle"
"70362","SLC1A7","neurotransmitter transport"
"70363","SLC1A7","lymph node"
"70364","GTF3C5","RNA Polymerase III Transcription Initiation"
"70365","GTF3C5","tRNA transcription from RNA polymerase III promoter"
"70366","GTF3C5","lymph node"
"70367","CEP128","lymph node"
"70368","KIAA0513","lymph node"
"70369","LRRC8D","ion transmembrane transport"
"70370","LRRC8D","lymph node"
"70371","PYGB","Glucose metabolism"
"70372","PYGB","energy reserve metabolic process"
"70373","PYGB","lymph node"
"70374","NCAPH2","Mitotic M-M/G1 phases"
"70375","NCAPH2","DNA conformation change"
"70376","NCAPH2","lymph node"
"70377","FAM174B","lymph node"
"70378","MYOF","Aryl Hydrocarbon Receptor Pathway"
"70379","MYOF","muscle contraction"
"70380","MYOF","lymph node"
"70381","VCAN","Extracellular matrix organization"
"70382","VCAN","localization of cell"
"70383","VCAN","lymph node"
"70384","PEX26","protein targeting to membrane"
"70385","PEX26","lymph node"
"70386","CAPG","negative regulation of cytoskeleton organization"
"70387","CAPG","lymph node"
"70388","STX2","Synaptic Vesicle Pathway"
"70389","STX2","microvillus organization"
"70390","STX2","lymph node"
"70391","CMSS1","lymph node"
"70392","IFRD1","Hypertrophy Model"
"70393","IFRD1","regulation of axon extension"
"70394","IFRD1","lymph node"
"70395","CISD1","Adipogenesis"
"70396","CISD1","regulation of cellular respiration"
"70397","CISD1","lymph node"
"70398","SLC5A10","NRF2 pathway"
"70399","SLC5A10","sodium ion transport"
"70400","SLC5A10","lymph node"
"70401","CNPY2","regulation of lipoprotein particle clearance"
"70402","CNPY2","lymph node"
"70403","ZNF283","lymph node"
"70404","FCGR3B","xenophagy"
"70405","FCGR3B","lymph node"
"70406","EPOR","Signaling events mediated by Stem cell factor receptor (c-Kit)"
"70407","EPOR","positive regulation of neuron differentiation"
"70408","EPOR","lymph node"
"70409","NCKAP5L","protein complex disassembly"
"70410","NCKAP5L","lymph node"
"70411","H2AFV","gene silencing"
"70412","H2AFV","lymph node"
"70413","CCL17","Peptide ligand-binding receptors"
"70414","CCL17","negative regulation of muscle cell differentiation"
"70415","CCL17","lymph node"
"70416","SEC61G","ER-Phagosome pathway"
"70417","SEC61G","protein targeting to ER"
"70418","SEC61G","lymph node"
"70419","KDELC1","membrane lipid metabolic process"
"70420","KDELC1","lymph node"
"70421","RPS25","Translation"
"70422","RPS25","protein targeting to ER"
"70423","RPS25","lymph node"
"70424","PHTF1","lymph node"
"70425","GTF2H2","RNA Pol II CTD phosphorylation and interaction with CE"
"70426","GTF2H2","DNA-templated transcription, initiation"
"70427","GTF2H2","lymph node"
"70428","MVB12B","proteolysis involved in cellular protein catabolic process"
"70429","MVB12B","lymph node"
"70430","PIBF1","negative regulation of lipid metabolic process"
"70431","PIBF1","lymph node"
"70432","NFIB","RNA Polymerase III Abortive And Retractive Initiation"
"70433","NFIB","salivary gland morphogenesis"
"70434","NFIB","lymph node"
"70435","ZRANB2","mRNA metabolic process"
"70436","ZRANB2","lymph node"
"70437","SLC16A12","lactate transport"
"70438","SLC16A12","lymph node"
"70439","TOLLIP","Apoptosis Modulation and Signaling"
"70440","TOLLIP","regulation of protein sumoylation"
"70441","TOLLIP","lymph node"
"70442","RBM48","lymph node"
"70443","SLC2A4","Facilitative Na+-independent glucose transporters"
"70444","SLC2A4","response to organonitrogen compound"
"70445","SLC2A4","lymph node"
"70446","RGPD1","single-organism cellular localization"
"70447","RGPD1","lymph node"
"70448","TLR3","TRIF-mediated programmed cell death"
"70449","TLR3","necroptotic signaling pathway"
"70450","TLR3","lymph node"
"70451","CSE1L","Direct p53 effectors"
"70452","CSE1L","cell proliferation"
"70453","CSE1L","lymph node"
"70454","GOLIM4","lymph node"
"70455","DNAJC27","regulation of cytoplasmic transport"
"70456","DNAJC27","lymph node"
"70457","KCTD10","proteolysis involved in cellular protein catabolic process"
"70458","KCTD10","lymph node"
"70459","METTL7A","methylation"
"70460","METTL7A","lymph node"
"70461","SNX3","Signaling by Wnt"
"70462","SNX3","negative regulation of intracellular transport"
"70463","SNX3","lymph node"
"70464","ESF1","lymph node"
"70465","ADGRF5","GPCRs, Other"
"70466","ADGRF5","energy reserve metabolic process"
"70467","ADGRF5","lymph node"
"70468","PHACTR2","negative regulation of catalytic activity"
"70469","PHACTR2","lymph node"
"70470","PPP3CB","Signaling by Wnt"
"70471","PPP3CB","immune response-regulating signaling pathway"
"70472","PPP3CB","lymph node"
"70473","SLC38A10","organic acid transmembrane transport"
"70474","SLC38A10","lymph node"
"70475","CARD11","Downstream signaling events of B Cell Receptor (BCR)"
"70476","CARD11","immune response-regulating signaling pathway"
"70477","CARD11","lymph node"
"70478","KDELR1","Arf1 pathway"
"70479","KDELR1","maintenance of protein location in cell"
"70480","KDELR1","lymph node"
"70481","ATG9A","negative regulation of type I interferon production"
"70482","ATG9A","lymph node"
"70483","SERPINB8","Hemostasis"
"70484","SERPINB8","negative regulation of endopeptidase activity"
"70485","SERPINB8","lymph node"
"70486","ANXA6","Prostaglandin Synthesis and Regulation"
"70487","ANXA6","muscle contraction"
"70488","ANXA6","lymph node"
"70489","RCE1","protein maturation"
"70490","RCE1","lymph node"
"70491","HLX","IL12-mediated signaling events"
"70492","HLX","positive regulation of hemopoiesis"
"70493","HLX","lymph node"
"70494","FOPNL","cytoskeleton organization"
"70495","FOPNL","lymph node"
"70496","SETBP1","Histone Modifications"
"70497","SETBP1","lymph node"
"70498","STK38L","peptidyl-serine phosphorylation"
"70499","STK38L","lymph node"
"70500","TULP4","protein localization to cilium"
"70501","TULP4","lymph node"
"70502","CCDC78","muscle contraction"
"70503","CCDC78","lymph node"
"70504","RAB11A","Transmembrane transport of small molecules"
"70505","RAB11A","melanosome localization"
"70506","RAB11A","lymph node"
"70507","PAN2","Ectoderm Differentiation"
"70508","PAN2","heterocycle catabolic process"
"70509","PAN2","lymph node"
"70510","MIA3","glycosylation"
"70511","MIA3","lymph node"
"70512","ZNF607","Generic Transcription Pathway"
"70513","ZNF607","lymph node"
"70514","FAM210B","lymph node"
"70515","TSNAX","Regulatory RNA pathways"
"70516","TSNAX","male gamete generation"
"70517","TSNAX","lymph node"
"70518","SEMA4C","regulation of axon extension"
"70519","SEMA4C","lymph node"
"70520","RHBDF1","regulation of secretion"
"70521","RHBDF1","lymph node"
"70522","FAM207A","lymph node"
"70523","SPATC1L","lymph node"
"70524","EIF2D","ribonucleoprotein complex biogenesis"
"70525","EIF2D","lymph node"
"70526","LIX1L","membrane organization"
"70527","LIX1L","lymph node"
"70528","DROSHA","Regulatory RNA pathways"
"70529","DROSHA","defense response to Gram-negative bacterium"
"70530","DROSHA","lymph node"
"70531","RASL11B","regulation of transforming growth factor beta receptor signaling pathway"
"70532","RASL11B","lymph node"
"70533","TOX2","sex differentiation"
"70534","TOX2","lymph node"
"70535","ICE1","positive regulation of transport"
"70536","ICE1","lymph node"
"70537","C2CD4B","lymph node"
"70538","LIME1","immune response-regulating signaling pathway"
"70539","LIME1","lymph node"
"70540","KLHL6","immune response-regulating signaling pathway"
"70541","KLHL6","lymph node"
"70542","PIAS3","Regulation of nuclear SMAD2/3 signaling"
"70543","PIAS3","regulation of protein sumoylation"
"70544","PIAS3","lymph node"
"70545","GM2A","Sphingolipid metabolism"
"70546","GM2A","oligosaccharide catabolic process"
"70547","GM2A","lymph node"
"70548","RND3","cytoskeleton organization"
"70549","RND3","lymph node"
"70550","RBM34","lymph node"
"70551","RNF180","positive regulation of cellular catabolic process"
"70552","RNF180","lymph node"
"70553","BAZ2B","lymph node"
"70554","IGFBP7","Cellular responses to stress"
"70555","IGFBP7","sensory organ development"
"70556","IGFBP7","lymph node"
"70557","AVL9","localization of cell"
"70558","AVL9","lymph node"
"70559","RSAD1","cofactor metabolic process"
"70560","RSAD1","lymph node"
"70561","C20orf96","lymph node"
"70562","DOCK8","Factors involved in megakaryocyte development and platelet production"
"70563","DOCK8","negative regulation of apoptotic process"
"70564","DOCK8","lymph node"
"70565","CNP","Glial Cell Differentiation"
"70566","CNP","regulation of membrane permeability"
"70567","CNP","lymph node"
"70568","RAB3GAP2","Effects of Botulinum toxin"
"70569","RAB3GAP2","positive regulation of response to extracellular stimulus"
"70570","RAB3GAP2","lymph node"
"70571","ECEL1","respiratory gaseous exchange"
"70572","ECEL1","lymph node"
"70573","PUS3","pseudouridine synthesis"
"70574","PUS3","lymph node"
"70575","TXN","Signaling events mediated by PTP1B"
"70576","TXN","ether metabolic process"
"70577","TXN","lymph node"
"70578","03-Mar","protein modification by small protein conjugation"
"70579","03-Mar","lymph node"
"70580","ARHGAP31","Signaling Pathways"
"70581","ARHGAP31","regulation of GTPase activity"
"70582","ARHGAP31","lymph node"
"70583","FAM222A","lymph node"
"70584","FASTK","regulation of RNA splicing"
"70585","FASTK","lymph node"
"70586","ITGA6","Cell surface interactions at the vascular wall"
"70587","ITGA6","limb development"
"70588","ITGA6","lymph node"
"70589","E4F1","p53 pathway"
"70590","E4F1","organelle fission"
"70591","E4F1","lymph node"
"70592","ITPR3","Hemostasis"
"70593","ITPR3","immune response-regulating signaling pathway"
"70594","ITPR3","lymph node"
"70595","FTH1","Validated targets of C-MYC transcriptional repression"
"70596","FTH1","regulation of necrotic cell death"
"70597","FTH1","lymph node"
"70598","TTI1","regulation of TOR signaling"
"70599","TTI1","lymph node"
"70600","NELFB","Elongation arrest and recovery"
"70601","NELFB","DNA-templated transcription, elongation"
"70602","NELFB","lymph node"
"70603","PQLC1","lymph node"
"70604","HAGHL","lymph node"
"70605","EDF1","endothelial cell differentiation"
"70606","EDF1","lymph node"
"70607","CAPZB","Factors involved in megakaryocyte development and platelet production"
"70608","CAPZB","negative regulation of cytoskeleton organization"
"70609","CAPZB","lymph node"
"70610","NAALADL1","lymph node"
"70611","PRICKLE1","Signaling by Wnt"
"70612","PRICKLE1","negative regulation of muscle cell differentiation"
"70613","PRICKLE1","lymph node"
"70614","RTCA","RNA processing"
"70615","RTCA","lymph node"
"70616","DCT","Neural Crest Differentiation"
"70617","DCT","neuroblast division"
"70618","DCT","lymph node"
"70619","TRIM5","immune response-regulating signaling pathway"
"70620","TRIM5","lymph node"
"70621","MAP3K8","JNK signaling in the CD4+ TCR pathway"
"70622","MAP3K8","immune response-regulating signaling pathway"
"70623","MAP3K8","lymph node"
"70624","NGFR","Signaling by NGF"
"70625","NGFR","positive regulation of neuron differentiation"
"70626","NGFR","lymph node"
"70627","ARPC2","Axon guidance"
"70628","ARPC2","immune response-regulating signaling pathway"
"70629","ARPC2","lymph node"
"70630","N4BP2","nucleic acid phosphodiester bond hydrolysis"
"70631","N4BP2","lymph node"
"70632","FAT1","Primary Focal Segmental Glomerulosclerosis FSGS"
"70633","FAT1","actin filament organization"
"70634","FAT1","lymph node"
"70635","HOXA9","male gamete generation"
"70636","HOXA9","lymph node"
"70637","DAB2IP","Regulation of Ras family activation"
"70638","DAB2IP","negative regulation of lipid metabolic process"
"70639","DAB2IP","lymph node"
"70640","UCP3","Diurnally Regulated Genes with Circadian Orthologs"
"70641","UCP3","response to superoxide"
"70642","UCP3","lymph node"
"70643","SPPL2A","regulation of immune response"
"70644","SPPL2A","lymph node"
"70645","LRRC1","lymph node"
"70646","LAYN","lymph node"
"70647","ORC4","Mitotic M-M/G1 phases"
"70648","ORC4","cell cycle phase transition"
"70649","ORC4","lymph node"
"70650","HEBP1","Peptide ligand-binding receptors"
"70651","HEBP1","rhythmic process"
"70652","HEBP1","lymph node"
"70653","DFNA5","sensory perception"
"70654","DFNA5","lymph node"
"70655","SEMA3G","regulation of axon extension"
"70656","SEMA3G","lymph node"
"70657","TMEM255A","lymph node"
"70658","LYSMD4","lymph node"
"70659","POU2F1","RNA Polymerase III Transcription Initiation"
"70660","POU2F1","liver regeneration"
"70661","POU2F1","lymph node"
"70662","SLC27A3","carboxylic acid metabolic process"
"70663","SLC27A3","lymph node"
"70664","DDX27","ribonucleoprotein complex biogenesis"
"70665","DDX27","lymph node"
"70666","INSL3","Peptide ligand-binding receptors"
"70667","INSL3","oocyte differentiation"
"70668","INSL3","lymph node"
"70669","BIK","Apoptosis Modulation and Signaling"
"70670","BIK","male gamete generation"
"70671","BIK","lymph node"
"70672","NDE1","Resolution of Sister Chromatid Cohesion"
"70673","NDE1","cerebral cortex development"
"70674","NDE1","lymph node"
"70675","SPIB","lymph node"
"70676","WWC2","regulation of organ growth"
"70677","WWC2","lymph node"
"70678","SAMD9L","cell proliferation"
"70679","SAMD9L","lymph node"
"70680","ABCD3","ABCA transporters in lipid homeostasis"
"70681","ABCD3","fatty acid beta-oxidation"
"70682","ABCD3","lymph node"
"70683","HMGA1","Integration of provirus"
"70684","HMGA1","DNA conformation change"
"70685","HMGA1","lymph node"
"70686","NR2C1","Generic Transcription Pathway"
"70687","NR2C1","DNA-templated transcription, initiation"
"70688","NR2C1","lymph node"
"70689","MKL2","embryo development ending in birth or egg hatching"
"70690","MKL2","lymph node"
"70691","ADAMTS3","Collagen formation"
"70692","ADAMTS3","protein maturation"
"70693","ADAMTS3","lymph node"
"70694","PSTPIP2","localization of cell"
"70695","PSTPIP2","lymph node"
"70696","NR2C2AP","Generic Transcription Pathway"
"70697","NR2C2AP","DNA-templated transcription, initiation"
"70698","NR2C2AP","lymph node"
"70699","TFPT","sex differentiation"
"70700","TFPT","lymph node"
"70701","AP1S1","Lysosome Vesicle Biogenesis"
"70702","AP1S1","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II"
"70703","AP1S1","lymph node"
"70704","TBCK","protein phosphorylation"
"70705","TBCK","lymph node"
"70706","RSPH3","lymph node"
"70707","TMEM37","MAPK Signaling Pathway"
"70708","TMEM37","inorganic ion transmembrane transport"
"70709","TMEM37","lymph node"
"70710","SLC38A7","sulfur compound transport"
"70711","SLC38A7","lymph node"
"70712","SCAMP5","regulation of vesicle-mediated transport"
"70713","SCAMP5","lymph node"
"70714","HDAC10","Ectoderm Differentiation"
"70715","HDAC10","histone deacetylation"
"70716","HDAC10","lymph node"
"70717","ABHD17A","lymph node"
"70718","C1QTNF1","positive regulation of steroid hormone secretion"
"70719","C1QTNF1","lymph node"
"70720","POU2AF1","humoral immune response"
"70721","POU2AF1","lymph node"
"70722","SLC13A5","Bile salt and organic anion SLC transporters"
"70723","SLC13A5","C4-dicarboxylate transport"
"70724","SLC13A5","lymph node"
"70725","ZBTB45","lymph node"
"70726","FBXO3","Antigen processing: Ubiquitination & Proteasome degradation"
"70727","FBXO3","protein modification by small protein conjugation"
"70728","FBXO3","lymph node"
"70729","UBN1","Cellular responses to stress"
"70730","UBN1","DNA conformation change"
"70731","UBN1","lymph node"
"70732","DNAJB1","Cellular responses to stress"
"70733","DNAJB1","cellular response to heat"
"70734","DNAJB1","lymph node"
"70735","SYNCRIP","response to cytokine"
"70736","SYNCRIP","lymph node"
"70737","TRIM69","protein modification by small protein conjugation"
"70738","TRIM69","lymph node"
"70739","TET3","Cytosine methylation"
"70740","TET3","glycosylation"
"70741","TET3","lymph node"
"70742","HOXB6","embryo development ending in birth or egg hatching"
"70743","HOXB6","lymph node"
"70744","LYPLA1","eNOS activation"
"70745","LYPLA1","lipoprotein metabolic process"
"70746","LYPLA1","lymph node"
"70747","TMEM260","lymph node"
"70748","ASB3","Antigen processing: Ubiquitination & Proteasome degradation"
"70749","ASB3","protein modification by small protein conjugation"
"70750","ASB3","lymph node"
"70751","COL5A3","Collagen formation"
"70752","COL5A3","extracellular matrix disassembly"
"70753","COL5A3","lymph node"
"70754","SPATA5L1","lymph node"
"70755","CD59","Innate Immune System"
"70756","CD59","glycosylation"
"70757","CD59","lymph node"
"70758","NAIF1","regulation of membrane permeability"
"70759","NAIF1","lymph node"
"70760","PPP6R2","lymph node"
"70761","RINL","regulation of GTPase activity"
"70762","RINL","lymph node"
"70763","KRCC1","single-organism catabolic process"
"70764","KRCC1","lymph node"
"70765","STK11IP","LKB1 signaling events"
"70766","STK11IP","lymph node"
"70767","NOD1","Activated TLR4 signalling"
"70768","NOD1","immune response-regulating signaling pathway"
"70769","NOD1","lymph node"
"70770","AXIN1","Presenilin action in Notch and Wnt signaling"
"70771","AXIN1","regulation of JUN kinase activity"
"70772","AXIN1","lymph node"
"70773","PREX1","Regulation of RAC1 activity"
"70774","PREX1","actin filament organization"
"70775","PREX1","lymph node"
"70776","ARMCX6","lymph node"
"70777","TTC13","lymph node"
"70778","KIAA1958","lymph node"
"70779","FUT11","glycosylation"
"70780","FUT11","lymph node"
"70781","TCTN3","cilium morphogenesis"
"70782","TCTN3","lymph node"
"70783","BCAS1","lymph node"
"70784","ZNF654","lymph node"
"70785","ALG3","Post-translational protein modification"
"70786","ALG3","glycosylation"
"70787","ALG3","lymph node"
"70788","CXCL10","Peptide ligand-binding receptors"
"70789","CXCL10","negative regulation of muscle cell differentiation"
"70790","CXCL10","lymph node"
"70791","ZW10","Resolution of Sister Chromatid Cohesion"
"70792","ZW10","negative regulation of mitotic metaphase/anaphase transition"
"70793","ZW10","lymph node"
"70794","TAF5L","Chromatin modifying enzymes"
"70795","TAF5L","histone H3 acetylation"
"70796","TAF5L","lymph node"
"70797","CLEC2B","regulation of immune response"
"70798","CLEC2B","lymph node"
"70799","UBFD1","lymph node"
"70800","GALNT18","O-linked glycosylation of mucins"
"70801","GALNT18","glycosylation"
"70802","GALNT18","lymph node"
"70803","ZNF628","lymph node"
"70804","GAS2L1","Ectoderm Differentiation"
"70805","GAS2L1","regulation of erythrocyte differentiation"
"70806","GAS2L1","lymph node"
"70807","TRAF3IP2","IL17 signaling pathway"
"70808","TRAF3IP2","regulation of defense response to virus by host"
"70809","TRAF3IP2","lymph node"
"70810","ZBTB1","positive regulation of hemopoiesis"
"70811","ZBTB1","lymph node"
"70812","REV1","DNA Repair"
"70813","REV1","cellular response to DNA damage stimulus"
"70814","REV1","lymph node"
"70815","UNC5C","Netrin-mediated signaling events"
"70816","UNC5C","regulation of cell motility"
"70817","UNC5C","lymph node"
"70818","DLG5","epithelial tube morphogenesis"
"70819","DLG5","lymph node"
"70820","IST1","abscission"
"70821","IST1","lymph node"
"70822","ACVR2A","Signaling Pathways"
"70823","ACVR2A","positive regulation of hemopoiesis"
"70824","ACVR2A","lymph node"
"70825","C1orf131","lymph node"
"70826","GADD45G","miRNA Regulation of DNA Damage Response"
"70827","GADD45G","positive regulation of stress-activated MAPK cascade"
"70828","GADD45G","lymph node"
"70829","ZNF667","Generic Transcription Pathway"
"70830","ZNF667","lymph node"
"70831","HPCAL1","lymph node"
"70832","PHLDA1","forebrain generation of neurons"
"70833","PHLDA1","lymph node"
"70834","SCG2","positive regulation of epithelial cell proliferation"
"70835","SCG2","lymph node"
"70836","ITGA7","Extracellular matrix organization"
"70837","ITGA7","localization of cell"
"70838","ITGA7","lymph node"
"70839","MSH2","MMR"
"70840","MSH2","B cell mediated immunity"
"70841","MSH2","lymph node"
"70842","HLA-A","ER-Phagosome pathway"
"70843","HLA-A","antimicrobial humoral response"
"70844","HLA-A","lymph node"
"70845","ZNF629","lymph node"
"70846","TPX2","Aurora A signaling"
"70847","TPX2","organelle fission"
"70848","TPX2","lymph node"
"70849","RAB3A","Neurotransmitter Release Cycle"
"70850","RAB3A","regulation of vesicle-mediated transport"
"70851","RAB3A","lymph node"
"70852","ROCK2","G13 Signaling Pathway"
"70853","ROCK2","regulation of epidermal cell differentiation"
"70854","ROCK2","lymph node"
"70855","FGD3","Signaling by NGF"
"70856","FGD3","response to growth factor"
"70857","FGD3","lymph node"
"70858","HTRA3","regulation of transforming growth factor beta receptor signaling pathway"
"70859","HTRA3","lymph node"
"70860","PDLIM2","lymph node"
"70861","RAB9A","regulation of vesicle-mediated transport"
"70862","RAB9A","lymph node"
"70863","TIMM8A","Mitochondrial protein import"
"70864","TIMM8A","protein localization to mitochondrion"
"70865","TIMM8A","lymph node"
"70866","NPIPA7","lymph node"
"70867","XYLT2","chondroitin sulfate biosynthetic process"
"70868","XYLT2","lymph node"
"70869","PEX19","ABCA transporters in lipid homeostasis"
"70870","PEX19","organelle fission"
"70871","PEX19","lymph node"
"70872","EMC9","lymph node"
"70873","ARL6IP1","protein targeting to membrane"
"70874","ARL6IP1","lymph node"
"70875","CERCAM","cell-cell adhesion"
"70876","CERCAM","lymph node"
"70877","GRHL1","PPARA activates gene expression"
"70878","GRHL1","transcription from RNA polymerase II promoter"
"70879","GRHL1","lymph node"
"70880","PSKH1","mRNA Processing"
"70881","PSKH1","pattern specification process"
"70882","PSKH1","lymph node"
"70883","MYBL1","IL4-mediated signaling events"
"70884","MYBL1","gene silencing"
"70885","MYBL1","lymph node"
"70886","PCMTD1","methylation"
"70887","PCMTD1","lymph node"
"70888","NPL","Synthesis of substrates in N-glycan biosythesis"
"70889","NPL","glycosylation"
"70890","NPL","lymph node"
"70891","FAM171A1","lymph node"
"70892","DUSP7","Activated TLR4 signalling"
