Gene,Gene_ID,Relation,BiologicalProcess,BiologicalProcess_ID
XRCC6BP1,91419,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
ALKBH8,91801,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
PRIMPOL,201973,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
RBBP5,5929,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
ENDOV,284131,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
RAD23A,5886,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
ERCC8,1161,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
NUGGC,389643,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
NPLOC4,55666,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
DDB2,1643,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
MTA1,9112,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
RIF1,55183,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
SWSAP1,126074,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
DDX39A,10212,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
FNIP2,57600,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
CDKN2AIP,55602,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
ASTE1,28990,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
TCEA1,6917,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
ARMT1,79624,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
FAN1,22909,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
SFR1,119392,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
C11orf30,56946,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
COPS6,10980,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
ALYREF,10189,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
REV1,51455,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
POLE,5426,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
TOPBP1,11073,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
NSMCE4A,54780,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
USP7,7874,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
TLK1,9874,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
SPATA18,132671,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
USP43,124739,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
FANCE,2178,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
SUMO2,6613,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
MAPK12,6300,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
INO80D,54891,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
LIG3,3980,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
POLI,11201,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
APTX,54840,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
CHCHD6,84303,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
RNF138,51444,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
KDM4B,23030,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
SUPT16H,11198,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
ATMIN,23300,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
ZFYVE26,23503,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
KIN,22944,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
ALKBH1,8846,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
ZSWIM7,125150,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
GTF2H2C,728340,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
PPIE,10450,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
UBA1,7317,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
APLF,200558,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
EYA4,2070,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
AQR,9716,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
INTS3,65123,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
UBE2T,29089,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
DTX3L,151636,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
HELQ,113510,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
NSMCE1,197370,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
RNF169,254225,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
UBE2W,55284,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
MCM9,254394,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
NFRKB,4798,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
NDNL2,56160,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
ZBTB40,9923,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
INTS7,25896,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
SSRP1,6749,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
COPS7A,50813,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
MDC1,9656,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
BAZ1B,9031,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
BCCIP,56647,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
UBE2F,140739,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
RPAIN,84268,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
GPS1,2873,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
TP53BP1,7158,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
WRNIP1,56897,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
RMI2,116028,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
SUMO3,6612,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
FAAP100,80233,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
XPA,7507,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
CINP,51550,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
POLE2,5427,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
EID3,493861,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
ERCC6L2,375748,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
INO80B,83444,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
SMARCAL1,50485,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
TFIP11,24144,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
EME2,197342,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
SPRTN,83932,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
MMS22L,253714,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
TIPRL,261726,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
AEN,64782,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
MMS19,64210,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
TERF2IP,54386,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
KIAA0101,9768,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
ATAD5,79915,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
XRCC1,7515,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
SHISA5,51246,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
PARPBP,55010,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
RAD51AP1,10635,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
HLTF,6596,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
EPC2,26122,PARTICIPATES_GpBP,cellular response to DNA damage stimulus,GO:0006974
ZBTB7B,51043,PARTICIPATES_GpBP,regulation of alpha-beta T cell activation,GO:0046634
ICOS,29851,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
CLPTM1,1209,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
SPOCK2,9806,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
TNFAIP8L2,79626,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
SIT1,27240,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
CD164,8763,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
FBLN2,2199,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
ADAMDEC1,27299,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
SMOC2,64094,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
TIGIT,201633,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
CYTIP,9595,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
CCDC80,151887,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
EGFLAM,133584,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
CYTH1,9267,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
RSU1,6251,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
ECM2,1842,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
DENND6A,201627,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
ZC3H8,84524,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
ABI3BP,25890,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
LPXN,9404,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
PLEKHA2,59339,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
EDIL3,10085,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
SOX13,9580,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
RELL2,285613,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
VIT,5212,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
NINJ1,4814,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
CYTH3,9265,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
NFKBID,84807,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
LMO7,4008,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
EGFL6,25975,PARTICIPATES_GpBP,regulation of cell adhesion,GO:0030155
GADD45GIP1,90480,PARTICIPATES_GpBP,positive regulation of nucleotide metabolic process,GO:0045981
SLC7A1,6541,PARTICIPATES_GpBP,lysine transport,GO:0015819
SLC7A2,6542,PARTICIPATES_GpBP,lysine transport,GO:0015819
PQLC2,54896,PARTICIPATES_GpBP,lysine transport,GO:0015819
LTBP3,4054,PARTICIPATES_GpBP,positive regulation of mesenchymal stem cell differentiation,GO:2000741
SLC2A6,11182,PARTICIPATES_GpBP,carbohydrate transmembrane transport,GO:0034219
SLC35B1,10237,PARTICIPATES_GpBP,carbohydrate transmembrane transport,GO:0034219
SLC50A1,55974,PARTICIPATES_GpBP,carbohydrate transmembrane transport,GO:0034219
SLC2A13,114134,PARTICIPATES_GpBP,carbohydrate transmembrane transport,GO:0034219
SLC35A2,7355,PARTICIPATES_GpBP,carbohydrate transmembrane transport,GO:0034219
SLC2A10,81031,PARTICIPATES_GpBP,carbohydrate transmembrane transport,GO:0034219
SLC35E1,79939,PARTICIPATES_GpBP,carbohydrate transmembrane transport,GO:0034219
SLC2A9,56606,PARTICIPATES_GpBP,carbohydrate transmembrane transport,GO:0034219
U2AF1,7307,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
U2AF2,11338,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
RNPS1,10921,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
FIP1L1,81608,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
ELAC1,55520,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
SSU72,29101,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
TUT1,64852,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
FBL,2091,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
CPSF7,79869,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
SNRPG,6637,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
SNRPF,6636,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
SRSF7,6432,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
MAGOH,4116,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
SNRPE,6635,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
CSTF2,1478,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
PAPOLA,10914,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
ERI1,90459,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
ZCCHC11,23318,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
USB1,79650,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
SRSF9,8683,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
PCF11,51585,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
CPSF1,29894,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
RBM8A,9939,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
MTPAP,55149,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
ELAC2,60528,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
PAPOLG,64895,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
SYMPK,8189,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
NUDT21,11051,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
PTCD1,26024,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
SRSF11,9295,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
SRRM1,10250,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
SRSF2,6427,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
ZCCHC6,79670,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
GRSF1,2926,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
CPSF6,11052,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
CSTF2T,23283,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
SNRPD3,6634,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
SRSF3,6428,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
UPF3B,65109,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
DHX38,9785,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
CSTF3,1479,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
SRSF4,6429,PARTICIPATES_GpBP,RNA 3'-end processing,GO:0031123
PEX5L,51555,PARTICIPATES_GpBP,protein to membrane docking,GO:0022615
GULP1,51454,PARTICIPATES_GpBP,"phagocytosis, engulfment",GO:0006911
XKR8,55113,PARTICIPATES_GpBP,"phagocytosis, engulfment",GO:0006911
NLN,57486,PARTICIPATES_GpBP,regulation of muscle organ development,GO:0048634
LUC7L,55692,PARTICIPATES_GpBP,regulation of muscle organ development,GO:0048634
NTM,50863,PARTICIPATES_GpBP,neuron recognition,GO:0008038
GAP43,2596,PARTICIPATES_GpBP,neuron recognition,GO:0008038
SLC12A7,10723,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
CLCN2,1181,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC12A9,56996,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
UQCRQ,27089,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
CACNB2,783,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
TMEM38B,55151,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC9A3,6550,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC25A20,788,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC17A1,6568,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
MCOLN3,55283,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
ANO2,57101,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
KCNJ15,3772,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC9A6,10479,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
COX6A2,1339,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
COX7A2,1347,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
TRPC4AP,26133,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
CACFD1,11094,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
KCND3,3752,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
KCNE4,23704,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC4A11,83959,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
CLCN4,1183,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SCN9A,6335,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
ORAI3,93129,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
KCNJ5,3762,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
FXYD3,5349,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
KCNAB3,9196,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
CACNA2D1,781,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
CLCN7,1186,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC25A37,51312,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC4A1,6521,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
ANO5,203859,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
PCYOX1,51449,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SCN3A,6328,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC9A4,389015,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
TTYH2,94015,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
TRPV3,162514,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
CACNA2D3,55799,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC9A7,84679,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
ANO8,57719,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
COX11,1353,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
CLCA2,9635,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
GABRR2,2570,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC17A2,10246,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
TMEM37,140738,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
ANO7,50636,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
FXYD2,486,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SCNN1D,6339,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
KCNN2,3781,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
ANKH,56172,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
KCNA3,3738,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
RHBG,57127,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
KCNK16,83795,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
COX7A1,1346,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
NALCN,259232,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC9A9,285195,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC12A4,6560,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC25A3,5250,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
KCNT2,343450,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC20A1,6574,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
KCNK17,89822,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
KCNQ5,56479,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SCNN1A,6337,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
GABRE,2564,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
KCNN3,3782,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
CLCC1,23155,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
ORAI2,80228,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
TTYH3,80727,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
KCNJ3,3760,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC12A6,9990,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC9A2,6549,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
CLCN5,1184,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC9A5,6553,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
ANO10,55129,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
TMCO3,55002,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
KCNK5,8645,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC17A4,10050,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
MCOLN2,255231,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC9B2,133308,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
SLC4A4,8671,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
UQCR11,10975,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
KCNK6,9424,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
CLCNKA,1187,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
UQCRFS1,7386,PARTICIPATES_GpBP,inorganic ion transmembrane transport,GO:0098660
PDDC1,347862,PARTICIPATES_GpBP,ketone catabolic process,GO:0042182
HAGH,3029,PARTICIPATES_GpBP,ketone catabolic process,GO:0042182
PRICKLE2,166336,PARTICIPATES_GpBP,establishment or maintenance of bipolar cell polarity,GO:0061245
MTCL1,23255,PARTICIPATES_GpBP,establishment or maintenance of bipolar cell polarity,GO:0061245
PTGER2,5732,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
MRPL44,65080,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
RBM3,5935,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
PAQR5,54852,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
ACAT1,38,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
OSBPL7,114881,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
DHX36,170506,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
PAQR6,79957,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
PDCD7,10081,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
WFDC1,58189,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
H2AFZ,3015,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
DGCR8,54487,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
EPHX1,2052,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
PLIN2,123,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
CLDN4,1364,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
CITED4,163732,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
HID1,283987,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
ABCA3,21,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
PGRMC2,10424,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
SNIP1,79753,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
PAQR7,164091,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
DDX21,9188,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
PELP1,27043,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
HNRNPA2B1,3181,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
PAQR8,85315,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
PAQR9,344838,PARTICIPATES_GpBP,response to organic cyclic compound,GO:0014070
MLLT4,4301,PARTICIPATES_GpBP,endothelial cell differentiation,GO:0045446
MARVELD2,153562,PARTICIPATES_GpBP,endothelial cell differentiation,GO:0045446
EDF1,8721,PARTICIPATES_GpBP,endothelial cell differentiation,GO:0045446
FAM65B,9750,PARTICIPATES_GpBP,sensory perception,GO:0007600
CRYZ,1429,PARTICIPATES_GpBP,sensory perception,GO:0007600
PNOC,5368,PARTICIPATES_GpBP,sensory perception,GO:0007600
DRAM2,128338,PARTICIPATES_GpBP,sensory perception,GO:0007600
DFNB59,494513,PARTICIPATES_GpBP,sensory perception,GO:0007600
AOC2,314,PARTICIPATES_GpBP,sensory perception,GO:0007600
DFNB31,25861,PARTICIPATES_GpBP,sensory perception,GO:0007600
ABLIM1,3983,PARTICIPATES_GpBP,sensory perception,GO:0007600
RGS16,6004,PARTICIPATES_GpBP,sensory perception,GO:0007600
OLFM2,93145,PARTICIPATES_GpBP,sensory perception,GO:0007600
TPRN,286262,PARTICIPATES_GpBP,sensory perception,GO:0007600
DFNA5,1687,PARTICIPATES_GpBP,sensory perception,GO:0007600
ADGRV1,84059,PARTICIPATES_GpBP,sensory perception,GO:0007600
OPA3,80207,PARTICIPATES_GpBP,sensory perception,GO:0007600
