Compound,Compound_ID,Relation,Gene,Gene_ID
Ponatinib,DB08901,BINDS_CbG,CYP3A5,1577
Nateglinide,DB00731,BINDS_CbG,PTGS1,5742
Nateglinide,DB00731,BINDS_CbG,CYP3A5,1577
Nateglinide,DB00731,BINDS_CbG,ORM1,5004
Nateglinide,DB00731,BINDS_CbG,ABCC4,10257
Nateglinide,DB00731,BINDS_CbG,SLC15A1,6564
Nateglinide,DB00731,BINDS_CbG,CYP3A7,1551
Nateglinide,DB00731,BINDS_CbG,SLC15A2,6565
Nateglinide,DB00731,BINDS_CbG,CYP3A4,1576
Nateglinide,DB00731,BINDS_CbG,CYP2D6,1565
Nateglinide,DB00731,BINDS_CbG,SLC16A1,6566
Nateglinide,DB00731,BINDS_CbG,KCNJ11,3767
Nateglinide,DB00731,BINDS_CbG,ALB,213
Nateglinide,DB00731,BINDS_CbG,UGT1A9,54600
Nateglinide,DB00731,BINDS_CbG,CYP2C9,1559
Nateglinide,DB00731,BINDS_CbG,PPARG,5468
Nateglinide,DB00731,BINDS_CbG,ABCC8,6833
Nateglinide,DB00731,BINDS_CbG,CYP3A7-CYP3A51P,100861540
Dexamethasone,DB01234,BINDS_CbG,CYP3A7,1551
Dexamethasone,DB01234,BINDS_CbG,CYP3A5,1577
Dexamethasone,DB01234,BINDS_CbG,NOS2,4843
Dexamethasone,DB01234,BINDS_CbG,CYP17A1,1586
Dexamethasone,DB01234,BINDS_CbG,CYP11A1,1583
Dexamethasone,DB01234,BINDS_CbG,CYP2B6,1555
Dexamethasone,DB01234,BINDS_CbG,PGR,5241
Dexamethasone,DB01234,BINDS_CbG,ABCG2,9429
Dexamethasone,DB01234,BINDS_CbG,CYP2A6,1548
Dexamethasone,DB01234,BINDS_CbG,CYP3A7-CYP3A51P,100861540
Dexamethasone,DB01234,BINDS_CbG,CYP2E1,1571
Dexamethasone,DB01234,BINDS_CbG,CYP2D6,1565
Dexamethasone,DB01234,BINDS_CbG,CYP1B1,1545
Dexamethasone,DB01234,BINDS_CbG,ABCC2,1244
Dexamethasone,DB01234,BINDS_CbG,PLA2G1B,5319
Dexamethasone,DB01234,BINDS_CbG,SLCO1A2,6579
Dexamethasone,DB01234,BINDS_CbG,CYP2C8,1558
Dexamethasone,DB01234,BINDS_CbG,CYP19A1,1588
Dexamethasone,DB01234,BINDS_CbG,CYP4A11,1579
Dexamethasone,DB01234,BINDS_CbG,CYP1A1,1543
Dexamethasone,DB01234,BINDS_CbG,PTGS2,5743
Dexamethasone,DB01234,BINDS_CbG,ABCB11,8647
Dexamethasone,DB01234,BINDS_CbG,CYP2C9,1559
Dexamethasone,DB01234,BINDS_CbG,CYP2C19,1557
Dexamethasone,DB01234,BINDS_CbG,ABCB1,5243
Dexamethasone,DB01234,BINDS_CbG,CYP3A4,1576
Dexamethasone,DB01234,BINDS_CbG,ANXA1,301
Dexamethasone,DB01234,BINDS_CbG,NR3C2,4306
Dexamethasone,DB01234,BINDS_CbG,NR3C1,2908
Dexamethasone,DB01234,BINDS_CbG,CYP3A43,64816
Bismuth Subsalicylate,DB01294,BINDS_CbG,PTGS2,5743
Bismuth Subsalicylate,DB01294,BINDS_CbG,TF,7018
Bismuth Subsalicylate,DB01294,BINDS_CbG,ALB,213
Bismuth Subsalicylate,DB01294,BINDS_CbG,PTGS1,5742
Eprosartan,DB00876,BINDS_CbG,AGTR1,185
Eprosartan,DB00876,BINDS_CbG,CYP2C9,1559
Eprosartan,DB00876,BINDS_CbG,ABCC2,1244
Nitrofurantoin,DB00698,BINDS_CbG,POR,5447
Nitrofurantoin,DB00698,BINDS_CbG,ABCG2,9429
Ibuprofen,DB01050,BINDS_CbG,BCL2,596
Ibuprofen,DB01050,BINDS_CbG,SLCO1A2,6579
Ibuprofen,DB01050,BINDS_CbG,UGT1A1,54658
Ibuprofen,DB01050,BINDS_CbG,PTGS1,5742
Ibuprofen,DB01050,BINDS_CbG,PLAT,5327
Ibuprofen,DB01050,BINDS_CbG,CFTR,1080
Ibuprofen,DB01050,BINDS_CbG,THBD,7056
Ibuprofen,DB01050,BINDS_CbG,UGT1A3,54659
Ibuprofen,DB01050,BINDS_CbG,PTGS2,5743
Ibuprofen,DB01050,BINDS_CbG,UGT1A9,54600
Ibuprofen,DB01050,BINDS_CbG,CYP2C19,1557
Ibuprofen,DB01050,BINDS_CbG,ABCC1,4363
Ibuprofen,DB01050,BINDS_CbG,CYP2C9,1559
Ibuprofen,DB01050,BINDS_CbG,ALB,213
Ibuprofen,DB01050,BINDS_CbG,CXCL8,3576
Ibuprofen,DB01050,BINDS_CbG,CYP2C8,1558
Ibuprofen,DB01050,BINDS_CbG,FABP2,2169
Ibuprofen,DB01050,BINDS_CbG,UGT2B7,7364
Ibuprofen,DB01050,BINDS_CbG,ABCB1,5243
Ibuprofen,DB01050,BINDS_CbG,UGT2B4,7363
Ibuprofen,DB01050,BINDS_CbG,SLC22A11,55867
Ibuprofen,DB01050,BINDS_CbG,PPARG,5468
Ibuprofen,DB01050,BINDS_CbG,ABCC4,10257
Ibuprofen,DB01050,BINDS_CbG,SLCO2B1,11309
Aciclovir,DB00787,BINDS_CbG,SLC47A1,55244
Aciclovir,DB00787,BINDS_CbG,SLC10A2,6555
Aciclovir,DB00787,BINDS_CbG,SLC22A1,6580
Stavudine,DB00649,BINDS_CbG,SLC28A1,9154
Balsalazide,DB01014,BINDS_CbG,ALOX5,240
Balsalazide,DB01014,BINDS_CbG,PTGS2,5743
Balsalazide,DB01014,BINDS_CbG,PPARG,5468
Balsalazide,DB01014,BINDS_CbG,PTGS1,5742
Palonosetron,DB00377,BINDS_CbG,CYP2D6,1565
Palonosetron,DB00377,BINDS_CbG,CYP1A2,1544
Palonosetron,DB00377,BINDS_CbG,CYP3A4,1576
Fluspirilene,DB04842,BINDS_CbG,ADRA2A,150
Fluspirilene,DB04842,BINDS_CbG,HTR2B,3357
Fluspirilene,DB04842,BINDS_CbG,OPRL1,4987
Fluspirilene,DB04842,BINDS_CbG,HRH1,3269
Fluspirilene,DB04842,BINDS_CbG,HTR2A,3356
Xylometazoline,DB06694,BINDS_CbG,ADRA2A,150
Xylometazoline,DB06694,BINDS_CbG,ADRA1A,148
Xylometazoline,DB06694,BINDS_CbG,ADRA2C,152
Guanidine,DB00536,BINDS_CbG,KCNA2,3737
Guanidine,DB00536,BINDS_CbG,KCNQ5,56479
Guanidine,DB00536,BINDS_CbG,SLC22A5,6584
Guanidine,DB00536,BINDS_CbG,KCNQ1,3784
Guanidine,DB00536,BINDS_CbG,SLC22A4,6583
Guanidine,DB00536,BINDS_CbG,KCNH2,3757
Guanidine,DB00536,BINDS_CbG,KCNC4,3749
Guanidine,DB00536,BINDS_CbG,SLC22A3,6581
Guanidine,DB00536,BINDS_CbG,RNASE1,6035
Guanidine,DB00536,BINDS_CbG,KCNA3,3738
Guanidine,DB00536,BINDS_CbG,ALDH2,217
Guanidine,DB00536,BINDS_CbG,GAMT,2593
Guanidine,DB00536,BINDS_CbG,SLC22A1,6580
Guanidine,DB00536,BINDS_CbG,KCNA5,3741
Guanidine,DB00536,BINDS_CbG,KCND3,3752
Guanidine,DB00536,BINDS_CbG,KCNS3,3790
Guanidine,DB00536,BINDS_CbG,DLG4,1742
Fingolimod,DB08868,BINDS_CbG,S1PR5,53637
Fingolimod,DB08868,BINDS_CbG,S1PR3,1903
Fingolimod,DB08868,BINDS_CbG,CYP3A4,1576
Fingolimod,DB08868,BINDS_CbG,CYP2D6,1565
Fingolimod,DB08868,BINDS_CbG,CYP4F12,66002
Fingolimod,DB08868,BINDS_CbG,S1PR4,8698
Fingolimod,DB08868,BINDS_CbG,S1PR1,1901
Fingolimod,DB08868,BINDS_CbG,CYP4F2,8529
Fingolimod,DB08868,BINDS_CbG,CYP2E1,1571
Fingolimod,DB08868,BINDS_CbG,SPHK1,8877
Pyridostigmine,DB00545,BINDS_CbG,BCHE,590
Pyridostigmine,DB00545,BINDS_CbG,CYP3A4,1576
Pyridostigmine,DB00545,BINDS_CbG,ACHE,43
Raloxifene,DB00481,BINDS_CbG,ESR1,2099
Raloxifene,DB00481,BINDS_CbG,CYP2C8,1558
Raloxifene,DB00481,BINDS_CbG,AOX1,316
Raloxifene,DB00481,BINDS_CbG,CYP2B6,1555
Raloxifene,DB00481,BINDS_CbG,HTR2B,3357
Raloxifene,DB00481,BINDS_CbG,CYP3A4,1576
Raloxifene,DB00481,BINDS_CbG,EBP,10682
Raloxifene,DB00481,BINDS_CbG,SIGMAR1,10280
Raloxifene,DB00481,BINDS_CbG,ESR2,2100
Raloxifene,DB00481,BINDS_CbG,CYP19A1,1588
Flucloxacillin,DB00301,BINDS_CbG,CYP3A4,1576
Didanosine,DB00900,BINDS_CbG,SLC29A1,2030
Didanosine,DB00900,BINDS_CbG,PNP,4860
Didanosine,DB00900,BINDS_CbG,SLC29A2,3177
Atomoxetine,DB00289,BINDS_CbG,CYP2D6,1565
Atomoxetine,DB00289,BINDS_CbG,CYP3A4,1576
Atomoxetine,DB00289,BINDS_CbG,NPY1R,4886
Atomoxetine,DB00289,BINDS_CbG,SLC6A2,6530
Atomoxetine,DB00289,BINDS_CbG,HTR2A,3356
Atomoxetine,DB00289,BINDS_CbG,CYP2C19,1557
Raltitrexed,DB00293,BINDS_CbG,FPGS,2356
Raltitrexed,DB00293,BINDS_CbG,TYMS,7298
Olmesartan,DB00275,BINDS_CbG,AGTR1,185
Olmesartan,DB00275,BINDS_CbG,ABCC2,1244
Olmesartan,DB00275,BINDS_CbG,SLCO1B3,28234
Olmesartan,DB00275,BINDS_CbG,SLCO1B1,10599
Paramethadione,DB00617,BINDS_CbG,CYP3A4,1576
Paramethadione,DB00617,BINDS_CbG,CACNA1I,8911
Paramethadione,DB00617,BINDS_CbG,CYP2C9,1559
Paramethadione,DB00617,BINDS_CbG,CYP2E1,1571
Paramethadione,DB00617,BINDS_CbG,CACNA1H,8912
Paramethadione,DB00617,BINDS_CbG,CYP2C8,1558
Ipratropium bromide,DB00332,BINDS_CbG,SLC22A5,6584
Ipratropium bromide,DB00332,BINDS_CbG,SLC22A4,6583
Ipratropium bromide,DB00332,BINDS_CbG,CYP3A4,1576
Ipratropium bromide,DB00332,BINDS_CbG,CYP2D6,1565
Moclobemide,DB01171,BINDS_CbG,CYP2C19,1557
Moclobemide,DB01171,BINDS_CbG,CYP2D6,1565
Moclobemide,DB01171,BINDS_CbG,CYP1A2,1544
Moclobemide,DB01171,BINDS_CbG,MAOA,4128
Moclobemide,DB01171,BINDS_CbG,MAOB,4129
Moclobemide,DB01171,BINDS_CbG,CYP2C9,1559
Ketotifen,DB00920,BINDS_CbG,PDE4A,5141
Ketotifen,DB00920,BINDS_CbG,PDE4B,5142
Ketotifen,DB00920,BINDS_CbG,HRH1,3269
Ketotifen,DB00920,BINDS_CbG,PDE7B,27115
Ketotifen,DB00920,BINDS_CbG,PDE4D,5144
Ketotifen,DB00920,BINDS_CbG,PDE8A,5151
Ketotifen,DB00920,BINDS_CbG,PGD,5226
Ketotifen,DB00920,BINDS_CbG,PDE8B,8622
Perindopril,DB00790,BINDS_CbG,SLC15A2,6565
Perindopril,DB00790,BINDS_CbG,ACE,1636
Perindopril,DB00790,BINDS_CbG,BCHE,590
Perindopril,DB00790,BINDS_CbG,SLC15A1,6564
Perindopril,DB00790,BINDS_CbG,ABCB1,5243
Pantoprazole,DB00213,BINDS_CbG,CYP2C19,1557
Pantoprazole,DB00213,BINDS_CbG,CYP2C9,1559
Pantoprazole,DB00213,BINDS_CbG,ABCB1,5243
Pantoprazole,DB00213,BINDS_CbG,SLCO1B1,10599
Pantoprazole,DB00213,BINDS_CbG,CYP3A4,1576
Pantoprazole,DB00213,BINDS_CbG,CYP1A2,1544
Pantoprazole,DB00213,BINDS_CbG,ATP4A,495
Pantoprazole,DB00213,BINDS_CbG,ATP4B,496
Pantoprazole,DB00213,BINDS_CbG,ABCG2,9429
Sulfapyridine,DB00891,BINDS_CbG,CYP2C9,1559
Alimemazine,DB01246,BINDS_CbG,CYP3A4,1576
Alimemazine,DB01246,BINDS_CbG,HRH1,3269
Xanthophyll,DB00137,BINDS_CbG,ALB,213
Penicillamine,DB00859,BINDS_CbG,SLCO1B1,10599
Levonorgestrel,DB00367,BINDS_CbG,ESR1,2099
Levonorgestrel,DB00367,BINDS_CbG,PGR,5241
Levonorgestrel,DB00367,BINDS_CbG,CYP19A1,1588
Levonorgestrel,DB00367,BINDS_CbG,SRD5A1,6715
Levonorgestrel,DB00367,BINDS_CbG,SHBG,6462
Levonorgestrel,DB00367,BINDS_CbG,AR,367
Levonorgestrel,DB00367,BINDS_CbG,CYP3A4,1576
Fluoxymesterone,DB01185,BINDS_CbG,NR3C1,2908
Fluoxymesterone,DB01185,BINDS_CbG,PRLR,5618
Fluoxymesterone,DB01185,BINDS_CbG,AR,367
Fluoxymesterone,DB01185,BINDS_CbG,ESR1,2099
Fluoxymesterone,DB01185,BINDS_CbG,SHBG,6462
Ceftriaxone,DB01212,BINDS_CbG,GLUL,2752
Ceftriaxone,DB01212,BINDS_CbG,SLC22A11,55867
Ceftriaxone,DB01212,BINDS_CbG,SLC15A2,6565
Ceftriaxone,DB01212,BINDS_CbG,ALB,213
Ceftriaxone,DB01212,BINDS_CbG,SLC15A1,6564
Lamivudine,DB00709,BINDS_CbG,PCYT2,5833
Lamivudine,DB00709,BINDS_CbG,ABCC2,1244
Lamivudine,DB00709,BINDS_CbG,SLC22A1,6580
Lamivudine,DB00709,BINDS_CbG,NT5C,30833
Lamivudine,DB00709,BINDS_CbG,PCYT1A,5130
Lamivudine,DB00709,BINDS_CbG,NME2,4831
Lamivudine,DB00709,BINDS_CbG,ABCC1,4363
Lamivudine,DB00709,BINDS_CbG,ABCC4,10257
Lamivudine,DB00709,BINDS_CbG,ABCB1,5243
Lamivudine,DB00709,BINDS_CbG,ABCG2,9429
Lamivudine,DB00709,BINDS_CbG,NME1,4830
Lamivudine,DB00709,BINDS_CbG,ABCC3,8714
Lamivudine,DB00709,BINDS_CbG,SLC22A3,6581
Lamivudine,DB00709,BINDS_CbG,PGK1,5230
Lamivudine,DB00709,BINDS_CbG,DCK,1633
Lamivudine,DB00709,BINDS_CbG,CMPK1,51727
Lamivudine,DB00709,BINDS_CbG,NME1-NME2,654364
Carbenicillin,DB00578,BINDS_CbG,PLA2G4A,5321
Glutathione,DB00143,BINDS_CbG,ABCC3,8714
Glutathione,DB00143,BINDS_CbG,ABCC1,4363
Glutathione,DB00143,BINDS_CbG,GLO1,2739
Glutathione,DB00143,BINDS_CbG,GSTP1,2950
Glutathione,DB00143,BINDS_CbG,HPGDS,27306
Glutathione,DB00143,BINDS_CbG,GSTM5,2949
Glutathione,DB00143,BINDS_CbG,GSTT1,2952
Glutathione,DB00143,BINDS_CbG,ABCC4,10257
Glutathione,DB00143,BINDS_CbG,GSTM3,2947
Glutathione,DB00143,BINDS_CbG,HAGH,3029
Glutathione,DB00143,BINDS_CbG,GSTO1,9446
Glutathione,DB00143,BINDS_CbG,MGST2,4258
Glutathione,DB00143,BINDS_CbG,ABCC5,10057
Glutathione,DB00143,BINDS_CbG,ESD,2098
Glutathione,DB00143,BINDS_CbG,ABCC2,1244
Glutathione,DB00143,BINDS_CbG,MGST3,4259
Glutathione,DB00143,BINDS_CbG,GSTK1,373156
Glutathione,DB00143,BINDS_CbG,GSTM2,2946
Glutathione,DB00143,BINDS_CbG,GSS,2937
Glutathione,DB00143,BINDS_CbG,GSR,2936
Glutathione,DB00143,BINDS_CbG,GPX1,2876
Glutathione,DB00143,BINDS_CbG,GPX7,2882
Glutathione,DB00143,BINDS_CbG,GPX4,2879
Glutathione,DB00143,BINDS_CbG,GSTA4,2941
Glutathione,DB00143,BINDS_CbG,GSTA3,2940
Glutathione,DB00143,BINDS_CbG,GPX6,257202
Glutathione,DB00143,BINDS_CbG,GSTA1,2938
Glutathione,DB00143,BINDS_CbG,GSTM4,2948
Glutathione,DB00143,BINDS_CbG,GLRX,2745
Glutathione,DB00143,BINDS_CbG,GPX2,2877
Glutathione,DB00143,BINDS_CbG,GGT1,2678
Glutathione,DB00143,BINDS_CbG,GPX3,2878
Glutathione,DB00143,BINDS_CbG,GSTZ1,2954
Glutathione,DB00143,BINDS_CbG,GSTM1,2944
Glutathione,DB00143,BINDS_CbG,GSTA2,2939
Glutathione,DB00143,BINDS_CbG,GLRX2,51022
Glutathione,DB00143,BINDS_CbG,MGST1,4257
Glutathione,DB00143,BINDS_CbG,TXNDC12,51060
Glutathione,DB00143,BINDS_CbG,GSTA5,221357
Cabergoline,DB00248,BINDS_CbG,HTR2B,3357
Cabergoline,DB00248,BINDS_CbG,ADRA2C,152
Cabergoline,DB00248,BINDS_CbG,CYP3A4,1576
Cabergoline,DB00248,BINDS_CbG,HTR7,3363
Cabergoline,DB00248,BINDS_CbG,HTR2A,3356
Cabergoline,DB00248,BINDS_CbG,ADRA2A,150
Cabergoline,DB00248,BINDS_CbG,ADRA1A,148
Amlexanox,DB01025,BINDS_CbG,S100A13,6284
Amlexanox,DB01025,BINDS_CbG,PDE4D,5144
Amlexanox,DB01025,BINDS_CbG,S100A12,6283
Amlexanox,DB01025,BINDS_CbG,PDE4A,5141
Amlexanox,DB01025,BINDS_CbG,PDE4B,5142
Amlexanox,DB01025,BINDS_CbG,IL3,3562
Amlexanox,DB01025,BINDS_CbG,FGF1,2246
Sulfadimethoxine,DB06150,BINDS_CbG,CYP2C9,1559
Hexafluronium,DB00941,BINDS_CbG,ACHE,43
Hexafluronium,DB00941,BINDS_CbG,BCHE,590
Amodiaquine,DB00613,BINDS_CbG,CYP2C8,1558
Amodiaquine,DB00613,BINDS_CbG,CYP2D6,1565
Amodiaquine,DB00613,BINDS_CbG,CYP1B1,1545
Amodiaquine,DB00613,BINDS_CbG,HNMT,3176
Amodiaquine,DB00613,BINDS_CbG,CYP1A1,1543
Amodiaquine,DB00613,BINDS_CbG,CYP2C9,1559
Finasteride,DB01216,BINDS_CbG,CYP3A4,1576
Finasteride,DB01216,BINDS_CbG,CYP3A7,1551
Finasteride,DB01216,BINDS_CbG,AKR1D1,6718
Finasteride,DB01216,BINDS_CbG,SRD5A1,6715
Finasteride,DB01216,BINDS_CbG,CYP3A7-CYP3A51P,100861540
Finasteride,DB01216,BINDS_CbG,CYP3A5,1577
Fluorouracil,DB00544,BINDS_CbG,CYP1A2,1544
Fluorouracil,DB00544,BINDS_CbG,DPYD,1806
Fluorouracil,DB00544,BINDS_CbG,UPP2,151531
Fluorouracil,DB00544,BINDS_CbG,PPAT,5471
Fluorouracil,DB00544,BINDS_CbG,ABCG2,9429
Fluorouracil,DB00544,BINDS_CbG,CYP2C8,1558
Fluorouracil,DB00544,BINDS_CbG,TYMS,7298
Fluorouracil,DB00544,BINDS_CbG,ABCC3,8714
Fluorouracil,DB00544,BINDS_CbG,UMPS,7372
Fluorouracil,DB00544,BINDS_CbG,TYMP,1890
Fluorouracil,DB00544,BINDS_CbG,ABCC5,10057
Fluorouracil,DB00544,BINDS_CbG,ABCC4,10257
Fluorouracil,DB00544,BINDS_CbG,ALB,213
Fluorouracil,DB00544,BINDS_CbG,MTHFR,4524
Fluorouracil,DB00544,BINDS_CbG,CYP2C9,1559
Fluorouracil,DB00544,BINDS_CbG,SLC29A1,2030
Fluorouracil,DB00544,BINDS_CbG,UPP1,7378
Fluorouracil,DB00544,BINDS_CbG,CYP2A6,1548
Fluorouracil,DB00544,BINDS_CbG,SLC22A7,10864
Mitiglinide,DB01252,BINDS_CbG,PPARG,5468
Mitiglinide,DB01252,BINDS_CbG,KCNJ11,3767
Mitiglinide,DB01252,BINDS_CbG,UGT2B7,7364
Mitiglinide,DB01252,BINDS_CbG,ABCC8,6833
Mitiglinide,DB01252,BINDS_CbG,UGT1A3,54659
Valproic Acid,DB00313,BINDS_CbG,UGT1A8,54576
Valproic Acid,DB00313,BINDS_CbG,SLC22A5,6584
Valproic Acid,DB00313,BINDS_CbG,UGT2B7,7364
Valproic Acid,DB00313,BINDS_CbG,CYP2A6,1548
Valproic Acid,DB00313,BINDS_CbG,UGT1A10,54575
Valproic Acid,DB00313,BINDS_CbG,ABAT,18
Valproic Acid,DB00313,BINDS_CbG,UGT2B15,7366
Valproic Acid,DB00313,BINDS_CbG,SLC22A7,10864
Valproic Acid,DB00313,BINDS_CbG,UGT1A6,54578
Valproic Acid,DB00313,BINDS_CbG,HDAC9,9734
Valproic Acid,DB00313,BINDS_CbG,UGT1A4,54657
Valproic Acid,DB00313,BINDS_CbG,ACADSB,36
Valproic Acid,DB00313,BINDS_CbG,UGT1A9,54600
Valproic Acid,DB00313,BINDS_CbG,CYP1A2,1544
Valproic Acid,DB00313,BINDS_CbG,CYP3A4,1576
Valproic Acid,DB00313,BINDS_CbG,CYP2C9,1559
Valproic Acid,DB00313,BINDS_CbG,ALDH5A1,7915
Valproic Acid,DB00313,BINDS_CbG,PTGS1,5742
Valproic Acid,DB00313,BINDS_CbG,OGDH,4967
Valproic Acid,DB00313,BINDS_CbG,CYP2C8,1558
Valproic Acid,DB00313,BINDS_CbG,HDAC2,3066
Valproic Acid,DB00313,BINDS_CbG,UGT1A3,54659
Valproic Acid,DB00313,BINDS_CbG,CYP3A5,1577
Valproic Acid,DB00313,BINDS_CbG,CYP2B6,1555
Valproic Acid,DB00313,BINDS_CbG,CYP2C19,1557
Valproic Acid,DB00313,BINDS_CbG,SLC16A1,6566
Valproic Acid,DB00313,BINDS_CbG,CYP2C18,1562
Antrafenine,DB01419,BINDS_CbG,PTGS1,5742
Antrafenine,DB01419,BINDS_CbG,PTGS2,5743
Levetiracetam,DB01202,BINDS_CbG,SV2A,9900
Levetiracetam,DB01202,BINDS_CbG,ABCB1,5243
Levetiracetam,DB01202,BINDS_CbG,ABCC2,1244
Levetiracetam,DB01202,BINDS_CbG,CACNA1B,774
Anisindione,DB01125,BINDS_CbG,GGCX,2677
Ephedrine,DB01364,BINDS_CbG,SLC6A2,6530
Ephedrine,DB01364,BINDS_CbG,BCHE,590
Ephedrine,DB01364,BINDS_CbG,ACHE,43
Ephedrine,DB01364,BINDS_CbG,SLC18A2,6571
Ephedrine,DB01364,BINDS_CbG,ADRA1A,148
Fondaparinux sodium,DB00569,BINDS_CbG,SERPINC1,462
Fondaparinux sodium,DB00569,BINDS_CbG,F10,2159
Dicloxacillin,DB00485,BINDS_CbG,SLC15A2,6565
Dicloxacillin,DB00485,BINDS_CbG,SLCO1B1,10599
Dicloxacillin,DB00485,BINDS_CbG,SLC15A1,6564
Dicloxacillin,DB00485,BINDS_CbG,CYP3A4,1576
Torasemide,DB00214,BINDS_CbG,CYP2C9,1559
Torasemide,DB00214,BINDS_CbG,CYP2C8,1558
Torasemide,DB00214,BINDS_CbG,CYP2C19,1557
Torasemide,DB00214,BINDS_CbG,PTGS1,5742
Leflunomide,DB01097,BINDS_CbG,ABCG2,9429
Leflunomide,DB01097,BINDS_CbG,DHODH,1723
Leflunomide,DB01097,BINDS_CbG,CYP1A2,1544
Leflunomide,DB01097,BINDS_CbG,PTK2B,2185
Leflunomide,DB01097,BINDS_CbG,CYP2C9,1559
Leflunomide,DB01097,BINDS_CbG,AHR,196
Hydroxyzine,DB00557,BINDS_CbG,HRH1,3269
Hydroxyzine,DB00557,BINDS_CbG,CYP2D6,1565
Pitavastatin,DB08860,BINDS_CbG,ABCB1,5243
Pitavastatin,DB08860,BINDS_CbG,ORM1,5004
Pitavastatin,DB08860,BINDS_CbG,CYP2C8,1558
Pitavastatin,DB08860,BINDS_CbG,UGT2B7,7364
Pitavastatin,DB08860,BINDS_CbG,CYP2C9,1559
Pitavastatin,DB08860,BINDS_CbG,SLC10A1,6554
Pitavastatin,DB08860,BINDS_CbG,ABCG2,9429
Pitavastatin,DB08860,BINDS_CbG,HMGCR,3156
Pitavastatin,DB08860,BINDS_CbG,SLCO1B3,28234
Pitavastatin,DB08860,BINDS_CbG,ABCC2,1244
Pitavastatin,DB08860,BINDS_CbG,SLCO2B1,11309
Pitavastatin,DB08860,BINDS_CbG,UGT1A3,54659
Pitavastatin,DB08860,BINDS_CbG,ALB,213
Pitavastatin,DB08860,BINDS_CbG,SLCO1B1,10599
Proparacaine,DB00807,BINDS_CbG,SCN3A,6328
Proparacaine,DB00807,BINDS_CbG,SCN10A,6336
Nitroprusside,DB00325,BINDS_CbG,ACHE,43
Nitroprusside,DB00325,BINDS_CbG,CYP1A1,1543
Nitroprusside,DB00325,BINDS_CbG,NPR1,4881
Nitroprusside,DB00325,BINDS_CbG,CYP1A2,1544
Nitroprusside,DB00325,BINDS_CbG,GUCY1A2,2977
Nitroprusside,DB00325,BINDS_CbG,GUCY1B3,2983
Nitroprusside,DB00325,BINDS_CbG,GUCY1A3,2982
Ethinamate,DB01031,BINDS_CbG,CA1,759
Ethinamate,DB01031,BINDS_CbG,CA2,760
Floctafenine,DB08976,BINDS_CbG,PTGS1,5742
Floctafenine,DB08976,BINDS_CbG,PTGS2,5743
Tranylcypromine,DB00752,BINDS_CbG,MAOA,4128
Tranylcypromine,DB00752,BINDS_CbG,CYP2A6,1548
Tranylcypromine,DB00752,BINDS_CbG,CYP3A4,1576
Tranylcypromine,DB00752,BINDS_CbG,CYP2E1,1571
Tranylcypromine,DB00752,BINDS_CbG,CYP2C19,1557
Tranylcypromine,DB00752,BINDS_CbG,CYP2D6,1565
Tranylcypromine,DB00752,BINDS_CbG,CYP2C9,1559
Tranylcypromine,DB00752,BINDS_CbG,CYP1A2,1544
Tranylcypromine,DB00752,BINDS_CbG,MAOB,4129
Norelgestromin,DB06713,BINDS_CbG,STS,412
Norelgestromin,DB06713,BINDS_CbG,PGR,5241
Echothiophate,DB01057,BINDS_CbG,BCHE,590
Echothiophate,DB01057,BINDS_CbG,ACHE,43
Nepafenac,DB06802,BINDS_CbG,PTGS1,5742
Nepafenac,DB06802,BINDS_CbG,PTGS2,5743
Allylestrenol,DB01431,BINDS_CbG,CYP3A4,1576
Allylestrenol,DB01431,BINDS_CbG,ESR1,2099
Allylestrenol,DB01431,BINDS_CbG,PGR,5241
Enzalutamide,DB08899,BINDS_CbG,CYP2D6,1565
Enzalutamide,DB08899,BINDS_CbG,CYP2C9,1559
Enzalutamide,DB08899,BINDS_CbG,CYP2C8,1558
Enzalutamide,DB08899,BINDS_CbG,CYP3A4,1576
Enzalutamide,DB08899,BINDS_CbG,CYP2C19,1557
Enzalutamide,DB08899,BINDS_CbG,CYP3A5,1577
Enzalutamide,DB08899,BINDS_CbG,ABCB1,5243
Enzalutamide,DB08899,BINDS_CbG,AR,367
Enzalutamide,DB08899,BINDS_CbG,CYP2B6,1555
Enzalutamide,DB08899,BINDS_CbG,ALB,213
Cytisine,DB09028,BINDS_CbG,CHRNA3,1136
Ouabain,DB01092,BINDS_CbG,SLCO1B3,28234
Ouabain,DB01092,BINDS_CbG,SLCO1B1,10599
Ouabain,DB01092,BINDS_CbG,SLCO1A2,6579
Ouabain,DB01092,BINDS_CbG,SLCO4C1,353189
Ouabain,DB01092,BINDS_CbG,CYP1A1,1543
Ouabain,DB01092,BINDS_CbG,SLCO1C1,53919
Ouabain,DB01092,BINDS_CbG,KLF5,688
Ouabain,DB01092,BINDS_CbG,ATP1A1,476
S-Adenosylmethionine,DB00118,BINDS_CbG,MAT1A,4143
S-Adenosylmethionine,DB00118,BINDS_CbG,MAT2A,4144
S-Adenosylmethionine,DB00118,BINDS_CbG,CBS,875
S-Adenosylmethionine,DB00118,BINDS_CbG,COMT,1312
S-Adenosylmethionine,DB00118,BINDS_CbG,GNMT,27232
S-Adenosylmethionine,DB00118,BINDS_CbG,AMD1,262
S-Adenosylmethionine,DB00118,BINDS_CbG,SRM,6723
S-Adenosylmethionine,DB00118,BINDS_CbG,CYP2E1,1571
