Gene,Gene_ID,Relation,Pathway,Pathway_ID
CREB3L1,90993,PARTICIPATES_GpPW,G1 to S cell cycle control,WP45_r80001
CREB3L4,148327,PARTICIPATES_GpPW,G1 to S cell cycle control,WP45_r80001
CREB3L3,84699,PARTICIPATES_GpPW,G1 to S cell cycle control,WP45_r80001
ENPP3,5169,PARTICIPATES_GpPW,IL-3 Signaling Pathway,WP286_r78583
CD69,969,PARTICIPATES_GpPW,IL-3 Signaling Pathway,WP286_r78583
SUOX,6821,PARTICIPATES_GpPW,Sulfur amino acid metabolism,PC7_7703
CSAD,51380,PARTICIPATES_GpPW,Sulfur amino acid metabolism,PC7_7703
CDO1,1036,PARTICIPATES_GpPW,Sulfur amino acid metabolism,PC7_7703
SQRDL,58472,PARTICIPATES_GpPW,Sulfur amino acid metabolism,PC7_7703
TST,7263,PARTICIPATES_GpPW,Sulfur amino acid metabolism,PC7_7703
ETHE1,23474,PARTICIPATES_GpPW,Sulfur amino acid metabolism,PC7_7703
HVCN1,84329,PARTICIPATES_GpPW,Fertilization,PC7_3901
CATSPER2,117155,PARTICIPATES_GpPW,Fertilization,PC7_3901
PINK1,65018,PARTICIPATES_GpPW,Parkinsons Disease Pathway,WP2371_r84649
SYT11,23208,PARTICIPATES_GpPW,Parkinsons Disease Pathway,WP2371_r84649
ATXN2,6311,PARTICIPATES_GpPW,Parkinsons Disease Pathway,WP2371_r84649
NUDT16L1,84309,PARTICIPATES_GpPW,Syndecan-4-mediated signaling events,PC7_7721
TNFRSF13B,23495,PARTICIPATES_GpPW,Syndecan-4-mediated signaling events,PC7_7721
GIPC1,10755,PARTICIPATES_GpPW,Syndecan-4-mediated signaling events,PC7_7721
ARPC5L,81873,PARTICIPATES_GpPW,Pathogenic Escherichia coli infection,WP2272_r78594
KRT18,3875,PARTICIPATES_GpPW,Pathogenic Escherichia coli infection,WP2272_r78594
ADRBK2,157,PARTICIPATES_GpPW,Corticotropin-releasing hormone,WP2355_r79973
CRHBP,1393,PARTICIPATES_GpPW,Corticotropin-releasing hormone,WP2355_r79973
FOSB,2354,PARTICIPATES_GpPW,Corticotropin-releasing hormone,WP2355_r79973
TBX19,9095,PARTICIPATES_GpPW,Corticotropin-releasing hormone,WP2355_r79973
KRT1,3848,PARTICIPATES_GpPW,Corticotropin-releasing hormone,WP2355_r79973
PRPF38A,84950,PARTICIPATES_GpPW,Mecp2 and Associated Rett Syndrome,WP3584_r84776
CSRP1,1465,PARTICIPATES_GpPW,Mecp2 and Associated Rett Syndrome,WP3584_r84776
ARHGEF26,26084,PARTICIPATES_GpPW,Mecp2 and Associated Rett Syndrome,WP3584_r84776
NREP,9315,PARTICIPATES_GpPW,Mecp2 and Associated Rett Syndrome,WP3584_r84776
TBX3,6926,PARTICIPATES_GpPW,Preimplantation Embryo,WP3527_r84571
MTA3,57504,PARTICIPATES_GpPW,Preimplantation Embryo,WP3527_r84571
SOX8,30812,PARTICIPATES_GpPW,Preimplantation Embryo,WP3527_r84571
ZFP36L2,678,PARTICIPATES_GpPW,Preimplantation Embryo,WP3527_r84571
H2AFY2,55506,PARTICIPATES_GpPW,Preimplantation Embryo,WP3527_r84571
DACT2,168002,PARTICIPATES_GpPW,TGF-beta receptor signaling,PC7_7795
DYNLRB1,83658,PARTICIPATES_GpPW,TGF-beta receptor signaling,PC7_7795
ZEB1,6935,PARTICIPATES_GpPW,Hypoxia-mediated EMT and Stemness,WP2943_r83778
CEL,1056,PARTICIPATES_GpPW,Metabolism of lipids and lipoproteins,PC7_5326
MLYCD,23417,PARTICIPATES_GpPW,Metabolism of lipids and lipoproteins,PC7_5326
PNLIPRP1,5407,PARTICIPATES_GpPW,Metabolism of lipids and lipoproteins,PC7_5326
FADS2,9415,PARTICIPATES_GpPW,Metabolism of lipids and lipoproteins,PC7_5326
STK36,27148,PARTICIPATES_GpPW,Hedgehog Signaling Pathway,WP47_r78542
ONECUT1,3175,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
MYOG,4656,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
KLF5,688,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
BNIP2,663,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
ZIC3,7547,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
MAFA,389692,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
INSM1,3642,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
EBF1,1879,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
TCF12,6938,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
SPAG9,9043,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
MYF5,4617,PARTICIPATES_GpPW,Developmental Biology,PC7_3084
SERBP1,26135,PARTICIPATES_GpPW,Apoptosis-related network due to altered Notch3 in ovarian cancer,WP2864_r79278
IER3,8870,PARTICIPATES_GpPW,Apoptosis-related network due to altered Notch3 in ovarian cancer,WP2864_r79278
YBX3,8531,PARTICIPATES_GpPW,Apoptosis-related network due to altered Notch3 in ovarian cancer,WP2864_r79278
CARD14,79092,PARTICIPATES_GpPW,Apoptosis-related network due to altered Notch3 in ovarian cancer,WP2864_r79278
BCL3,602,PARTICIPATES_GpPW,Apoptosis-related network due to altered Notch3 in ovarian cancer,WP2864_r79278
ADAM28,10863,PARTICIPATES_GpPW,Alpha4 beta1 integrin signaling events,PC7_1599
CSRP2,1466,PARTICIPATES_GpPW,ATF-2 transcription factor network,PC7_1178
JDP2,122953,PARTICIPATES_GpPW,ATF-2 transcription factor network,PC7_1178
H2AFY,9555,PARTICIPATES_GpPW,ATF-2 transcription factor network,PC7_1178
CITED2,10370,PARTICIPATES_GpPW,HIF-1-alpha transcription factor network,PC7_4340
COPS5,10987,PARTICIPATES_GpPW,HIF-1-alpha transcription factor network,PC7_4340
F8A1,8263,PARTICIPATES_GpPW,Blood Clotting Cascade,WP272_r84876
BRD8,10902,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
ELP3,55140,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
CCDC101,112869,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
YEATS2,55689,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
CSRP2BP,57325,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
HIST2H2BF,440689,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
MRGBP,55257,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
BRMS1,25855,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
ENY2,56943,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
ELP5,23587,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
USP22,23326,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
KAT6A,7994,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
MORF4L2,9643,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
KAT6B,23522,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
HAT1,8520,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
ING3,54556,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
TAF5L,27097,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
TAF6L,10629,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
ARID4A,5926,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
MBIP,51562,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
KANSL2,54934,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
MORF4L1,10933,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
TADA1,117143,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
MCRS1,10445,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
KANSL3,55683,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
ATXN7L3,56970,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
SUPT20H,55578,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
GPS2,2874,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
ZZZ3,26009,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
MSL1,339287,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
ATXN7,6314,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
ELP6,54859,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
DMAP1,55929,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
KANSL1,284058,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
MSL3,10943,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
EPC1,80314,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
JADE3,9767,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
DR1,1810,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
BRD1,23774,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
MSL2,55167,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
JADE1,79960,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
VPS72,6944,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
IKBKAP,8518,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
JADE2,23338,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
ING5,84289,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
PHF20,51230,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
ING4,51147,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
TADA2A,6871,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
ELP2,55250,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
TADA3,10474,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
YEATS4,8089,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
BRPF1,7862,PARTICIPATES_GpPW,Chromatin modifying enzymes,PC7_2570
FHL1,2273,PARTICIPATES_GpPW,Notch Signaling Pathway,WP61_r78592
CIR1,9541,PARTICIPATES_GpPW,Notch Signaling Pathway,WP61_r78592
GJB2,2706,PARTICIPATES_GpPW,Gap junction trafficking,PC7_4103
GJB5,2709,PARTICIPATES_GpPW,Gap junction trafficking,PC7_4103
NAB1,4664,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
DHTKD1,55526,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
RASGEF1A,221002,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
SMEK2,57223,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
FILIP1,27145,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
USP16,10600,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
SMEK1,55671,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
USP21,27005,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
GRN,2896,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
USP38,84640,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
ERAL1,26284,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
PHB,5245,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
NOXA1,10811,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
ALKBH1,8846,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
MYCBP2,23077,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
MAP3K7CL,56911,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
ZMYND8,23613,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
RAD54L,8438,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
RPP38,10557,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
DCAKD,79877,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
RALGAPA1,253959,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
XRCC3,7517,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
CCNB1IP1,57820,PARTICIPATES_GpPW,Integrated Breast Cancer Pathway,WP1984_r82941
ITSN2,50618,PARTICIPATES_GpPW,Regulation of CDC42 activity,PC7_6878
SPATA13,221178,PARTICIPATES_GpPW,Regulation of CDC42 activity,PC7_6878
DNMBP,23268,PARTICIPATES_GpPW,Regulation of CDC42 activity,PC7_6878
BCAR3,8412,PARTICIPATES_GpPW,Regulation of CDC42 activity,PC7_6878
QDPR,5860,PARTICIPATES_GpPW,Phenylalanine and tyrosine catabolism,PC7_6443
PCBD1,5092,PARTICIPATES_GpPW,Phenylalanine and tyrosine catabolism,PC7_6443
FAH,2184,PARTICIPATES_GpPW,Phenylalanine and tyrosine catabolism,PC7_6443
HPD,3242,PARTICIPATES_GpPW,Phenylalanine and tyrosine catabolism,PC7_6443
HGD,3081,PARTICIPATES_GpPW,Phenylalanine and tyrosine catabolism,PC7_6443
SLC9A3R1,9368,PARTICIPATES_GpPW,Thromboxane A2 receptor signaling,PC7_8266
HOXC8,3224,PARTICIPATES_GpPW,Differentiation of white and brown adipocyte   ,WP2895_r79216
HOXC9,3225,PARTICIPATES_GpPW,Differentiation of white and brown adipocyte   ,WP2895_r79216
HSPB7,27129,PARTICIPATES_GpPW,Differentiation of white and brown adipocyte   ,WP2895_r79216
MPZL2,10205,PARTICIPATES_GpPW,Differentiation of white and brown adipocyte   ,WP2895_r79216
EBF3,253738,PARTICIPATES_GpPW,Differentiation of white and brown adipocyte   ,WP2895_r79216
CEBPG,1054,PARTICIPATES_GpPW,Differentiation of white and brown adipocyte   ,WP2895_r79216
IL11RA,3590,PARTICIPATES_GpPW,Interleukin-11 Signaling Pathway,WP2332_r79525
USP6NL,9712,PARTICIPATES_GpPW,EGF/EGFR Signaling Pathway,WP437_r79266
PLSCR1,5359,PARTICIPATES_GpPW,EGF/EGFR Signaling Pathway,WP437_r79266
PTPN12,5782,PARTICIPATES_GpPW,EGF/EGFR Signaling Pathway,WP437_r79266
PXDN,7837,PARTICIPATES_GpPW,EGF/EGFR Signaling Pathway,WP437_r79266
REPS2,9185,PARTICIPATES_GpPW,EGF/EGFR Signaling Pathway,WP437_r79266
FAF1,11124,PARTICIPATES_GpPW,FAS pathway and Stress induction of HSP regulation,WP314_r80438
NFX1,4799,PARTICIPATES_GpPW,FAS pathway and Stress induction of HSP regulation,WP314_r80438
MIF,4282,PARTICIPATES_GpPW,Spinal Cord Injury,WP2431_r84650
LTB,4050,PARTICIPATES_GpPW,Spinal Cord Injury,WP2431_r84650
TNFSF13B,10673,PARTICIPATES_GpPW,Spinal Cord Injury,WP2431_r84650
PTPRZ1,5803,PARTICIPATES_GpPW,Spinal Cord Injury,WP2431_r84650
XYLT1,64131,PARTICIPATES_GpPW,Spinal Cord Injury,WP2431_r84650
RTN4R,65078,PARTICIPATES_GpPW,Spinal Cord Injury,WP2431_r84650
AIF1,199,PARTICIPATES_GpPW,Spinal Cord Injury,WP2431_r84650
ASAP2,8853,PARTICIPATES_GpPW,Arf6 trafficking events,PC7_1698
VAMP3,9341,PARTICIPATES_GpPW,Arf6 trafficking events,PC7_1698
BBX,56987,PARTICIPATES_GpPW,Imatinib Resistance in Chronic Myeloid Leukemia,WP2946_r83779
LYL1,4066,PARTICIPATES_GpPW,Imatinib Resistance in Chronic Myeloid Leukemia,WP2946_r83779
ANXA2R,389289,PARTICIPATES_GpPW,Imatinib Resistance in Chronic Myeloid Leukemia,WP2946_r83779
BCL11A,53335,PARTICIPATES_GpPW,Imatinib Resistance in Chronic Myeloid Leukemia,WP2946_r83779
NOL4L,140688,PARTICIPATES_GpPW,Imatinib Resistance in Chronic Myeloid Leukemia,WP2946_r83779
NSD1,64324,PARTICIPATES_GpPW,Imatinib Resistance in Chronic Myeloid Leukemia,WP2946_r83779
PTP4A2,8073,PARTICIPATES_GpPW,Imatinib Resistance in Chronic Myeloid Leukemia,WP2946_r83779
SLC50A1,55974,PARTICIPATES_GpPW,Imatinib Resistance in Chronic Myeloid Leukemia,WP2946_r83779
NOP2,4839,PARTICIPATES_GpPW,Imatinib Resistance in Chronic Myeloid Leukemia,WP2946_r83779
RAB36,9609,PARTICIPATES_GpPW,Imatinib Resistance in Chronic Myeloid Leukemia,WP2946_r83779
PEX14,5195,PARTICIPATES_GpPW,Imatinib Resistance in Chronic Myeloid Leukemia,WP2946_r83779
CPEB4,80315,PARTICIPATES_GpPW,Imatinib Resistance in Chronic Myeloid Leukemia,WP2946_r83779
CASZ1,54897,PARTICIPATES_GpPW,Imatinib Resistance in Chronic Myeloid Leukemia,WP2946_r83779
ZC3HAV1,56829,PARTICIPATES_GpPW,Imatinib Resistance in Chronic Myeloid Leukemia,WP2946_r83779
PIM2,11040,PARTICIPATES_GpPW,Imatinib Resistance in Chronic Myeloid Leukemia,WP2946_r83779
PTRF,284119,PARTICIPATES_GpPW,Transcription,PC7_8317
C21orf33,8209,PARTICIPATES_GpPW,Gastric Cancer Network 1,WP2361_r84551
S100P,6286,PARTICIPATES_GpPW,Gastric Cancer Network 1,WP2361_r84551
E2F7,144455,PARTICIPATES_GpPW,Gastric Cancer Network 1,WP2361_r84551
SMOC2,64094,PARTICIPATES_GpPW,Gastric Cancer Network 1,WP2361_r84551
KIF20B,9585,PARTICIPATES_GpPW,Gastric Cancer Network 1,WP2361_r84551
GATS,352954,PARTICIPATES_GpPW,Gastric Cancer Network 1,WP2361_r84551
INO80D,54891,PARTICIPATES_GpPW,Gastric Cancer Network 1,WP2361_r84551
CAMKK2,10645,PARTICIPATES_GpPW,Signaling events mediated by VEGFR1 and VEGFR2,PC7_7496
PTPRJ,5795,PARTICIPATES_GpPW,Signaling events mediated by VEGFR1 and VEGFR2,PC7_7496
SFRP4,6424,PARTICIPATES_GpPW,Wnt Signaling Pathway,WP428_r79854
PTPRE,5791,PARTICIPATES_GpPW,IL6-mediated signaling events,PC7_4637
COPE,11316,PARTICIPATES_GpPW,Membrane Trafficking,PC7_5307
COPB1,1315,PARTICIPATES_GpPW,Membrane Trafficking,PC7_5307
COPB2,9276,PARTICIPATES_GpPW,Membrane Trafficking,PC7_5307
COPZ1,22818,PARTICIPATES_GpPW,Membrane Trafficking,PC7_5307
COPG1,22820,PARTICIPATES_GpPW,Membrane Trafficking,PC7_5307
TDP2,51567,PARTICIPATES_GpPW,CD40/CD40L signaling,PC7_2255
FCAMR,83953,PARTICIPATES_GpPW,CD40/CD40L signaling,PC7_2255
AREG,374,PARTICIPATES_GpPW,Nanoparticle-mediated activation of receptor signaling,WP2643_r74251
MPST,4357,PARTICIPATES_GpPW,Trans-sulfuration pathway,WP2333_r72015
TOB2,10766,PARTICIPATES_GpPW,BMP Signalling and Regulation,WP1425_r74390
NAA10,8260,PARTICIPATES_GpPW,Hypoxic and oxygen homeostasis regulation of HIF-1-alpha,PC7_4540
ALDH7A1,501,PARTICIPATES_GpPW,Amino acid and derivative metabolism,PC7_1629
TMLHE,55217,PARTICIPATES_GpPW,Amino acid and derivative metabolism,PC7_1629
DAO,1610,PARTICIPATES_GpPW,Amino acid and derivative metabolism,PC7_1629
SLC6A8,6535,PARTICIPATES_GpPW,Amino acid and derivative metabolism,PC7_1629
BBOX1,8424,PARTICIPATES_GpPW,Amino acid and derivative metabolism,PC7_1629
HAO1,54363,PARTICIPATES_GpPW,Amino acid and derivative metabolism,PC7_1629
AASS,10157,PARTICIPATES_GpPW,Amino acid and derivative metabolism,PC7_1629
SLC25A21,89874,PARTICIPATES_GpPW,Amino acid and derivative metabolism,PC7_1629
GRHPR,9380,PARTICIPATES_GpPW,Amino acid and derivative metabolism,PC7_1629
CKMT2,1160,PARTICIPATES_GpPW,Amino acid and derivative metabolism,PC7_1629
AHCYL1,10768,PARTICIPATES_GpPW,Trans-sulfuration and one carbon metabolism,WP2525_r80205
MTHFD2L,441024,PARTICIPATES_GpPW,Trans-sulfuration and one carbon metabolism,WP2525_r80205
ILKAP,80895,PARTICIPATES_GpPW,Integrin-linked kinase signaling,PC7_4761
PARVG,64098,PARTICIPATES_GpPW,Integrin-linked kinase signaling,PC7_4761
NACA,4666,PARTICIPATES_GpPW,Integrin-linked kinase signaling,PC7_4761
PPP1R14B,26472,PARTICIPATES_GpPW,Integrin-linked kinase signaling,PC7_4761
PPP1R14A,94274,PARTICIPATES_GpPW,Integrin-linked kinase signaling,PC7_4761
KCNIP3,30818,PARTICIPATES_GpPW,TSH signaling pathway,WP2032_r79960
PAX8,7849,PARTICIPATES_GpPW,TSH signaling pathway,WP2032_r79960
SCAF11,9169,PARTICIPATES_GpPW,Apoptosis,WP254_r84652
CA14,23632,PARTICIPATES_GpPW,Reversible hydration of carbon dioxide,PC7_6955
CA4,762,PARTICIPATES_GpPW,Reversible hydration of carbon dioxide,PC7_6955
CA5A,763,PARTICIPATES_GpPW,Reversible hydration of carbon dioxide,PC7_6955
CA13,377677,PARTICIPATES_GpPW,Reversible hydration of carbon dioxide,PC7_6955
CA1,759,PARTICIPATES_GpPW,Reversible hydration of carbon dioxide,PC7_6955
CA5B,11238,PARTICIPATES_GpPW,Reversible hydration of carbon dioxide,PC7_6955
CA3,761,PARTICIPATES_GpPW,Reversible hydration of carbon dioxide,PC7_6955
CA2,760,PARTICIPATES_GpPW,Reversible hydration of carbon dioxide,PC7_6955
MYOCD,93649,PARTICIPATES_GpPW,PDGFR-beta signaling pathway,PC7_6141
SLA,6503,PARTICIPATES_GpPW,PDGFR-beta signaling pathway,PC7_6141
TAGLN,6876,PARTICIPATES_GpPW,PDGFR-beta signaling pathway,PC7_6141
NFRKB,4798,PARTICIPATES_GpPW,Overview of nanoparticle effects,WP3287_r84570
RABGGTA,5875,PARTICIPATES_GpPW,Signaling events mediated by PRL,PC7_7492
RABGGTB,5876,PARTICIPATES_GpPW,Signaling events mediated by PRL,PC7_7492
PTP4A3,11156,PARTICIPATES_GpPW,Signaling events mediated by PRL,PC7_7492
PTP4A1,7803,PARTICIPATES_GpPW,Signaling events mediated by PRL,PC7_7492
STK39,27347,PARTICIPATES_GpPW,TCR signaling in naïve CD4+ T cells,PC7_7787
SLA2,84174,PARTICIPATES_GpPW,TCR signaling in naïve CD4+ T cells,PC7_7787
TAOK2,9344,PARTICIPATES_GpPW,MAPK Signaling Pathway,WP382_r79951
MRAS,22808,PARTICIPATES_GpPW,MAPK Signaling Pathway,WP382_r79951
PPP5C,5536,PARTICIPATES_GpPW,MAPK Signaling Pathway,WP382_r79951
TMEM37,140738,PARTICIPATES_GpPW,MAPK Signaling Pathway,WP382_r79951
ZAK,51776,PARTICIPATES_GpPW,MAPK Signaling Pathway,WP382_r79951
LAMTOR3,8649,PARTICIPATES_GpPW,MAPK Signaling Pathway,WP382_r79951
PAX5,5079,PARTICIPATES_GpPW,C-MYB transcription factor network,PC7_2170
SND1,27044,PARTICIPATES_GpPW,C-MYB transcription factor network,PC7_2170
LECT2,3950,PARTICIPATES_GpPW,C-MYB transcription factor network,PC7_2170
TFEC,22797,PARTICIPATES_GpPW,C-MYB transcription factor network,PC7_2170
TOM1,10043,PARTICIPATES_GpPW,C-MYB transcription factor network,PC7_2170
SLC25A3,5250,PARTICIPATES_GpPW,C-MYB transcription factor network,PC7_2170
RAG2,5897,PARTICIPATES_GpPW,C-MYB transcription factor network,PC7_2170
PPID,5481,PARTICIPATES_GpPW,C-MYB transcription factor network,PC7_2170
IL15RA,3601,PARTICIPATES_GpPW,TCR Signaling Pathway,WP69_r79955
SKAP1,8631,PARTICIPATES_GpPW,TCR Signaling Pathway,WP69_r79955
CD83,9308,PARTICIPATES_GpPW,TCR Signaling Pathway,WP69_r79955
RIN2,54453,PARTICIPATES_GpPW,Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met),PC7_7491
RANBP10,57610,PARTICIPATES_GpPW,Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met),PC7_7491
RNF8,9025,PARTICIPATES_GpPW,ATM pathway,PC7_1203
UIMC1,51720,PARTICIPATES_GpPW,ATM pathway,PC7_1203
DCLRE1C,64421,PARTICIPATES_GpPW,ATM pathway,PC7_1203
ARHGEF10,9639,PARTICIPATES_GpPW,Regulation of RhoA activity,PC7_6894
ARHGEF5,7984,PARTICIPATES_GpPW,Regulation of RhoA activity,PC7_6894
ARHGEF10L,55160,PARTICIPATES_GpPW,Regulation of RhoA activity,PC7_6894
DEF6,50619,PARTICIPATES_GpPW,Regulation of RhoA activity,PC7_6894
ARHGEF15,22899,PARTICIPATES_GpPW,Regulation of RhoA activity,PC7_6894
FARP1,10160,PARTICIPATES_GpPW,Regulation of RhoA activity,PC7_6894
CNKSR1,10256,PARTICIPATES_GpPW,IL3-mediated signaling events,PC7_4619
DMTF1,9988,PARTICIPATES_GpPW,AP-1 transcription factor network,PC7_1123
ACVRL1,94,PARTICIPATES_GpPW,ALK1 signaling events,PC7_1104
GDF2,2658,PARTICIPATES_GpPW,ALK1 signaling events,PC7_1104
PGK2,5232,PARTICIPATES_GpPW,Cori Cycle,WP1946_r79691
DDX18,8886,PARTICIPATES_GpPW,Validated targets of C-MYC transcriptional activation,PC7_8677
NDUFAF2,91942,PARTICIPATES_GpPW,Validated targets of C-MYC transcriptional activation,PC7_8677
PTMA,5757,PARTICIPATES_GpPW,Validated targets of C-MYC transcriptional activation,PC7_8677
MINA,84864,PARTICIPATES_GpPW,Validated targets of C-MYC transcriptional activation,PC7_8677
PEG10,23089,PARTICIPATES_GpPW,Validated targets of C-MYC transcriptional activation,PC7_8677
PDCD10,11235,PARTICIPATES_GpPW,Validated targets of C-MYC transcriptional activation,PC7_8677
SERPINI1,5274,PARTICIPATES_GpPW,Validated targets of C-MYC transcriptional activation,PC7_8677
MYCT1,80177,PARTICIPATES_GpPW,Validated targets of C-MYC transcriptional activation,PC7_8677
CDCA7,83879,PARTICIPATES_GpPW,Validated targets of C-MYC transcriptional activation,PC7_8677
TLK2,11011,PARTICIPATES_GpPW,miRNA Regulation of DNA Damage Response,WP1530_r84694
HUS1B,135458,PARTICIPATES_GpPW,miRNA Regulation of DNA Damage Response,WP1530_r84694
GADD45B,4616,PARTICIPATES_GpPW,miRNA Regulation of DNA Damage Response,WP1530_r84694
GADD45G,10912,PARTICIPATES_GpPW,miRNA Regulation of DNA Damage Response,WP1530_r84694
SLC39A13,91252,PARTICIPATES_GpPW,Zinc homeostasis,WP3529_r84285
MT1F,4494,PARTICIPATES_GpPW,Zinc homeostasis,WP3529_r84285
MT1G,4495,PARTICIPATES_GpPW,Zinc homeostasis,WP3529_r84285
SLC30A10,55532,PARTICIPATES_GpPW,Zinc homeostasis,WP3529_r84285
SLC39A9,55334,PARTICIPATES_GpPW,Zinc homeostasis,WP3529_r84285
MTF1,4520,PARTICIPATES_GpPW,Zinc homeostasis,WP3529_r84285
MT1A,4489,PARTICIPATES_GpPW,Zinc homeostasis,WP3529_r84285
MT1E,4493,PARTICIPATES_GpPW,Zinc homeostasis,WP3529_r84285
MT1H,4496,PARTICIPATES_GpPW,Zinc homeostasis,WP3529_r84285
