"","name","Degree","Aspect"
"39171","DHRS12",2,"Total degree"
"39172","DHRS13",2,"Total degree"
"39173","DHRS2",2,"Total degree"
"39174","DHRS3",4,"Total degree"
"39175","DHRS4",3,"Total degree"
"39176","DHRS4L2",2,"Total degree"
"39177","DHRS7",2,"Total degree"
"39178","DHRS7B",2,"Total degree"
"39179","DHRS9",3,"Total degree"
"39180","DHRSX",2,"Total degree"
"39181","DHTKD1",3,"Total degree"
"39182","DHX15",3,"Total degree"
"39183","DHX16",3,"Total degree"
"39184","DHX29",3,"Total degree"
"39185","DHX30",2,"Total degree"
"39186","DHX32",2,"Total degree"
"39187","DHX33",2,"Total degree"
"39188","DHX34",2,"Total degree"
"39189","DHX35",2,"Total degree"
"39190","DHX36",3,"Total degree"
"39191","DHX37",2,"Total degree"
"39192","DHX38",3,"Total degree"
"39193","DHX40",2,"Total degree"
"39194","DHX57",2,"Total degree"
"39195","DHX58",3,"Total degree"
"39196","DHX8",3,"Total degree"
"39197","DHX9",3,"Total degree"
"39198","DIABLO",3,"Total degree"
"39199","DIAPH1",3,"Total degree"
"39200","DIAPH2",2,"Total degree"
"39201","Diazepam",19,"Total degree"
"39202","Diazoxide",7,"Total degree"
"39203","DICER1",3,"Total degree"
"39204","Diclofenac",25,"Total degree"
"39205","Diclofenac Metabolic Pathway",3,"Total degree"
"39206","Diclofenamide",8,"Total degree"
"39207","Dicloxacillin",4,"Total degree"
"39208","Dicoumarol",4,"Total degree"
"39209","Dicyclomine",1,"Total degree"
"39210","Didanosine",3,"Total degree"
"39211","DIDO1",3,"Total degree"
"39212","Dienestrol",1,"Total degree"
"39213","Diethylcarbamazine",3,"Total degree"
"39214","Diethylpropion",1,"Total degree"
"39215","Diethylstilbestrol",13,"Total degree"
"39216","DIEXF",2,"Total degree"
"39217","Differentiation of white and brown adipocyte   ",8,"Total degree"
"39218","Differentiation Pathway",9,"Total degree"
"39219","Diflorasone",1,"Total degree"
"39220","Diflunisal",5,"Total degree"
"39221","Difluprednate",1,"Total degree"
"39222","digestion",10,"Total degree"
"39223","digestive tract development",1,"Total degree"
"39224","Digitoxin",7,"Total degree"
"39225","Digoxin",20,"Total degree"
"39226","Dihomo-gamma-linolenic acid",2,"Total degree"
"39227","Dihydrocodeine",2,"Total degree"
"39228","Dihydroergotamine",4,"Total degree"
"39229","Dihydrotachysterol",1,"Total degree"
"39230","Dihydroxyaluminium",4,"Total degree"
"39231","Diltiazem",10,"Total degree"
"39232","Dimenhydrinate",1,"Total degree"
"39233","Dimetacrine",1,"Total degree"
"39234","Dimethyl sulfoxide",4,"Total degree"
"39235","Dimetindene",2,"Total degree"
"39236","Dinoprost Tromethamine",10,"Total degree"
"39237","Dinoprostone",24,"Total degree"
"39238","DIO1",4,"Total degree"
"39239","DIO2",3,"Total degree"
"39240","DIO3",3,"Total degree"
"39241","DIP2A",1,"Total degree"
"39242","DIP2B",1,"Total degree"
"39243","DIP2C",1,"Total degree"
"39244","Diphenhydramine",10,"Total degree"
"39245","Diphenylpyraline",1,"Total degree"
"39246","Dipivefrin",5,"Total degree"
"39247","Dipyridamole",21,"Total degree"
"39248","DIRAS1",2,"Total degree"
"39249","DIRAS3",3,"Total degree"
"39250","DIRC2",1,"Total degree"
"39251","Direct p53 effectors",50,"Total degree"
"39252","DIS3",3,"Total degree"
"39253","DIS3L",2,"Total degree"
"39254","DIS3L2",2,"Total degree"
"39255","disaccharide metabolic process",1,"Total degree"
"39256","disassembly of the destruction complex and recruitment of AXIN to the membrane",1,"Total degree"
"39257","DISC1",2,"Total degree"
"39258","Disease",100,"Total degree"
"39259","Diseases associated with visual transduction",16,"Total degree"
"39260","Disopyramide",4,"Total degree"
"39261","DISP1",3,"Total degree"
"39262","Displacement of DNA glycosylase by APE1",9,"Total degree"
"39263","Disulfiram",6,"Total degree"
"39264","Diurnally Regulated Genes with Circadian Orthologs",27,"Total degree"
"39265","divalent inorganic cation homeostasis",48,"Total degree"
"39266","DIXDC1",2,"Total degree"
"39267","DKC1",3,"Total degree"
"39268","DKK1",3,"Total degree"
"39269","DKK2",3,"Total degree"
"39270","DKK3",2,"Total degree"
"39271","DLAT",3,"Total degree"
"39272","DLC1",3,"Total degree"
"39273","DLD",18,"Total degree"
"39274","DLG1",3,"Total degree"
"39275","DLG2",2,"Total degree"
"39276","DLG3",3,"Total degree"
"39277","DLG4",4,"Total degree"
"39278","DLG5",2,"Total degree"
"39279","DLGAP4",1,"Total degree"
"39280","DLGAP5",3,"Total degree"
"39281","DLK1",3,"Total degree"
"39282","DLK2",2,"Total degree"
"39283","DLL1",3,"Total degree"
"39284","DLL4",3,"Total degree"
"39285","DLST",3,"Total degree"
"39286","DMAP1",3,"Total degree"
"39287","DMBT1",2,"Total degree"
"39288","DMD",3,"Total degree"
"39289","DMGDH",2,"Total degree"
"39290","DMKN",2,"Total degree"
"39291","DMPK",3,"Total degree"
"39292","DMRT3",2,"Total degree"
"39293","DMRTA1",2,"Total degree"
"39294","DMRTC1",2,"Total degree"
"39295","DMTF1",2,"Total degree"
"39296","DMTN",2,"Total degree"
"39297","DMWD",1,"Total degree"
"39298","DMXL1",1,"Total degree"
"39299","DMXL2",1,"Total degree"
"39300","DNA-PK pathway in nonhomologous end joining",6,"Total degree"
"39301","DNA-templated transcription, elongation",12,"Total degree"
"39302","DNA-templated transcription, initiation",111,"Total degree"
"39303","DNA-templated transcription, termination",1,"Total degree"
"39304","DNA biosynthetic process",2,"Total degree"
"39305","DNA conformation change",136,"Total degree"
"39306","DNA Damage Response",6,"Total degree"
"39307","DNA Damage Response (only ATM dependent)",17,"Total degree"
"39308","DNA Damage/Telomere Stress Induced Senescence",4,"Total degree"
"39309","DNA integration",4,"Total degree"
"39310","DNA methylation",2,"Total degree"
"39311","DNA recombination",1,"Total degree"
"39312","DNA Repair",22,"Total degree"
"39313","DNA replication",4,"Total degree"
"39314","DNA Replication",21,"Total degree"
"39315","DNA Replication",21,"Total degree"
"39316","DNA replication-dependent nucleosome assembly",20,"Total degree"
"39317","DNA replication checkpoint",7,"Total degree"
"39318","DNA Replication Pre-Initiation",10,"Total degree"
"39319","DNA replication, synthesis of RNA primer",2,"Total degree"
"39320","DNA strand elongation",6,"Total degree"
"39321","DNA strand elongation involved in DNA replication",1,"Total degree"
"39322","DNA2",3,"Total degree"
"39323","DNAAF1",2,"Total degree"
"39324","DNAAF2",2,"Total degree"
"39325","DNAAF3",2,"Total degree"
"39326","DNAAF5",2,"Total degree"
"39327","DNAH1",2,"Total degree"
"39328","DNAH10",2,"Total degree"
"39329","DNAH17",2,"Total degree"
"39330","DNAH5",2,"Total degree"
"39331","DNAH8",2,"Total degree"
"39332","DNAJA1",3,"Total degree"
"39333","DNAJA2",2,"Total degree"
"39334","DNAJA3",4,"Total degree"
"39335","DNAJA4",2,"Total degree"
"39336","DNAJB1",3,"Total degree"
"39337","DNAJB11",3,"Total degree"
"39338","DNAJB12",1,"Total degree"
"39339","DNAJB14",1,"Total degree"
"39340","DNAJB2",2,"Total degree"
"39341","DNAJB4",2,"Total degree"
"39342","DNAJB5",2,"Total degree"
"39343","DNAJB6",3,"Total degree"
"39344","DNAJB9",3,"Total degree"
"39345","DNAJC1",2,"Total degree"
"39346","DNAJC10",2,"Total degree"
"39347","DNAJC11",1,"Total degree"
"39348","DNAJC12",1,"Total degree"
"39349","DNAJC13",2,"Total degree"
"39350","DNAJC14",1,"Total degree"
"39351","DNAJC16",2,"Total degree"
"39352","DNAJC18",1,"Total degree"
"39353","DNAJC19",3,"Total degree"
"39354","DNAJC2",2,"Total degree"
"39355","DNAJC21",2,"Total degree"
"39356","DNAJC22",1,"Total degree"
"39357","DNAJC25",1,"Total degree"
"39358","DNAJC27",2,"Total degree"
"39359","DNAJC3",3,"Total degree"
"39360","DNAJC30",1,"Total degree"
"39361","DNAJC4",2,"Total degree"
"39362","DNAJC5",3,"Total degree"
"39363","DNAJC6",3,"Total degree"
"39364","DNAJC7",3,"Total degree"
"39365","DNAJC8",3,"Total degree"
"39366","DNAJC9",2,"Total degree"
"39367","DNAL1",1,"Total degree"
"39368","DNAL4",3,"Total degree"
"39369","DNALI1",2,"Total degree"
"39370","DNASE1",2,"Total degree"
"39371","DNASE1L1",2,"Total degree"
"39372","DNASE1L3",2,"Total degree"
"39373","DNASE2",3,"Total degree"
"39374","DNASE2B",2,"Total degree"
"39375","DNER",3,"Total degree"
"39376","DNHD1",2,"Total degree"
"39377","DNLZ",2,"Total degree"
"39378","DNM1",3,"Total degree"
"39379","DNM1L",6,"Total degree"
"39380","DNM2",3,"Total degree"
"39381","DNM3",3,"Total degree"
"39382","DNMBP",3,"Total degree"
"39383","DNMT1",7,"Total degree"
"39384","DNMT3A",5,"Total degree"
"39385","DNMT3L",3,"Total degree"
"39386","DNPEP",2,"Total degree"
"39387","DNPH1",2,"Total degree"
"39388","DNTT",3,"Total degree"
"39389","DNTTIP1",1,"Total degree"
"39390","DNTTIP2",2,"Total degree"
"39391","Dobutamine",4,"Total degree"
"39392","DOC2A",2,"Total degree"
"39393","DOC2B",2,"Total degree"
"39394","Docetaxel",25,"Total degree"
"39395","DOCK1",3,"Total degree"
"39396","DOCK10",3,"Total degree"
"39397","DOCK11",3,"Total degree"
"39398","DOCK2",3,"Total degree"
"39399","DOCK4",3,"Total degree"
"39400","DOCK5",3,"Total degree"
"39401","DOCK6",3,"Total degree"
"39402","DOCK7",3,"Total degree"
"39403","DOCK8",3,"Total degree"
"39404","DOCK9",6,"Total degree"
"39405","Dofetilide",3,"Total degree"
"39406","DOHH",3,"Total degree"
"39407","DOK1",3,"Total degree"
"39408","DOK2",3,"Total degree"
"39409","DOK3",2,"Total degree"
"39410","DOK4",3,"Total degree"
"39411","DOK5",3,"Total degree"
"39412","DOK6",2,"Total degree"
"39413","DOK7",2,"Total degree"
"39414","Dolasetron",3,"Total degree"
"39415","DOLK",3,"Total degree"
"39416","DOLPP1",3,"Total degree"
"39417","Dolutegravir",2,"Total degree"
"39418","Domperidone",10,"Total degree"
"39419","Donepezil",6,"Total degree"
"39420","DONSON",1,"Total degree"
"39421","Dopamine",13,"Total degree"
"39422","Dopamine metabolism",2,"Total degree"
"39423","Dopamine Neurotransmitter Release Cycle",1,"Total degree"
"39424","Dopamine receptors",1,"Total degree"
"39425","Dopaminergic Neurogenesis",9,"Total degree"
"39426","DOPEY1",1,"Total degree"
"39427","DOPEY2",2,"Total degree"
"39428","dorsal spinal cord development",1,"Total degree"
"39429","Dorzolamide",9,"Total degree"
"39430","dosage compensation by inactivation of X chromosome",3,"Total degree"
"39431","DOT1L",3,"Total degree"
"39432","Double-Strand Break Repair",4,"Total degree"
"39433","Downregulation of ERBB2:ERBB3 signaling",3,"Total degree"
"39434","Downregulation of ERBB4 signaling",1,"Total degree"
"39435","Downregulation of SMAD2/3:SMAD4 transcriptional activity",2,"Total degree"
"39436","Downregulation of TGF-beta receptor signaling",4,"Total degree"
"39437","Downstream signal transduction",18,"Total degree"
"39438","Downstream signaling events of B Cell Receptor (BCR)",24,"Total degree"
"39439","Downstream signaling in naïve CD8+ T cells",9,"Total degree"
"39440","Downstream signaling of activated FGFR",14,"Total degree"
"39441","Downstream TCR signaling",4,"Total degree"
"39442","Doxacurium chloride",2,"Total degree"
"39443","Doxapram",1,"Total degree"
"39444","Doxazosin",7,"Total degree"
"39445","Doxepin",16,"Total degree"
"39446","Doxorubicin",30,"Total degree"
"39447","Doxycycline",5,"Total degree"
"39448","Doxylamine",1,"Total degree"
"39449","DPAGT1",3,"Total degree"
"39450","DPCD",2,"Total degree"
"39451","DPEP1",4,"Total degree"
"39452","DPEP2",2,"Total degree"
"39453","DPF2",2,"Total degree"
"39454","DPF3",2,"Total degree"
"39455","DPH1",2,"Total degree"
"39456","DPH2",3,"Total degree"
"39457","DPH6",2,"Total degree"
"39458","DPH7",2,"Total degree"
"39459","DPM1",3,"Total degree"
"39460","DPM2",3,"Total degree"
"39461","DPM3",3,"Total degree"
"39462","DPP10",2,"Total degree"
"39463","DPP3",1,"Total degree"
"39464","DPP4",11,"Total degree"
"39465","DPP6",2,"Total degree"
"39466","DPP7",1,"Total degree"
"39467","DPP8",2,"Total degree"
"39468","DPP9",3,"Total degree"
"39469","DPT",2,"Total degree"
"39470","DPY19L1",2,"Total degree"
"39471","DPY19L2",2,"Total degree"
"39472","DPY19L3",2,"Total degree"
"39473","DPY19L4",2,"Total degree"
"39474","DPY30",2,"Total degree"
"39475","DPYD",6,"Total degree"
"39476","DPYS",3,"Total degree"
"39477","DPYSL2",10,"Total degree"
"39478","DPYSL3",3,"Total degree"
"39479","DR1",3,"Total degree"
"39480","DRAM1",2,"Total degree"
"39481","DRAM2",2,"Total degree"
"39482","DRAP1",7,"Total degree"
"39483","DRD2",14,"Total degree"
"39484","DRG1",1,"Total degree"
"39485","DRG2",1,"Total degree"
"39486","Dronabinol",9,"Total degree"
"39487","Dronedarone",15,"Total degree"
"39488","Droperidol",3,"Total degree"
"39489","DROSHA",3,"Total degree"
"39490","Drospirenone",5,"Total degree"
"39491","Drostanolone",3,"Total degree"
"39492","Drotaverine",2,"Total degree"
"39493","Droxidopa",7,"Total degree"
"39494","DRP2",2,"Total degree"
"39495","drug catabolic process",2,"Total degree"
"39496","Drug Induction of Bile Acid Pathway",4,"Total degree"
"39497","drug transport",14,"Total degree"
"39498","DSC2",3,"Total degree"
"39499","DSC3",2,"Total degree"
"39500","DSCAM interactions",1,"Total degree"
"39501","DSCC1",3,"Total degree"
"39502","DSCR3",1,"Total degree"
"39503","DSE",3,"Total degree"
"39504","DSG2",8,"Total degree"
"39505","DSN1",3,"Total degree"
"39506","DSP",3,"Total degree"
"39507","DSPP",3,"Total degree"
"39508","DST",3,"Total degree"
"39509","DSTN",3,"Total degree"
"39510","DSTYK",4,"Total degree"
"39511","DTD1",2,"Total degree"
"39512","DTD2",2,"Total degree"
"39513","DTHD1",1,"Total degree"
"39514","DTL",2,"Total degree"
"39515","DTNA",2,"Total degree"
"39516","DTNB",1,"Total degree"
"39517","DTNBP1",3,"Total degree"
"39518","DTX1",3,"Total degree"
"39519","DTX2",3,"Total degree"
"39520","DTX3",3,"Total degree"
"39521","DTX3L",3,"Total degree"
"39522","DTX4",3,"Total degree"
"39523","DTYMK",3,"Total degree"
"39524","Dual hijack model of Vif in HIV infection",1,"Total degree"
"39525","Dual incision reaction in GG-NER",2,"Total degree"
"39526","Dual incision reaction in TC-NER",1,"Total degree"
"39527","Duloxetine",5,"Total degree"
"39528","DUOX1",2,"Total degree"
"39529","DUOX2",3,"Total degree"
"39530","DUOXA2",2,"Total degree"
"39531","DUS1L",2,"Total degree"
"39532","DUS2",2,"Total degree"
"39533","DUS3L",2,"Total degree"
"39534","DUS4L",2,"Total degree"
"39535","DUSP1",3,"Total degree"
"39536","DUSP10",3,"Total degree"
"39537","DUSP11",2,"Total degree"
"39538","DUSP12",2,"Total degree"
"39539","DUSP16",3,"Total degree"
"39540","DUSP18",2,"Total degree"
"39541","DUSP19",2,"Total degree"
"39542","DUSP2",3,"Total degree"
"39543","DUSP21",2,"Total degree"
"39544","DUSP22",2,"Total degree"
"39545","DUSP23",2,"Total degree"
"39546","DUSP26",2,"Total degree"
"39547","DUSP28",2,"Total degree"
"39548","DUSP3",3,"Total degree"
"39549","DUSP4",3,"Total degree"
"39550","DUSP5",3,"Total degree"
"39551","DUSP6",3,"Total degree"
"39552","DUSP7",3,"Total degree"
"39553","DUSP8",3,"Total degree"
"39554","DUT",3,"Total degree"
"39555","Dutasteride",3,"Total degree"
"39556","DVL1",3,"Total degree"
"39557","DVL2",3,"Total degree"
"39558","DVL3",3,"Total degree"
"39559","DXO",2,"Total degree"
"39560","Dyclonine",1,"Total degree"
"39561","Dydrogesterone",1,"Total degree"
"39562","DYM",2,"Total degree"
"39563","DYNC1H1",3,"Total degree"
"39564","DYNC1I1",3,"Total degree"
"39565","DYNC1I2",3,"Total degree"
"39566","DYNC1LI1",2,"Total degree"
"39567","DYNC1LI2",6,"Total degree"
"39568","DYNC2H1",3,"Total degree"
"39569","DYNC2LI1",3,"Total degree"
"39570","DYNLL1",3,"Total degree"
"39571","DYNLL2",3,"Total degree"
"39572","DYNLRB1",3,"Total degree"
"39573","DYNLRB2",2,"Total degree"
"39574","DYNLT1",3,"Total degree"
"39575","DYNLT3",2,"Total degree"
"39576","Dyphylline",7,"Total degree"
"39577","DYRK1A",12,"Total degree"
"39578","DYRK1B",2,"Total degree"
"39579","DYRK4",2,"Total degree"
"39580","DYSF",2,"Total degree"
"39581","DZIP1",2,"Total degree"
"39582","DZIP1L",2,"Total degree"
"39583","DZIP3",3,"Total degree"
"39584","E-cadherin signaling events",1,"Total degree"
"39585","E-cadherin signaling in keratinocytes",5,"Total degree"
"39586","E-cadherin signaling in the nascent adherens junction",3,"Total degree"
"39587","E2F mediated regulation of DNA replication",2,"Total degree"
"39588","E2F transcription factor network",10,"Total degree"
"39589","E2F1",3,"Total degree"
"39590","E2F2",24,"Total degree"
"39591","E2F3",3,"Total degree"
"39592","E2F4",3,"Total degree"
"39593","E2F5",3,"Total degree"
"39594","E2F6",3,"Total degree"
"39595","E2F7",3,"Total degree"
"39596","E4F1",3,"Total degree"
"39597","EAF1",1,"Total degree"
"39598","EAF2",2,"Total degree"
"39599","EAPP",2,"Total degree"
"39600","Early Phase of HIV Life Cycle",3,"Total degree"
"39601","EARS2",3,"Total degree"
"39602","EBAG9",3,"Total degree"
"39603","EBF1",3,"Total degree"
"39604","EBF2",2,"Total degree"
"39605","EBF3",3,"Total degree"
"39606","EBF4",2,"Total degree"
"39607","EBI3",3,"Total degree"
"39608","EBLN2",1,"Total degree"
"39609","EBNA1BP2",2,"Total degree"
"39610","EBP",15,"Total degree"
"39611","EBPL",4,"Total degree"
"39612","EBV LMP1 signaling",3,"Total degree"
"39613","Ecabet",1,"Total degree"
"39614","ECD",2,"Total degree"
"39615","ECE1",3,"Total degree"
"39616","ECE2",2,"Total degree"
"39617","ECEL1",2,"Total degree"
"39618","ECH1",4,"Total degree"
"39619","ECHDC1",2,"Total degree"
"39620","ECHDC2",3,"Total degree"
"39621","ECHDC3",2,"Total degree"
"39622","Echothiophate",2,"Total degree"
"39623","ECHS1",3,"Total degree"
"39624","ECI1",3,"Total degree"
"39625","ECI2",2,"Total degree"
"39626","ECM proteoglycans",6,"Total degree"
"39627","ECM1",2,"Total degree"
"39628","ECM2",2,"Total degree"
"39629","Econazole",5,"Total degree"
"39630","ECSCR",2,"Total degree"
"39631","ECSIT",3,"Total degree"
"39632","ECT2",3,"Total degree"
"39633","ectoderm development",1,"Total degree"
"39634","Ectoderm Differentiation",106,"Total degree"
"39635","EDA",3,"Total degree"
"39636","EDA2R",3,"Total degree"
"39637","EDAR",3,"Total degree"
"39638","EDC3",3,"Total degree"
"39639","EDC4",3,"Total degree"
"39640","EDEM1",12,"Total degree"
"39641","EDEM2",3,"Total degree"
"39642","EDEM3",3,"Total degree"
"39643","Edetic Acid",4,"Total degree"
"39644","EDF1",2,"Total degree"
"39645","EDIL3",3,"Total degree"
"39646","EDN1",3,"Total degree"
"39647","EDNRA",9,"Total degree"
"39648","EDNRB",6,"Total degree"
"39649","EDRF1",1,"Total degree"
"39650","Edrophonium",2,"Total degree"
"39651","EEA1",3,"Total degree"
"39652","EED",3,"Total degree"
"39653","EEF1A1",3,"Total degree"
"39654","EEF1A2",8,"Total degree"
"39655","EEF1B2",3,"Total degree"
"39656","EEF1D",3,"Total degree"
"39657","EEF1E1",3,"Total degree"
"39658","EEF1G",3,"Total degree"
"39659","EEF2",3,"Total degree"
"39660","EEF2K",3,"Total degree"
"39661","EEF2KMT",2,"Total degree"
"39662","EEFSEC",3,"Total degree"
"39663","EEPD1",2,"Total degree"
"39664","Efavirenz",6,"Total degree"
"39665","EFCAB11",1,"Total degree"
"39666","EFCAB12",1,"Total degree"
"39667","EFCAB13",1,"Total degree"
"39668","EFCAB14",1,"Total degree"
"39669","EFCAB2",1,"Total degree"
"39670","EFCAB7",1,"Total degree"
"39671","EFCC1",1,"Total degree"
"39672","EFEMP1",3,"Total degree"
"39673","EFEMP2",3,"Total degree"
"39674","Effects of Botulinum toxin",2,"Total degree"
"39675","Effects of Nitric Oxide",2,"Total degree"
"39676","Effects of PIP2 hydrolysis",1,"Total degree"
"39677","EFHC1",2,"Total degree"
"39678","EFHD1",2,"Total degree"
"39679","EFHD2",1,"Total degree"
"39680","EFNA1",3,"Total degree"
"39681","EFNA3",3,"Total degree"
"39682","EFNA4",3,"Total degree"
"39683","EFNA5",3,"Total degree"
"39684","EFNB1",3,"Total degree"
"39685","EFNB2",3,"Total degree"
"39686","EFNB3",3,"Total degree"
"39687","EFR3A",2,"Total degree"
"39688","EFS",1,"Total degree"
"39689","EFTUD1",2,"Total degree"
"39690","EFTUD2",3,"Total degree"
"39691","EGF",4,"Total degree"
"39692","EGF/EGFR Signaling Pathway",25,"Total degree"
"39693","EGFL6",2,"Total degree"
"39694","EGFL7",2,"Total degree"
"39695","EGFLAM",2,"Total degree"
"39696","EGFR",91,"Total degree"
"39697","EGFR-dependent Endothelin signaling events",5,"Total degree"
"39698","EGFR downregulation",4,"Total degree"
"39699","EGFR interacts with phospholipase C-gamma",1,"Total degree"
"39700","EGFR Transactivation by Gastrin",4,"Total degree"
"39701","egg activation",2,"Total degree"
"39702","EGLN1",4,"Total degree"
"39703","EGLN2",4,"Total degree"
"39704","EGLN3",4,"Total degree"
"39705","EGR1",29,"Total degree"
"39706","EGR2",10,"Total degree"
"39707","EGR3",3,"Total degree"
"39708","EHBP1",1,"Total degree"
"39709","EHBP1L1",1,"Total degree"
"39710","EHD1",3,"Total degree"
"39711","EHD2",3,"Total degree"
"39712","EHD3",3,"Total degree"
"39713","EHD4",3,"Total degree"
"39714","EHHADH",3,"Total degree"
"39715","EHMT1",3,"Total degree"
"39716","EHMT2",3,"Total degree"
"39717","EI24",2,"Total degree"
"39718","Eicosanoid Synthesis",5,"Total degree"
"39719","EID1",2,"Total degree"
"39720","EID3",2,"Total degree"
"39721","EIF1",3,"Total degree"
"39722","EIF1AD",2,"Total degree"
"39723","EIF1AX",3,"Total degree"
"39724","EIF1AY",3,"Total degree"
"39725","EIF1B",2,"Total degree"
"39726","EIF2A",3,"Total degree"
"39727","EIF2AK1",4,"Total degree"
"39728","EIF2AK2",3,"Total degree"
"39729","EIF2AK3",3,"Total degree"
"39730","EIF2AK4",2,"Total degree"
"39731","EIF2B1",3,"Total degree"
"39732","EIF2B3",3,"Total degree"
"39733","EIF2B4",3,"Total degree"
"39734","EIF2B5",3,"Total degree"
"39735","EIF2D",2,"Total degree"
"39736","EIF2S1",3,"Total degree"
"39737","EIF2S2",3,"Total degree"
"39738","EIF2S3",3,"Total degree"
"39739","EIF3A",3,"Total degree"
"39740","EIF3B",3,"Total degree"
"39741","EIF3C",3,"Total degree"
"39742","EIF3CL",2,"Total degree"
"39743","EIF3D",3,"Total degree"
"39744","EIF3E",3,"Total degree"
"39745","EIF3F",3,"Total degree"
"39746","EIF3G",3,"Total degree"
"39747","EIF3H",3,"Total degree"
"39748","EIF3I",15,"Total degree"
"39749","EIF3J",3,"Total degree"
"39750","EIF3K",3,"Total degree"
"39751","EIF3L",2,"Total degree"
"39752","EIF3M",2,"Total degree"
"39753","EIF4A1",3,"Total degree"
"39754","EIF4A2",3,"Total degree"
"39755","EIF4A3",3,"Total degree"
"39756","EIF4B",3,"Total degree"
"39757","EIF4E",4,"Total degree"
"39758","EIF4E2",3,"Total degree"
"39759","EIF4E3",3,"Total degree"
"39760","EIF4EBP1",3,"Total degree"
"39761","EIF4EBP2",3,"Total degree"
"39762","EIF4EBP3",3,"Total degree"
"39763","EIF4ENIF1",3,"Total degree"
"39764","EIF4G1",3,"Total degree"
"39765","EIF4G2",3,"Total degree"
"39766","EIF4G3",3,"Total degree"
"39767","EIF4H",3,"Total degree"
"39768","EIF5",3,"Total degree"
"39769","EIF5A",3,"Total degree"
"39770","eIF5A regulation in response to inhibition of the nuclear export system",1,"Total degree"
"39771","EIF5A2",3,"Total degree"
"39772","EIF5AL1",2,"Total degree"
"39773","EIF5B",3,"Total degree"
"39774","EIF6",4,"Total degree"
"39775","ELAC1",2,"Total degree"
"39776","ELAC2",3,"Total degree"
"39777","ELANE",3,"Total degree"
"39778","Elastic fibre formation",3,"Total degree"
"39779","ELAVL1",3,"Total degree"
"39780","ELAVL3",1,"Total degree"
"39781","Electron Transport Chain",34,"Total degree"
"39782","Eletriptan",9,"Total degree"
"39783","ELF1",3,"Total degree"
"39784","ELF2",2,"Total degree"
"39785","ELF3",2,"Total degree"
"39786","ELF4",2,"Total degree"
"39787","ELFN1",2,"Total degree"
"39788","ELK1",3,"Total degree"
"39789","ELK3",3,"Total degree"
"39790","ELK4",3,"Total degree"
"39791","ELL",3,"Total degree"
"39792","ELL2",2,"Total degree"
"39793","ELL3",2,"Total degree"
"39794","ELMO1",3,"Total degree"
"39795","ELMO2",3,"Total degree"
"39796","ELMO3",2,"Total degree"
"39797","ELMOD2",2,"Total degree"
"39798","ELMOD3",1,"Total degree"
"39799","ELMSAN1",1,"Total degree"
"39800","ELN",3,"Total degree"
"39801","ELOF1",1,"Total degree"
"39802","Elongation arrest and recovery",11,"Total degree"
"39803","ELOVL1",3,"Total degree"
"39804","ELOVL2",3,"Total degree"
"39805","ELOVL4",4,"Total degree"
"39806","ELOVL5",3,"Total degree"
"39807","ELOVL6",11,"Total degree"
"39808","ELOVL7",2,"Total degree"
"39809","ELP2",3,"Total degree"
"39810","ELP3",3,"Total degree"
"39811","ELP5",3,"Total degree"
"39812","ELP6",3,"Total degree"
"39813","Eltrombopag",5,"Total degree"
"39814","EMB",2,"Total degree"
"39815","embryo development",1,"Total degree"
"39816","embryo development ending in birth or egg hatching",50,"Total degree"
"39817","embryonic organ development",3,"Total degree"
"39818","embryonic pattern specification",1,"Total degree"
"39819","EMC1",2,"Total degree"
"39820","EMC10",1,"Total degree"
"39821","EMC2",1,"Total degree"
"39822","EMC3",2,"Total degree"
"39823","EMC4",1,"Total degree"
"39824","EMC6",2,"Total degree"
"39825","EMC7",1,"Total degree"
"39826","EMC8",1,"Total degree"
"39827","EMC9",1,"Total degree"
"39828","EMCN",1,"Total degree"
"39829","EMD",3,"Total degree"
"39830","EME2",2,"Total degree"
"39831","Emedastine",1,"Total degree"
"39832","EMID1",1,"Total degree"
"39833","EMILIN1",2,"Total degree"
"39834","EMILIN2",1,"Total degree"
"39835","EML1",2,"Total degree"
"39836","EML2",2,"Total degree"
"39837","EML3",1,"Total degree"
"39838","EML4",2,"Total degree"
"39839","EML5",1,"Total degree"
"39840","EML6",1,"Total degree"
"39841","EMP1",2,"Total degree"
"39842","EMP2",2,"Total degree"
"39843","EMP3",2,"Total degree"
"39844","Emtricitabine",1,"Total degree"
"39845","EMX2",2,"Total degree"
"39846","EN1",3,"Total degree"
"39847","ENAH",3,"Total degree"
"39848","Enalapril",6,"Total degree"
"39849","ENAM",2,"Total degree"
"39850","ENC1",2,"Total degree"
"39851","Encainide",1,"Total degree"
"39852","endochondral ossification",3,"Total degree"
"39853","Endochondral Ossification",14,"Total degree"
"39854","endocytic recycling",22,"Total degree"
"39855","endocytosis",7,"Total degree"
"39856","ENDOD1",2,"Total degree"
"39857","Endoderm Differentiation",14,"Total degree"
"39858","ENDOG",3,"Total degree"
"39859","Endogenous sterols",2,"Total degree"
"39860","Endogenous TLR signaling",3,"Total degree"
"39861","endomembrane system organization",8,"Total degree"
"39862","endoplasmic reticulum organization",10,"Total degree"
"39863","Endosomal Sorting Complex Required For Transport (ESCRT)",16,"Total degree"
"39864","endosomal transport",1,"Total degree"
"39865","Endosomal/Vacuolar pathway",1,"Total degree"
