"","name","closeness","Category","closenessPercent"
"1336","Pyrimidine biosynthesis",0.228228599703117,"Pathway",4
"1337","Pyrimidine catabolism",0.262745656508117,"Pathway",18
"1338","Pyrimidine metabolism",0.268480791618161,"Pathway",31
"1339","Pyrimidine salvage reactions",0.263571428571429,"Pathway",20
"1340","Pyruvate metabolism",0.271164021164021,"Pathway",38
"1341","Pyruvate metabolism and Citric Acid (TCA) cycle",0.271563143950545,"Pathway",38
"1342","Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis",0.269421728971963,"Pathway",33
"1343","RAC1 signaling pathway",0.282455603184323,"Pathway",57
"1344","Rac1/Pak1/p38/MMP-2 pathway",0.291285127881276,"Pathway",68
"1345","RAI14",0.340154867256637,"Gene",80
"1346","RalA downstream regulated genes",0.253992290748899,"Pathway",8
"1347","RALB",0.350627137970353,"Gene",93
"1348","RAN",0.362190812720848,"Gene",99
"1349","RANKL/RANK Signaling Pathway",0.271963443396226,"Pathway",39
"1350","RBM6",0.340154867256637,"Gene",80
"1351","Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor",0.286224014892957,"Pathway",64
"1352","RECK",0.340154867256637,"Gene",80
"1353","Recycling of bile acids and salts",0.273252369668246,"Pathway",42
"1354","Recycling pathway of L1",0.26432664756447,"Pathway",23
"1355","Reelin signaling pathway",0.270925110132159,"Pathway",37
"1356","Regulation of Actin Cytoskeleton",0.28498609823911,"Pathway",62
"1357","Regulation of actin dynamics for phagocytic cup formation",0.28410840776101,"Pathway",61
"1358","Regulation of activated PAK-2p34 by proteasome mediated degradation",0.282715292675452,"Pathway",59
"1359","Regulation of AMPK activity via LKB1",0.268793706293706,"Pathway",32
"1360","Regulation of Androgen receptor activity",0.279884708737864,"Pathway",53
"1361","Regulation of APC/C activators between G1/S and early anaphase",0.286847014925373,"Pathway",65
"1362","Regulation of Apoptosis",0.28306228904572,"Pathway",59
"1363","Regulation of beta-cell development",0.262521343198634,"Pathway",17
"1364","Regulation of CDC42 activity",0.271643109540636,"Pathway",38
"1365","Regulation of cholesterol biosynthesis by SREBP (SREBF)",0.277027027027027,"Pathway",50
"1366","Regulation of Complement cascade",0.258548206278027,"Pathway",13
"1367","Regulation of cytoplasmic and nuclear SMAD2/3 signaling",0.255540166204986,"Pathway",9
"1368","Regulation of cytoskeletal remodeling and cell spreading by IPP complex components",0.254132231404959,"Pathway",8
"1369","Regulation of DNA replication",0.286847014925373,"Pathway",65
"1370","regulation of FZD by ubiquitination",0.281937652811736,"Pathway",56
"1371","Regulation of gap junction activity",0.213937847866419,"Pathway",1
"1372","Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells",0.262521343198634,"Pathway",17
"1373","Regulation of Glucokinase by Glucokinase Regulatory Protein",0.24818401937046,"Pathway",7
"1374","Regulation of HSF1-mediated heat shock response",0.26387299771167,"Pathway",21
"1375","Regulation of IFNA signaling",0.262446657183499,"Pathway",17
"1376","Regulation of IFNG signaling",0.262446657183499,"Pathway",17
"1377","Regulation of innate immune responses to cytosolic DNA",0.281937652811736,"Pathway",56
"1378","Regulation of insulin secretion",0.279460769463799,"Pathway",53
"1379","Regulation of KIT signaling",0.275208830548926,"Pathway",47
"1380","Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)",0.28150747635032,"Pathway",55
"1381","Regulation of mRNA stability by proteins that bind AU-rich elements",0.285603715170279,"Pathway",63
"1382","Regulation of nuclear beta catenin signaling and target gene transcription",0.28073645769933,"Pathway",54
"1383","Regulation of nuclear SMAD2/3 signaling",0.291838025941158,"Pathway",69
"1384","Regulation of ornithine decarboxylase (ODC)",0.274717093508041,"Pathway",46
"1385","Regulation of p38-alpha and p38-beta",0.273820124666073,"Pathway",43
"1386","Regulation of PLK1 Activity at G2/M Transition",0.288191190253046,"Pathway",66
"1387","Regulation of pyruvate dehydrogenase (PDH) complex",0.270845566647093,"Pathway",37
"1388","Regulation of RAC1 activity",0.26387299771167,"Pathway",21
"1389","Regulation of retinoblastoma protein",0.275290957923008,"Pathway",47
"1390","Regulation of Rheb GTPase activity by AMPK",0.268793706293706,"Pathway",32
"1391","Regulation of RhoA activity",0.26387299771167,"Pathway",21
"1392","Regulation of signaling by CBL",0.275044722719141,"Pathway",46
"1393","Regulation of Telomerase",0.285250463821892,"Pathway",63
"1394","Regulation of the Fanconi anemia pathway",0.281937652811736,"Pathway",56
"1395","Regulation of toll-like receptor signaling pathway",0.274064171122995,"Pathway",44
"1396","Regulatory RNA pathways",0.276694661067786,"Pathway",49
"1397","Release of apoptotic factors from the mitochondria",0.266772700983227,"Pathway",27
"1398","Removal of aminoterminal propeptides from gamma-carboxylated proteins",0.258548206278027,"Pathway",13
"1399","Removal of DNA patch containing abasic residue",0.271963443396226,"Pathway",39
"1400","Removal of licensing factors from origins",0.286579683131407,"Pathway",64
"1401","Removal of the Flap Intermediate",0.271164021164021,"Pathway",38
"1402","Removal of the Flap Intermediate from the C-strand",0.271164021164021,"Pathway",38
"1403","Repair synthesis for gap-filling by DNA polymerase in TC-NER",0.271164021164021,"Pathway",38
"1404","Resolution of AP sites via the single-nucleotide replacement pathway",0.259347764970481,"Pathway",14
"1405","Resolution of D-loop structures",0.269973661106234,"Pathway",34
"1406","Resolution of Sister Chromatid Cohesion",0.278448536070027,"Pathway",51
"1407","Respiratory electron transport",0.273495404684257,"Pathway",43
"1408","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",0.273495404684257,"Pathway",43
"1409","Response to elevated platelet cytosolic Ca2+",0.28150747635032,"Pathway",55
"1410","Retinoblastoma (RB) in Cancer",0.28613523573201,"Pathway",64
"1411","Retinoic acid receptors-mediated signaling",0.27284826974268,"Pathway",41
"1412","Retinoid metabolism and transport",0.271723122238586,"Pathway",38
"1413","Retrograde neurotrophin signalling",0.264024041213509,"Pathway",22
"1414","REV-ERBA represses gene expression",0.271803182086034,"Pathway",38
"1415","Rev-mediated nuclear export of HIV RNA",0.27292899408284,"Pathway",41
"1416","REV3L",0.340154867256637,"Gene",80
"1417","RGS2",0.349696739954511,"Gene",93
"1418","Rho GTPase cycle",0.263948497854077,"Pathway",21
"1419","RhoA signaling pathway",0.2677793904209,"Pathway",29
"1420","RHOT2",0.34758854559156,"Gene",92
"1421","Ribosomal scanning and start codon recognition",0.268168604651163,"Pathway",31
"1422","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",0.286847014925373,"Pathway",65
"1423","RIN3",0.340154867256637,"Gene",80
"1424","RIP-mediated NFkB activation via ZBP1",0.267158992180712,"Pathway",28
"1425","RMI1",0.34028033935817,"Gene",84
"1426","RMTs methylate histone arginines",0.264099627827083,"Pathway",22
"1427","RNA Pol II CTD phosphorylation and interaction with CE",0.261035653650255,"Pathway",15
"1428","RNA Polymerase I Chain Elongation",0.267546403712297,"Pathway",28
"1429","RNA Polymerase I Promoter Clearance",0.276445909499551,"Pathway",49
"1430","RNA Polymerase I Promoter Escape",0.261925042589438,"Pathway",16
"1431","RNA Polymerase I Promoter Opening",0.263722126929674,"Pathway",21
"1432","RNA Polymerase I Transcription",0.276445909499551,"Pathway",49
"1433","RNA Polymerase I Transcription Initiation",0.273657668347671,"Pathway",43
"1434","RNA Polymerase I Transcription Termination",0.261925042589438,"Pathway",16
"1435","RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription",0.276445909499551,"Pathway",49
"1436","RNA Polymerase II Pre-transcription Events",0.262297412567529,"Pathway",16
"1437","RNA Polymerase II Transcription",0.26312036508842,"Pathway",19
"1438","RNA Polymerase III Abortive And Retractive Initiation",0.257537688442211,"Pathway",11
"1439","RNA Polymerase III Chain Elongation",0.257537688442211,"Pathway",11
"1440","RNA Polymerase III Transcription Initiation",0.257537688442211,"Pathway",11
"1441","RNA Polymerase III Transcription Initiation From Type 1 Promoter",0.257537688442211,"Pathway",11
"1442","RNA Polymerase III Transcription Initiation From Type 2 Promoter",0.257537688442211,"Pathway",11
"1443","RNA Polymerase III Transcription Initiation From Type 3 Promoter",0.257537688442211,"Pathway",11
"1444","RNA Polymerase III Transcription Termination",0.257537688442211,"Pathway",11
"1445","RNF mutants show enhanced WNT signaling and proliferation",0.296337937680694,"Pathway",71
"1446","RNPS1",0.344730941704036,"Gene",90
"1447","Role of Calcineurin-dependent NFAT signaling in lymphocytes",0.278112752487187,"Pathway",51
"1448","Role of DCC in regulating apoptosis",0.254202259575641,"Pathway",8
"1449","Role of LAT2/NTAL/LAB on calcium mobilization",0.290825977301387,"Pathway",68
"1450","Role of phospholipids in phagocytosis",0.262820512820513,"Pathway",18
"1451","RORA activates circadian gene expression",0.271803182086034,"Pathway",39
"1452","RPA3",0.350627137970353,"Gene",93
"1453","RPN1",0.345117845117845,"Gene",90
"1454","RPS4Y1",0.289912005028284,"Gene",67
"1455","RPS6",0.358113354037267,"Gene",97
"1456","RPS6KC1",0.340154867256637,"Gene",81
"1457","RRAGD",0.340657311669128,"Gene",84
"1458","RRP1B",0.231958762886598,"Gene",5
"1459","RRP8",0.343575418994413,"Gene",89
"1460","RSU1",0.340657311669128,"Gene",84
"1461","RUVBL1",0.353719325153374,"Gene",94
"1462","RXR and RAR heterodimerization with other nuclear receptor",0.274880810488677,"Pathway",46
"1463","S Phase",0.300488599348534,"Pathway",73
"1464","S100A4",0.340154867256637,"Gene",81
"1465","S1P1 pathway",0.27284826974268,"Pathway",41
"1466","S1P2 pathway",0.275702331141662,"Pathway",48
"1467","S1P3 pathway",0.270369284876905,"Pathway",36
"1468","S1P4 pathway",0.270369284876905,"Pathway",36
"1469","S1P5 pathway",0.270369284876905,"Pathway",36
"1470","S6K1-mediated signalling",0.263722126929674,"Pathway",21
"1471","S6K1 signalling",0.263722126929674,"Pathway",21
"1472","SATB1",0.340657311669128,"Gene",84
"1473","SC5D",0.274308652988403,"Gene",45
"1474","SCAPER",0.340154867256637,"Gene",81
"1475","Scavenging by Class F Receptors",0.272686964232929,"Pathway",40
"1476","Scavenging of heme from plasma",0.229420542153693,"Pathway",4
"1477","SCD",0.250679347826087,"Gene",8
"1478","SCF-beta-TrCP mediated degradation of Emi1",0.284810126582278,"Pathway",62
"1479","SCF(Skp2)-mediated degradation of p27/p21",0.285780669144981,"Pathway",63
"1480","SCN1B",0.341035120147874,"Gene",85
"1481","SCYL3",0.340154867256637,"Gene",81
"1482","SDC1",0.365346534653465,"Gene",99
"1483","SDCBP",0.342936802973978,"Gene",88
"1484","SDHB",0.367969684882329,"Gene",100
"1485","Secretion of Hydrochloric Acid in Parietal Cells",0.228285077951002,"Pathway",4
"1486","Selenium Metabolism and Selenoproteins",0.264402407566638,"Pathway",23
"1487","Selenium Micronutrient Network",0.279376135675348,"Pathway",53
"1488","SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion",0.269185876860228,"Pathway",33
"1489","Sema3A PAK dependent Axon repulsion",0.283149171270718,"Pathway",59
"1490","Semaphorin interactions",0.283323095823096,"Pathway",60
"1491","Senescence-Associated Secretory Phenotype (SASP)",0.292115262824573,"Pathway",69
"1492","Senescence and Autophagy in Cancer",0.284020935960591,"Pathway",60
"1493","Separation of Sister Chromatids",0.292300380228137,"Pathway",69
"1494","SEPHS2",0.341540170307294,"Gene",86
"1495","Serotonin Receptor 2 and ELK-SRF/GATA4 signaling",0.228737912224151,"Pathway",4
"1496","Serotonin Receptor 2 and STAT3 Signaling",0.228681209717402,"Pathway",4
"1497","Serotonin Receptor 4/6/7 and NR3C Signaling",0.27636309167166,"Pathway",48
"1498","Serotonin receptors",0.229021847070506,"Pathway",4
"1499","Serotonin Transporter Activity",0.272686964232929,"Pathway",40
"1500","SERPINA3",0.341666666666667,"Gene",86
"1501","SESN1",0.342046718576196,"Gene",87
"1502","SGMS1",0.357004643962848,"Gene",96
"1503","SHC-mediated cascade",0.277193509615385,"Pathway",50
"1504","SHC-mediated signalling",0.274308652988403,"Pathway",45
"1505","SHC-related events",0.274308652988403,"Pathway",45
"1506","SHC-related events triggered by IGF1R",0.274308652988403,"Pathway",45
"1507","SHC activation",0.274308652988403,"Pathway",45
"1508","SHC1",0.377918885702581,"Gene",100
"1509","SHC1 events in EGFR signaling",0.274308652988403,"Pathway",45
"1510","SHC1 events in ERBB2 signaling",0.275619958171497,"Pathway",47
"1511","SHC1 events in ERBB4 signaling",0.274308652988403,"Pathway",45
"1512","SHP2 signaling",0.274308652988403,"Pathway",45
"1513","SIDS Susceptibility Pathways",0.287741734248284,"Pathway",65
"1514","Signal amplification",0.270369284876905,"Pathway",36
"1515","Signal attenuation",0.277027027027027,"Pathway",50
"1516","Signal regulatory protein (SIRP) family interactions",0.262446657183499,"Pathway",17
"1517","Signal transduction by L1",0.26957919345412,"Pathway",34
"1518","Signal Transduction of S1P Receptor",0.270369284876905,"Pathway",36
"1519","Signaling by Activin",0.258330999719966,"Pathway",12
"1520","Signaling by Aurora kinases",0.257107023411371,"Pathway",11
"1521","Signaling by constitutively active EGFR",0.296814671814672,"Pathway",72
"1522","Signaling by EGFR",0.307807807807808,"Pathway",74
"1523","Signaling by EGFR in Cancer",0.311444969615125,"Pathway",75
"1524","Signaling by ERBB2",0.310188298587761,"Pathway",74
"1525","Signaling by ERBB4",0.309563758389262,"Pathway",74
"1526","Signaling by FGFR",0.304857898215466,"Pathway",74
"1527","Signaling by FGFR in disease",0.30688622754491,"Pathway",74
"1528","Signaling by FGFR mutants",0.269894675248683,"Pathway",34
"1529","Signaling by FGFR1 fusion mutants",0.266541462005201,"Pathway",26
"1530","Signaling by FGFR1 mutants",0.269894675248683,"Pathway",34
"1531","Signaling by GPCR",0.297868905392315,"Pathway",73
"1532","Signaling by Hedgehog",0.2864017385905,"Pathway",64
"1533","Signaling by Hippo",0.258330999719966,"Pathway",12
"1534","Signaling by Insulin receptor",0.290276903713027,"Pathway",67
"1535","Signaling by Interleukins",0.292578496669838,"Pathway",69
"1536","Signaling by Leptin",0.266541462005201,"Pathway",27
"1537","Signaling by NGF",0.316683831101957,"Pathway",75
"1538","Signaling by NODAL",0.264933946008041,"Pathway",24
"1539","Signaling by NOTCH",0.296433161953727,"Pathway",72
"1540","Signaling by NOTCH2",0.28498609823911,"Pathway",62
"1541","Signaling by NOTCH3",0.261627906976744,"Pathway",16
"1542","Signaling by NOTCH4",0.261627906976744,"Pathway",16
"1543","Signaling by PDGF",0.291469194312796,"Pathway",68
"1544","Signaling by Robo receptor",0.268090671316478,"Pathway",30
"1545","Signaling by SCF-KIT",0.289275634995296,"Pathway",66
"1546","Signaling by VEGF",0.292022792022792,"Pathway",69
"1547","Signaling by Wnt",0.300097592713077,"Pathway",73
"1548","Signaling by WNT in cancer",0.296337937680694,"Pathway",71
"1549","Signaling events mediated by focal adhesion kinase",0.279291553133515,"Pathway",53
"1550","Signaling events mediated by HDAC Class I",0.274635308127419,"Pathway",46
"1551","Signaling events mediated by HDAC Class II",0.278280542986425,"Pathway",51
"1552","Signaling events mediated by HDAC Class III",0.281851512373969,"Pathway",56
"1553","Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)",0.284371146732429,"Pathway",61
"1554","Signaling events mediated by PRL",0.272445363260484,"Pathway",40
"1555","Signaling events mediated by PTP1B",0.286757848927572,"Pathway",64
"1556","Signaling events mediated by Stem cell factor receptor (c-Kit)",0.28613523573201,"Pathway",64
"1557","Signaling events mediated by TCPTP",0.278028933092224,"Pathway",51
"1558","Signaling events mediated by VEGFR1 and VEGFR2",0.285869228385497,"Pathway",63
"1559","Signaling events regulated by Ret tyrosine kinase",0.277276825969342,"Pathway",50
"1560","Signaling mediated by p38-alpha and p38-beta",0.275373134328358,"Pathway",47
"1561","Signaling of Hepatocyte Growth Factor Receptor",0.269264448336252,"Pathway",33
"1562","Signaling Pathways",0.370481927710843,"Pathway",100
"1563","Signaling Pathways in Glioblastoma",0.26957919345412,"Pathway",34
"1564","Signalling to ERKs",0.277360192423331,"Pathway",50
"1565","Signalling to RAS",0.274717093508041,"Pathway",46
"1566","SIK3",0.341035120147874,"Gene",85
"1567","SIPA1L1",0.340154867256637,"Gene",81
"1568","SIRT1 negatively regulates rRNA Expression",0.264175257731959,"Pathway",22
"1569","SLC-mediated transmembrane transport",0.279460769463799,"Pathway",53
"1570","SLC19A2",0.358391608391608,"Gene",97
"1571","SLC22A1",0.276694661067786,"Gene",49
"1572","SLC22A3",0.274798927613941,"Gene",46
"1573","SLC22A4",0.249122333243316,"Gene",7
"1574","SLC22A5",0.249122333243316,"Gene",8
"1575","SLC25A4",0.307705136757839,"Gene",74
"1576","SLC25A6",0.360492379835873,"Gene",98
"1577","SLC2A6",0.346934937946596,"Gene",91
"1578","SLC35F2",0.231958762886598,"Gene",5
"1579","SLC38A1",0.346543951915853,"Gene",91
"1580","SLC43A3",0.340154867256637,"Gene",81
"1581","SLC6A2",0.27963019096696,"Gene",53
"1582","SLC6A3",0.265162402989365,"Gene",25
"1583","SLC6A4",0.265391254315305,"Gene",25
"1584","SLC6A6",0.347457627118644,"Gene",91
"1585","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription",0.289912005028284,"Pathway",67
"1586","SMARCA2",0.343319687383699,"Gene",89
"1587","SMCHD1",0.340154867256637,"Gene",81
"1588","Smooth Muscle Contraction",0.255540166204986,"Pathway",10
"1589","SNRPA",0.343575418994413,"Gene",89
"1590","SNRPA1",0.343575418994413,"Gene",89
"1591","SNRPD2",0.343959731543624,"Gene",89
"1592","SNX19",0.340154867256637,"Gene",81
"1593","SNX6",0.340154867256637,"Gene",81
"1594","SOCS5",0.341035120147874,"Gene",85
"1595","SON",0.340154867256637,"Gene",81
"1596","SOX10",0.341413767579571,"Gene",86
"1597","SPG11",0.340154867256637,"Gene",81
"1598","Sphingolipid de novo biosynthesis",0.263270547945205,"Pathway",19
"1599","Sphingolipid metabolism",0.264554057929452,"Pathway",24
"1600","Sphingolipid Metabolism",0.264402407566638,"Pathway",23
"1601","Sphingosine 1-phosphate (S1P) pathway",0.270369284876905,"Pathway",36
"1602","Spinal Cord Injury",0.289638932496075,"Pathway",67
"1603","SPR",0.355902777777778,"Gene",95
"1604","Spry regulation of FGF signaling",0.281937652811736,"Pathway",56
"1605","SPTLC2",0.356177606177606,"Gene",95
"1606","SQLE",0.274553571428571,"Gene",45
"1607","SQSTM1",0.354944209311274,"Gene",94
"1608","SREBF and miR33 in cholesterol and lipid homeostasis",0.273657668347671,"Pathway",43
"1609","SREBF2",0.290094339622642,"Gene",67
"1610","SREBP signalling",0.276445909499551,"Pathway",49
"1611","SRP-dependent cotranslational protein targeting to membrane",0.268324607329843,"Pathway",31
"1612","SS18L1",0.340154867256637,"Gene",81
"1613","ST7",0.340154867256637,"Gene",81
"1614","Stabilization and expansion of the E-cadherin adherens junction",0.25920202304018,"Pathway",14
"1615","Stabilization of p53",0.282715292675452,"Pathway",59
"1616","STAM2",0.352637614678899,"Gene",94
"1617","STAT5A",0.362617924528302,"Gene",99
"1618","STAT5B",0.360210855134713,"Gene",98
"1619","Statin Pathway",0.271004700352526,"Pathway",37
"1620","Steroid Biosynthesis",0.21518544436669,"Pathway",2
"1621","Stimuli-sensing channels",0.281937652811736,"Pathway",57
"1622","STING mediated induction of host immune responses",0.258403361344538,"Pathway",12
"1623","STOML2",0.340154867256637,"Gene",81
"1624","Structural Pathway of Interleukin 1 (IL-1)",0.263571428571429,"Pathway",20
"1625","STUB1",0.365781126090404,"Gene",100
"1626","STXBP1",0.364336492890995,"Gene",99
"1627","Sulfation Biotransformation Reaction",0.264705882352941,"Pathway",24
"1628","Sulfur amino acid metabolism",0.265238642898217,"Pathway",25
"1629","Sulindac Metabolic Pathway",0.225770925110132,"Pathway",3
"1630","Sumoylation by RanBP2 regulates transcriptional repression",0.265926780051888,"Pathway",26
"1631","SUV39H1",0.346674182638106,"Gene",91
"1632","SUZ12",0.344602166604408,"Gene",90
"1633","SVIL",0.34028033935817,"Gene",84
"1634","SYK",0.35645285935085,"Gene",96
"1635","Synaptic Vesicle Pathway",0.277276825969342,"Pathway",50
"1636","Syndecan-1-mediated signaling events",0.271403353927626,"Pathway",38
"1637","Syndecan-2-mediated signaling events",0.263646756216062,"Pathway",20
"1638","Syndecan-3-mediated signaling events",0.269185876860228,"Pathway",33
"1639","Syndecan-4-mediated signaling events",0.262670842824601,"Pathway",18
"1640","Syndecan interactions",0.272686964232929,"Pathway",41
"1641","SYNGR3",0.340154867256637,"Gene",81
"1642","SYNJ1",0.358949416342412,"Gene",97
"1643","SYNJ2BP",0.340154867256637,"Gene",81
"1644","Synthesis and interconversion of nucleotide di- and triphosphates",0.265620501007774,"Pathway",26
"1645","Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)",0.226491529585072,"Pathway",3
"1646","Synthesis of 15-eicosatetraenoic acid derivatives",0.266618497109827,"Pathway",27
"1647","Synthesis of bile acids and bile salts",0.268480791618161,"Pathway",31
"1648","Synthesis of bile acids and bile salts via 27-hydroxycholesterol",0.268480791618161,"Pathway",31
"1649","Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol",0.268480791618161,"Pathway",31
"1650","Synthesis of DNA",0.291469194312796,"Pathway",68
"1651","Synthesis of Dolichyl-phosphate",0.222664735698769,"Pathway",2
"1652","Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)",0.226491529585072,"Pathway",3
"1653","Synthesis of GDP-mannose",0.191947565543071,"Pathway",1
"1654","Synthesis of IP2, IP, and Ins in the cytosol",0.26432664756447,"Pathway",23
"1655","Synthesis of IP3 and IP4 in the cytosol",0.264175257731959,"Pathway",22
"1656","Synthesis of PIPs at the early endosome membrane",0.26312036508842,"Pathway",19
"1657","Synthesis of PIPs at the Golgi membrane",0.262820512820513,"Pathway",18
"1658","Synthesis of PIPs at the late endosome membrane",0.262820512820513,"Pathway",19
"1659","Synthesis of PIPs at the plasma membrane",0.268715409263035,"Pathway",32
"1660","Synthesis of Prostaglandins (PG) and Thromboxanes (TX)",0.269815735595203,"Pathway",34
"1661","Synthesis of substrates in N-glycan biosythesis",0.224890297415895,"Pathway",3
"1662","Synthesis of very long-chain fatty acyl-CoAs",0.215386411393883,"Pathway",2
"1663","T-Cell Receptor and Co-stimulatory Signaling",0.271883289124668,"Pathway",39
"1664","TAB2",0.355628373168851,"Gene",94
"1665","TAF4",0.346543951915853,"Gene",91
"1666","TAK1 activates NFkB by phosphorylation and activation of IKKs complex",0.270210896309315,"Pathway",35
"1667","Tamoxifen metabolism",0.228624535315985,"Pathway",4
"1668","TarBasePathway",0.213937847866419,"Pathway",1
"1669","TATDN2",0.342046718576196,"Gene",87
"1670","TBC1D19",0.340154867256637,"Gene",81
"1671","TBX2",0.340531561461794,"Gene",84
"1672","TCA Cycle",0.269736842105263,"Pathway",34
"1673","TCA Cycle and PDHc",0.219173200285103,"Pathway",2
"1674","TCEB2",0.349431818181818,"Gene",92
"1675","TCF dependent signaling in response to WNT",0.296337937680694,"Pathway",71
"1676","TCR signaling",0.274471883368045,"Pathway",45
"1677","TCR signaling in naïve CD4+ T cells",0.285074165636588,"Pathway",62
"1678","TCR signaling in naïve CD8+ T cells",0.284371146732429,"Pathway",61
"1679","TCR Signaling Pathway",0.288913247729408,"Pathway",66
"1680","TCTA",0.340154867256637,"Gene",81
"1681","TECPR2",0.340154867256637,"Gene",82
"1682","Telomere C-strand (Lagging Strand) Synthesis",0.273171453953213,"Pathway",42
"1683","Telomere Extension By Telomerase",0.261331444759207,"Pathway",16
"1684","Telomere Maintenance",0.277777777777778,"Pathway",51
"1685","Termination of O-glycan biosynthesis",0.254975124378109,"Pathway",9
"1686","Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",0.272767593140154,"Pathway",41
"1687","TFEB",0.340154867256637,"Gene",82
"1688","TGF-beta receptor signaling",0.277527075812274,"Pathway",50
"1689","TGF-beta Receptor Signaling",0.254412575841147,"Pathway",9
"1690","TGF-beta receptor signaling activates SMADs",0.283584383645865,"Pathway",60
"1691","TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)",0.28236914600551,"Pathway",57
"1692","TGF-beta Signaling Pathway",0.293416030534351,"Pathway",70
"1693","THAP11",0.340154867256637,"Gene",82
"1694","The citric acid (TCA) cycle and respiratory electron transport",0.27611493564801,"Pathway",48
"1695","The NLRP1 inflammasome",0.261479591836735,"Pathway",16
"1696","The NLRP3 inflammasome",0.264629948364888,"Pathway",24
"1697","The phototransduction cascade",0.26432664756447,"Pathway",23
"1698","The role of Nef in HIV-1 replication and disease pathogenesis",0.272364924712135,"Pathway",40
"1699","Thromboxane A2 receptor signaling",0.284722222222222,"Pathway",62
"1700","Tie2 Signaling",0.274880810488677,"Pathway",46
"1701","Tight junction interactions",0.259712837837838,"Pathway",14
"1702","TIMELESS",0.343319687383699,"Gene",89
"1703","TIMM22",0.341793256761764,"Gene",86
"1704","TIMM9",0.253434065934066,"Gene",8
"1705","TIMP1",0.260152284263959,"Gene",15
"1706","TJP2",0.348244620611552,"Gene",92
"1707","TK1",0.357835531419705,"Gene",96
"1708","TKT",0.358670295489891,"Gene",97
"1709","TM9SF3",0.241176470588235,"Gene",6
"1710","TMEM109",0.340154867256637,"Gene",82
"1711","TMEM50A",0.340154867256637,"Gene",82
"1712","TMEM97",0.340154867256637,"Gene",82
"1713","TMSB10",0.340154867256637,"Gene",82
"1714","TNF alpha Signaling Pathway",0.28236914600551,"Pathway",57
"1715","TNF receptor signaling pathway ",0.264933946008041,"Pathway",24
"1716","Toll-like Receptor Signaling Pathway",0.267391304347826,"Pathway",28
"1717","Toll-Like Receptors Cascades",0.291745730550285,"Pathway",69
"1718","Toll Like Receptor 4 (TLR4) Cascade",0.29073432083202,"Pathway",68
"1719","Toll Like Receptor 9 (TLR9) Cascade",0.289366373902133,"Pathway",67
"1720","TOR Signaling",0.271723122238586,"Pathway",38
"1721","TP53 Network",0.279460769463799,"Pathway",53
"1722","TPI1",0.359089139743091,"Gene",97
"1723","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",0.289366373902133,"Pathway",67
"1724","TRAF6 Mediated Induction of proinflammatory cytokines",0.289366373902133,"Pathway",67
"1725","TRAF6 mediated induction of TAK1 complex",0.284546576187539,"Pathway",61
"1726","TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling",0.261925042589438,"Pathway",16
"1727","TRAF6 mediated NF-kB activation",0.267158992180712,"Pathway",28
"1728","Trafficking and processing of endosomal TLR",0.256677796327212,"Pathway",10
"1729","Trafficking of GluR2-containing AMPA receptors",0.264024041213509,"Pathway",22
"1730","Trans-sulfuration and one carbon metabolism",0.269973661106234,"Pathway",35
"1731","Transcription",0.278532608695652,"Pathway",51
"1732","Transcription-coupled NER (TC-NER)",0.27611493564801,"Pathway",48
"1733","Transcription factor regulation in adipogenesis",0.272606382978723,"Pathway",40
"1734","Transcription of the HIV genome",0.262297412567529,"Pathway",17
"1735","Transcriptional activation by NRF2",0.270448548812665,"Pathway",36
"1736","Transcriptional activation of mitochondrial biogenesis",0.273982773982774,"Pathway",43
"1737","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer",0.289912005028284,"Pathway",67
"1738","Transcriptional regulation by small RNAs",0.276694661067786,"Pathway",49
"1739","Transcriptional regulation of white adipocyte differentiation",0.277945164206086,"Pathway",51
"1740","Transferrin endocytosis and recycling",0.230049875311721,"Pathway",5
"1741","Translation",0.271084337349398,"Pathway",37
"1742","Translation Factors",0.262820512820513,"Pathway",19
"1743","Translation initiation complex formation",0.268168604651163,"Pathway",31
"1744","Translocation of GLUT4 to the plasma membrane",0.268872048965316,"Pathway",32
"1745","Translocation of ZAP-70 to Immunological synapse",0.256749234622878,"Pathway",10
"1746","Transmembrane transport of small molecules",0.305970149253731,"Pathway",74
