"","name","Category"
"16492","Signaling events mediated by the Hedgehog family","Pathway"
"16493","ventral pancreatic duct","Anatomy"
"16494","superior mesenteric artery","Anatomy"
"16495","bile","Anatomy"
"16496","hepatic artery","Anatomy"
"16497","ligament","Anatomy"
"16498","common bile duct","Anatomy"
"16499","portal vein","Anatomy"
"16500","common hepatic duct","Anatomy"
"16501","liver","Anatomy"
"16502","biliary system","Anatomy"
"16503","celiac artery","Anatomy"
"16504","hepatic vein","Anatomy"
"16505","bile duct","Anatomy"
"16506","lymph node","Anatomy"
"16507","gall bladder","Anatomy"
"16508","pancreas","Anatomy"
"16509","ripoptosome assembly","BiologicalProcess"
"16510","negative regulation of lipid metabolic process","BiologicalProcess"
"16511","positive regulation of smooth muscle cell proliferation","BiologicalProcess"
"16512","extracellular matrix disassembly","BiologicalProcess"
"16513","dendrite regeneration","BiologicalProcess"
"16514","endothelial cell morphogenesis","BiologicalProcess"
"16515","interferon-gamma secretion","BiologicalProcess"
"16516","positive regulation of type II hypersensitivity","BiologicalProcess"
"16517","melanosome localization","BiologicalProcess"
"16518","NAD biosynthetic process","BiologicalProcess"
"16519","modulation by host of viral release from host cell","BiologicalProcess"
"16520","negative regulation of protein deubiquitination","BiologicalProcess"
"16521","positive regulation of histone deacetylase activity","BiologicalProcess"
"16522","motor neuron migration","BiologicalProcess"
"16523","negative regulation of isotype switching","BiologicalProcess"
"16524","mRNA pseudouridine synthesis","BiologicalProcess"
"16525","regulation of T cell antigen processing and presentation","BiologicalProcess"
"16526","necroptotic signaling pathway","BiologicalProcess"
"16527","trachea cartilage morphogenesis","BiologicalProcess"
"16528","telomeric loop formation","BiologicalProcess"
"16529","chronological cell aging","BiologicalProcess"
"16530","immune response-regulating signaling pathway","BiologicalProcess"
"16531","pyrimidine ribonucleotide biosynthetic process","BiologicalProcess"
"16532","glycerophospholipid metabolic process","BiologicalProcess"
"16533","regulation of interleukin-1 alpha production","BiologicalProcess"
"16534","planar cell polarity pathway involved in axis elongation","BiologicalProcess"
"16535","lipoprotein metabolic process","BiologicalProcess"
"16536","oocyte differentiation","BiologicalProcess"
"16537","positive regulation of glycogen biosynthetic process","BiologicalProcess"
"16538","negative regulation of myeloid cell apoptotic process","BiologicalProcess"
"16539","heat acclimation","BiologicalProcess"
"16540","positive regulation of aconitate hydratase activity","BiologicalProcess"
"16541","chemorepulsion involved in postnatal olfactory bulb interneuron migration","BiologicalProcess"
"16542","negative regulation of protein import","BiologicalProcess"
"16543","ether metabolic process","BiologicalProcess"
"16544","regulation of G0 to G1 transition","BiologicalProcess"
"16545","negative regulation of adrenergic receptor signaling pathway involved in heart process","BiologicalProcess"
"16546","pancreatic A cell fate commitment","BiologicalProcess"
"16547","negative regulation of cAMP-dependent protein kinase activity","BiologicalProcess"
"16548","negative regulation of intracellular transport","BiologicalProcess"
"16549","positive regulation of developmental pigmentation","BiologicalProcess"
"16550","negative regulation of catecholamine metabolic process","BiologicalProcess"
"16551","positive regulation of hemopoiesis","BiologicalProcess"
"16552","glandular epithelial cell development","BiologicalProcess"
"16553","nuclear polyadenylation-dependent rRNA catabolic process","BiologicalProcess"
"16554","defense response to Gram-negative bacterium","BiologicalProcess"
"16555","cellular response to hydroperoxide","BiologicalProcess"
"16556","positive regulation of receptor internalization","BiologicalProcess"
"16557","positive regulation of t-circle formation","BiologicalProcess"
"16558","cranial nerve structural organization","BiologicalProcess"
"16559","negative regulation of amyloid precursor protein biosynthetic process","BiologicalProcess"
"16560","mast cell activation","BiologicalProcess"
"16561","regulation of blood vessel endothelial cell migration","BiologicalProcess"
"16562","positive regulation of antigen processing and presentation","BiologicalProcess"
"16563","regulation of single strand break repair","BiologicalProcess"
"16564","epithelial structure maintenance","BiologicalProcess"
"16565","regulation of axon extension","BiologicalProcess"
"16566","urate biosynthetic process","BiologicalProcess"
"16567","zinc II ion transport","BiologicalProcess"
"16568","abscission","BiologicalProcess"
"16569","regulation of cardiac cell fate specification","BiologicalProcess"
"16570","antimicrobial humoral response","BiologicalProcess"
"16571","positive regulation of transcription from RNA polymerase II promoter in response to stress","BiologicalProcess"
"16572","male gamete generation","BiologicalProcess"
"16573","sensory perception of temperature stimulus","BiologicalProcess"
"16574","positive regulation of adenylate cyclase activity","BiologicalProcess"
"16575","forelimb morphogenesis","BiologicalProcess"
"16576","endocytic recycling","BiologicalProcess"
"16577","N-glycan processing","BiologicalProcess"
"16578","negative regulation of glucocorticoid mediated signaling pathway","BiologicalProcess"
"16579","positive regulation of T cell mediated cytotoxicity","BiologicalProcess"
"16580","DNA replication-dependent nucleosome assembly","BiologicalProcess"
"16581","fatty acid beta-oxidation","BiologicalProcess"
"16582","protein localization to mitochondrion","BiologicalProcess"
"16583","regulation of protein sumoylation","BiologicalProcess"
"16584","positive regulation of epithelial cell proliferation","BiologicalProcess"
"16585","negative regulation of mitotic metaphase/anaphase transition","BiologicalProcess"
"16586","myoblast fate determination","BiologicalProcess"
"16587","cytoskeleton-dependent cytokinesis","BiologicalProcess"
"16588","regulation of epidermal cell differentiation","BiologicalProcess"
"16589","regulation of cellular response to macrophage colony-stimulating factor stimulus","BiologicalProcess"
"16590","positive regulation of cellular pH reduction","BiologicalProcess"
"16591","positive regulation of glucokinase activity","BiologicalProcess"
"16592","cellular response to vitamin E","BiologicalProcess"
"16593","binding of sperm to zona pellucida","BiologicalProcess"
"16594","protein K48-linked deubiquitination","BiologicalProcess"
"16595","cerebellar Purkinje cell layer morphogenesis","BiologicalProcess"
"16596","sperm ejaculation","BiologicalProcess"
"16597","positive regulation of cholesterol esterification","BiologicalProcess"
"16598","positive regulation of receptor catabolic process","BiologicalProcess"
"16599","protein import into nucleus, translocation","BiologicalProcess"
"16600","assembly of large subunit precursor of preribosome","BiologicalProcess"
"16601","deoxyribonucleoside monophosphate metabolic process","BiologicalProcess"
"16602","positive regulation of cGMP metabolic process","BiologicalProcess"
"16603","mRNA 3'-end processing by stem-loop binding and cleavage","BiologicalProcess"
"16604","cardiac muscle cell fate commitment","BiologicalProcess"
"16605","regulation of lipoprotein lipase activity","BiologicalProcess"
"16606","biphenyl metabolic process","BiologicalProcess"
"16607","retinal rod cell differentiation","BiologicalProcess"
"16608","positive regulation of proteoglycan biosynthetic process","BiologicalProcess"
"16609","glycoprotein catabolic process","BiologicalProcess"
"16610","cellular sodium ion homeostasis","BiologicalProcess"
"16611","histone deubiquitination","BiologicalProcess"
"16612","positive regulation of steroid hormone secretion","BiologicalProcess"
"16613","regulation of endosome size","BiologicalProcess"
"16614","regulation of calcium ion-dependent exocytosis of neurotransmitter","BiologicalProcess"
"16615","DNA conformation change","BiologicalProcess"
"16616","microvillus organization","BiologicalProcess"
"16617","negative thymic T cell selection","BiologicalProcess"
"16618","purine nucleoside diphosphate biosynthetic process","BiologicalProcess"
"16619","transmembrane receptor protein serine/threonine kinase signaling pathway","BiologicalProcess"
"16620","regulation of JUN kinase activity","BiologicalProcess"
"16621","positive regulation of hormone secretion","BiologicalProcess"
"16622","regulation of interleukin-4 biosynthetic process","BiologicalProcess"
"16623","regulation of vesicle-mediated transport","BiologicalProcess"
"16624","skin morphogenesis","BiologicalProcess"
"16625","positive regulation of pathway-restricted SMAD protein phosphorylation","BiologicalProcess"
"16626","regulation of mitochondrial fission","BiologicalProcess"
"16627","maintenance of protein location in cell","BiologicalProcess"
"16628","regulation of protein homodimerization activity","BiologicalProcess"
"16629","epithelial cell maturation","BiologicalProcess"
"16630","negative regulation of negative chemotaxis","BiologicalProcess"
"16631","neuron fate specification","BiologicalProcess"
"16632","metanephric loop of Henle development","BiologicalProcess"
"16633","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","BiologicalProcess"
"16634","vacuolar proton-transporting V-type ATPase complex assembly","BiologicalProcess"
"16635","positive regulation of response to extracellular stimulus","BiologicalProcess"
"16636","negative regulation of cell-cell adhesion mediated by cadherin","BiologicalProcess"
"16637","regulation of nucleotide biosynthetic process","BiologicalProcess"
"16638","egg activation","BiologicalProcess"
"16639","limb development","BiologicalProcess"
"16640","negative regulation of beta-amyloid formation","BiologicalProcess"
"16641","cerebral cortex development","BiologicalProcess"
"16642","positive regulation of glucose transport","BiologicalProcess"
"16643","otic vesicle development","BiologicalProcess"
"16644","positive regulation of hormone metabolic process","BiologicalProcess"
"16645","intermediate filament cytoskeleton organization","BiologicalProcess"
"16646","neurotransmitter transport","BiologicalProcess"
"16647","skeletal muscle fiber adaptation","BiologicalProcess"
"16648","histone H2A K63-linked ubiquitination","BiologicalProcess"
"16649","multicellular organismal protein catabolic process","BiologicalProcess"
"16650","sulfur amino acid biosynthetic process","BiologicalProcess"
"16651","xanthine catabolic process","BiologicalProcess"
"16652","muscle contraction","BiologicalProcess"
"16653","regulation of pseudopodium assembly","BiologicalProcess"
"16654","positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity","BiologicalProcess"
"16655","cellular response to potassium ion starvation","BiologicalProcess"
"16656","olfactory placode development","BiologicalProcess"
"16657","response to superoxide","BiologicalProcess"
"16658","nucleotide-sugar biosynthetic process","BiologicalProcess"
"16659","regulation of secondary metabolite biosynthetic process","BiologicalProcess"
"16660","calcium ion export","BiologicalProcess"
"16661","polyadenylation-dependent RNA catabolic process","BiologicalProcess"
"16662","acylglycerol homeostasis","BiologicalProcess"
"16663","glycosylation","BiologicalProcess"
"16664","negative regulation of muscle cell differentiation","BiologicalProcess"
"16665","positive regulation of metaphase/anaphase transition of cell cycle","BiologicalProcess"
"16666","9-cis-retinoic acid biosynthetic process","BiologicalProcess"
"16667","negative regulation of tumor necrosis factor production","BiologicalProcess"
"16668","protein hydroxylation","BiologicalProcess"
"16669","positive regulation of viral entry into host cell","BiologicalProcess"
"16670","negative regulation of endothelial cell differentiation","BiologicalProcess"
"16671","ovarian follicle development","BiologicalProcess"
"16672","xylulose biosynthetic process","BiologicalProcess"
"16673","anterograde synaptic vesicle transport","BiologicalProcess"
"16674","positive regulation of cAMP metabolic process","BiologicalProcess"
"16675","regulation of response to alcohol","BiologicalProcess"
"16676","intussusceptive angiogenesis","BiologicalProcess"
"16677","B cell mediated immunity","BiologicalProcess"
"16678","actin filament organization","BiologicalProcess"
"16679","nucleotide-sugar catabolic process","BiologicalProcess"
"16680","negative regulation of vasoconstriction","BiologicalProcess"
"16681","detection of mechanical stimulus","BiologicalProcess"
"16682","negative regulation of chemokine biosynthetic process","BiologicalProcess"
"16683","positive regulation of stress-activated MAPK cascade","BiologicalProcess"
"16684","T-helper cell differentiation","BiologicalProcess"
"16685","tRNA transcription from RNA polymerase III promoter","BiologicalProcess"
"16686","regulation of angiotensin metabolic process","BiologicalProcess"
"16687","convergent extension","BiologicalProcess"
"16688","positive regulation of neuron differentiation","BiologicalProcess"
"16689","DNA replication checkpoint","BiologicalProcess"
"16690","G-protein coupled acetylcholine receptor signaling pathway","BiologicalProcess"
"16691","positive regulation of protein import","BiologicalProcess"
"16692","response to organonitrogen compound","BiologicalProcess"
"16693","protein arginylation","BiologicalProcess"
"16694","negative regulation of type I interferon production","BiologicalProcess"
"16695","negative regulation of centrosome duplication","BiologicalProcess"
"16696","response to hydrostatic pressure","BiologicalProcess"
"16697","negative regulation of hyaluronan biosynthetic process","BiologicalProcess"
"16698","cellular response to decreased oxygen levels","BiologicalProcess"
"16699","protein maturation","BiologicalProcess"
"16700","positive regulation of positive chemotaxis","BiologicalProcess"
"16701","regulation of rubidium ion transmembrane transporter activity","BiologicalProcess"
"16702","ribonucleoside catabolic process","BiologicalProcess"
"16703","positive regulation by host of viral transcription","BiologicalProcess"
"16704","L-ascorbic acid metabolic process","BiologicalProcess"
"16705","lung induction","BiologicalProcess"
"16706","pyrimidine deoxyribonucleotide biosynthetic process","BiologicalProcess"
"16707","heme oxidation","BiologicalProcess"
"16708","modulation by virus of host autophagy","BiologicalProcess"
"16709","negative regulation of transcription regulatory region DNA binding","BiologicalProcess"
"16710","histone H4-K16 acetylation","BiologicalProcess"
"16711","viral budding","BiologicalProcess"
"16712","L-lysine metabolic process","BiologicalProcess"
"16713","regulation of nitric oxide mediated signal transduction","BiologicalProcess"
"16714","drug transport","BiologicalProcess"
"16715","positive regulation of calcium ion transmembrane transporter activity","BiologicalProcess"
"16716","organic hydroxy compound catabolic process","BiologicalProcess"
"16717","positive regulation of neutrophil migration","BiologicalProcess"
"16718","proton-transporting ATP synthase complex assembly","BiologicalProcess"
"16719","eye morphogenesis","BiologicalProcess"
"16720","regulation of erythrocyte differentiation","BiologicalProcess"
"16721","sinoatrial node development","BiologicalProcess"
"16722","glomerular visceral epithelial cell differentiation","BiologicalProcess"
"16723","inflammatory response to antigenic stimulus","BiologicalProcess"
"16724","positive regulation of mitotic cell cycle spindle assembly checkpoint","BiologicalProcess"
"16725","regulation of hematopoietic progenitor cell differentiation","BiologicalProcess"
"16726","negative regulation of translational elongation","BiologicalProcess"
"16727","regulation of endothelial cell development","BiologicalProcess"
"16728","prenylation","BiologicalProcess"
"16729","mitochondrial fission","BiologicalProcess"
"16730","positive regulation of interferon-gamma production","BiologicalProcess"
"16731","interferon-alpha production","BiologicalProcess"
"16732","detection of abiotic stimulus","BiologicalProcess"
"16733","intestinal D-glucose absorption","BiologicalProcess"
"16734","regulation of lamellipodium morphogenesis","BiologicalProcess"
"16735","regulation of peptidyl-serine dephosphorylation","BiologicalProcess"
"16736","L-kynurenine catabolic process","BiologicalProcess"
"16737","regulation of secretion","BiologicalProcess"
"16738","muscle system process","BiologicalProcess"
"16739","positive regulation of protein processing","BiologicalProcess"
"16740","regulation of cell cycle phase transition","BiologicalProcess"
"16741","reciprocal DNA recombination","BiologicalProcess"
"16742","cholesterol metabolic process","BiologicalProcess"
"16743","nucleolus to nucleoplasm transport","BiologicalProcess"
"16744","salivary gland morphogenesis","BiologicalProcess"
"16745","regulation of neuron death","BiologicalProcess"
"16746","monoamine transport","BiologicalProcess"
"16747","negative regulation of cell adhesion involved in substrate-bound cell migration","BiologicalProcess"
"16748","leukocyte tethering or rolling","BiologicalProcess"
"16749","protein localization to plasma membrane","BiologicalProcess"
"16750","negative regulation of T-helper 2 cell cytokine production","BiologicalProcess"
"16751","regulation of heart rate by cardiac conduction","BiologicalProcess"
"16752","negative regulation of ERK1 and ERK2 cascade","BiologicalProcess"
"16753","organelle fission","BiologicalProcess"
"16754","regulation of Arp2/3 complex-mediated actin nucleation","BiologicalProcess"
"16755","regulation of cytokine biosynthetic process","BiologicalProcess"
"16756","myeloid cell development","BiologicalProcess"
"16757","cellular component disassembly involved in execution phase of apoptosis","BiologicalProcess"
"16758","hexitol metabolic process","BiologicalProcess"
"16759","negative regulation of biomineral tissue development","BiologicalProcess"
"16760","negative regulation of appetite","BiologicalProcess"
"16761","sulfur compound transport","BiologicalProcess"
"16762","chronic inflammatory response","BiologicalProcess"
"16763","negative regulation of retinoic acid receptor signaling pathway","BiologicalProcess"
"16764","regulation of secondary metabolic process","BiologicalProcess"
"16765","genitalia morphogenesis","BiologicalProcess"
"16766","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BiologicalProcess"
"16767","modulation of programmed cell death in other organism","BiologicalProcess"
"16768","positive regulation of telomere capping","BiologicalProcess"
"16769","negative regulation of intracellular steroid hormone receptor signaling pathway","BiologicalProcess"
"16770","adenosine to inosine editing","BiologicalProcess"
"16771","xenophagy","BiologicalProcess"
"16772","lipid digestion","BiologicalProcess"
"16773","branched-chain amino acid biosynthetic process","BiologicalProcess"
"16774","D-serine metabolic process","BiologicalProcess"
"16775","intraciliary transport involved in cilium morphogenesis","BiologicalProcess"
"16776","cofactor metabolic process","BiologicalProcess"
"16777","somite rostral/caudal axis specification","BiologicalProcess"
"16778","negative regulation of apoptotic process","BiologicalProcess"
"16779","RNA 5'-end processing","BiologicalProcess"
"16780","regulation of lipopolysaccharide-mediated signaling pathway","BiologicalProcess"
"16781","cellular response to oxidative stress","BiologicalProcess"
"16782","B cell activation","BiologicalProcess"
"16783","cranial nerve formation","BiologicalProcess"
"16784","histone deacetylation","BiologicalProcess"
"16785","regulation of establishment of protein localization to telomere","BiologicalProcess"
"16786","phenylpropanoid catabolic process","BiologicalProcess"
"16787","sterol transport","BiologicalProcess"
"16788","C4-dicarboxylate transport","BiologicalProcess"
"16789","purine ribonucleoside biosynthetic process","BiologicalProcess"
"16790","interferon-gamma production","BiologicalProcess"
"16791","positive regulation of DNA recombination","BiologicalProcess"
"16792","neuroblast division","BiologicalProcess"
"16793","DNA-templated transcription, initiation","BiologicalProcess"
"16794","oligosaccharide catabolic process","BiologicalProcess"
"16795","localization of cell","BiologicalProcess"
"16796","mitochondrial fusion","BiologicalProcess"
"16797","negative regulation of cytoskeleton organization","BiologicalProcess"
"16798","sex differentiation","BiologicalProcess"
"16799","aspartate biosynthetic process","BiologicalProcess"
"16800","tyrosyl-tRNA aminoacylation","BiologicalProcess"
"16801","negative regulation of transposon integration","BiologicalProcess"
"16802","regulation of cell development","BiologicalProcess"
"16803","regulation of type I interferon-mediated signaling pathway","BiologicalProcess"
"16804","threonyl-tRNA aminoacylation","BiologicalProcess"
"16805","divalent inorganic cation homeostasis","BiologicalProcess"
"16806","positive regulation of inhibitory postsynaptic potential","BiologicalProcess"
"16807","negative regulation of locomotion","BiologicalProcess"
"16808","protein targeting to ER","BiologicalProcess"
"16809","positive regulation of phospholipase activity","BiologicalProcess"
"16810","positive regulation of potassium ion transport","BiologicalProcess"
"16811","peripheral nervous system axon regeneration","BiologicalProcess"
"16812","response to oxygen radical","BiologicalProcess"
"16813","inner ear morphogenesis","BiologicalProcess"
"16814","type I interferon signaling pathway","BiologicalProcess"
"16815","purine-containing compound catabolic process","BiologicalProcess"
"16816","loop of Henle development","BiologicalProcess"
"16817","antigen processing and presentation via MHC class Ib","BiologicalProcess"
"16818","protein destabilization","BiologicalProcess"
"16819","regulation of thyroid hormone generation","BiologicalProcess"
"16820","copper ion transmembrane transport","BiologicalProcess"
"16821","lymphocyte activation","BiologicalProcess"
"16822","negative regulation of transmembrane transport","BiologicalProcess"
"16823","peripheral nervous system development","BiologicalProcess"
"16824","fear response","BiologicalProcess"
"16825","protein-lipid complex assembly","BiologicalProcess"
"16826","regulation of glycoprotein metabolic process","BiologicalProcess"
"16827","B cell homeostasis","BiologicalProcess"
"16828","positive regulation of kinase activity","BiologicalProcess"
"16829","canalicular bile acid transport","BiologicalProcess"
"16830","endothelial cell proliferation","BiologicalProcess"
"16831","oligosaccharide biosynthetic process","BiologicalProcess"
"16832","negative regulation of telomere maintenance via telomerase","BiologicalProcess"
"16833","positive regulation of cell aging","BiologicalProcess"
"16834","positive regulation of cell cycle","BiologicalProcess"
"16835","negative regulation of lipoprotein metabolic process","BiologicalProcess"
"16836","killing by host of symbiont cells","BiologicalProcess"
"16837","negative regulation of autophagy","BiologicalProcess"
"16838","choline transport","BiologicalProcess"
"16839","NIK/NF-kappaB signaling","BiologicalProcess"
"16840","response to DNA damage checkpoint signaling","BiologicalProcess"
"16841","unsaturated fatty acid biosynthetic process","BiologicalProcess"
"16842","regulation of coagulation","BiologicalProcess"
"16843","alanine metabolic process","BiologicalProcess"
"16844","negative regulation of histone ubiquitination","BiologicalProcess"
"16845","cell-cell junction maintenance","BiologicalProcess"
"16846","olfactory lobe development","BiologicalProcess"
"16847","Golgi localization","BiologicalProcess"
"16848","calcium ion regulated exocytosis","BiologicalProcess"
"16849","collagen fibril organization","BiologicalProcess"
"16850","energy reserve metabolic process","BiologicalProcess"
"16851","cardiac muscle cell development","BiologicalProcess"
"16852","nucleoside bisphosphate metabolic process","BiologicalProcess"
"16853","positive regulation of retinoic acid receptor signaling pathway","BiologicalProcess"
"16854","purinergic nucleotide receptor signaling pathway","BiologicalProcess"
"16855","protein polyglutamylation","BiologicalProcess"
"16856","regulation of membrane permeability","BiologicalProcess"
"16857","regulation of glucan biosynthetic process","BiologicalProcess"
"16858","nucleotide catabolic process","BiologicalProcess"
"16859","maternal behavior","BiologicalProcess"
"16860","positive regulation of chromatin modification","BiologicalProcess"
"16861","cellular response to corticosteroid stimulus","BiologicalProcess"
"16862","regulation of cell motility","BiologicalProcess"
"16863","phosphatidylinositol-mediated signaling","BiologicalProcess"
"16864","nucleoside monophosphate metabolic process","BiologicalProcess"
"16865","establishment of mitochondrion localization, microtubule-mediated","BiologicalProcess"
"16866","actin-mediated cell contraction","BiologicalProcess"
"16867","oxidative DNA demethylation","BiologicalProcess"
"16868","regulation of IRE1-mediated unfolded protein response","BiologicalProcess"
"16869","negative regulation of production of molecular mediator of immune response","BiologicalProcess"
"16870","lipid particle organization","BiologicalProcess"
"16871","positive regulation of MDA-5 signaling pathway","BiologicalProcess"
"16872","liver regeneration","BiologicalProcess"
"16873","negative regulation of reproductive process","BiologicalProcess"
"16874","neuronal ion channel clustering","BiologicalProcess"
"16875","nucleus organization","BiologicalProcess"
"16876","aspartate family amino acid biosynthetic process","BiologicalProcess"
"16877","endochondral ossification","BiologicalProcess"
"16878","lamellipodium morphogenesis","BiologicalProcess"
"16879","protein repair","BiologicalProcess"
"16880","aging","BiologicalProcess"
"16881","regulation of serine phosphorylation of STAT3 protein","BiologicalProcess"
"16882","positive regulation of lipid biosynthetic process","BiologicalProcess"
"16883","organelle inheritance","BiologicalProcess"
"16884","carbon catabolite activation of transcription from RNA polymerase II promoter","BiologicalProcess"
"16885","regulation of B cell proliferation","BiologicalProcess"
"16886","glycerolipid catabolic process","BiologicalProcess"
"16887","peptidyl-lysine monomethylation","BiologicalProcess"
"16888","regulation of leukocyte proliferation","BiologicalProcess"
"16889","positive regulation of cytoplasmic translation","BiologicalProcess"
"16890","negative regulation of NIK/NF-kappaB signaling","BiologicalProcess"
"16891","purine-containing compound transmembrane transport","BiologicalProcess"
"16892","positive regulation of nonmotile primary cilium assembly","BiologicalProcess"
"16893","detection of stimulus","BiologicalProcess"
"16894","positive regulation of mRNA processing","BiologicalProcess"
"16895","regulation of necrotic cell death","BiologicalProcess"
"16896","negative regulation of natural killer cell mediated cytotoxicity","BiologicalProcess"
"16897","endoplasmic reticulum organization","BiologicalProcess"
"16898","small RNA loading onto RISC","BiologicalProcess"
"16899","virion assembly","BiologicalProcess"
"16900","lobar bronchus epithelium development","BiologicalProcess"
"16901","nucleoside metabolic process","BiologicalProcess"
"16902","pseudouridine synthesis","BiologicalProcess"
"16903","immunoglobulin transcytosis in epithelial cells","BiologicalProcess"
"16904","entry into host","BiologicalProcess"
"16905","regulation of hair follicle development","BiologicalProcess"
"16906","localization within membrane","BiologicalProcess"
"16907","late endosome to vacuole transport via multivesicular body sorting pathway","BiologicalProcess"
"16908","cardiocyte differentiation","BiologicalProcess"
"16909","tricarboxylic acid transport","BiologicalProcess"
"16910","prostaglandin transport","BiologicalProcess"
"16911","lysine catabolic process","BiologicalProcess"
"16912","positive regulation of mesonephros development","BiologicalProcess"
"16913","monosaccharide biosynthetic process","BiologicalProcess"
"16914","tissue remodeling","BiologicalProcess"
"16915","heparan sulfate proteoglycan biosynthetic process, enzymatic modification","BiologicalProcess"
"16916","organ maturation","BiologicalProcess"
"16917","cardiac atrium morphogenesis","BiologicalProcess"
"16918","tRNA aminoacylation","BiologicalProcess"
"16919","triglyceride metabolic process","BiologicalProcess"
"16920","aromatic amino acid family catabolic process","BiologicalProcess"
"16921","sphingosine-1-phosphate signaling pathway","BiologicalProcess"
"16922","regulation of natural killer cell mediated cytotoxicity directed against tumor cell target","BiologicalProcess"
"16923","aorta development","BiologicalProcess"
"16924","regulation of hormone levels","BiologicalProcess"
"16925","amide transport","BiologicalProcess"
"16926","immune effector process","BiologicalProcess"
"16927","myeloid dendritic cell differentiation","BiologicalProcess"
"16928","purine-containing compound biosynthetic process","BiologicalProcess"
"16929","paraxial mesoderm morphogenesis","BiologicalProcess"
"16930","spliceosomal conformational changes to generate catalytic conformation","BiologicalProcess"
"16931","regulation of interferon-gamma-mediated signaling pathway","BiologicalProcess"
"16932","gas homeostasis","BiologicalProcess"
"16933","RNA (guanine-N7)-methylation","BiologicalProcess"
"16934","regulation of MHC class I biosynthetic process","BiologicalProcess"
"16935","establishment of apical/basal cell polarity","BiologicalProcess"
"16936","recognition of apoptotic cell","BiologicalProcess"
"16937","regulation of I-kappaB phosphorylation","BiologicalProcess"
"16938","apoptotic process involved in development","BiologicalProcess"
"16939","regulation of intracellular steroid hormone receptor signaling pathway","BiologicalProcess"
"16940","regulation of striated muscle contraction","BiologicalProcess"
"16941","dosage compensation by inactivation of X chromosome","BiologicalProcess"
"16942","histone H3 acetylation","BiologicalProcess"
"16943","maintenance of unfolded protein involved in ERAD pathway","BiologicalProcess"
"16944","magnesium ion transport","BiologicalProcess"
"16945","late endosome to vacuole transport","BiologicalProcess"
"16946","release of cytochrome c from mitochondria","BiologicalProcess"
"16947","negative regulation of antigen processing and presentation of peptide antigen via MHC class I","BiologicalProcess"
"16948","protein targeting to membrane","BiologicalProcess"
"16949","astrocyte fate commitment","BiologicalProcess"
"16950","alcohol metabolic process","BiologicalProcess"
"16951","platelet activation","BiologicalProcess"
"16952","negative regulation of histone methylation","BiologicalProcess"
"16953","ureteric bud morphogenesis","BiologicalProcess"
"16954","epithelial tube morphogenesis","BiologicalProcess"
"16955","embryo development ending in birth or egg hatching","BiologicalProcess"
"16956","prostate gland stromal morphogenesis","BiologicalProcess"
"16957","histone H2A acetylation","BiologicalProcess"
"16958","skeletal system morphogenesis","BiologicalProcess"
"16959","ephrin receptor signaling pathway","BiologicalProcess"
"16960","peptidyl-cysteine oxidation","BiologicalProcess"
"16961","positive regulation of lipid storage","BiologicalProcess"
"16962","activation of anaphase-promoting complex activity","BiologicalProcess"
"16963","sulfide oxidation, using sulfide:quinone oxidoreductase","BiologicalProcess"
"16964","regulation of activin receptor signaling pathway","BiologicalProcess"
"16965","respiratory chain complex III assembly","BiologicalProcess"
"16966","vocalization behavior","BiologicalProcess"
"16967","mismatch repair","BiologicalProcess"
"16968","butyrate metabolic process","BiologicalProcess"
"16969","response to cytokine","BiologicalProcess"
"16970","response to magnesium ion","BiologicalProcess"
"16971","regulation of cytoskeleton organization","BiologicalProcess"
"16972","cellular glucan metabolic process","BiologicalProcess"
"16973","protein acetylation","BiologicalProcess"
"16974","lipid homeostasis","BiologicalProcess"
"16975","lipid translocation","BiologicalProcess"
"16976","tRNA-containing ribonucleoprotein complex export from nucleus","BiologicalProcess"
"16977","nucleotide metabolic process","BiologicalProcess"
"16978","cellular monovalent inorganic cation homeostasis","BiologicalProcess"
"16979","positive regulation of insulin receptor signaling pathway","BiologicalProcess"
"16980","regulation of defense response to virus by host","BiologicalProcess"
"16981","fat cell differentiation","BiologicalProcess"
"16982","alpha-amino acid metabolic process","BiologicalProcess"
"16983","microtubule nucleation","BiologicalProcess"
"16984","antigen processing and presentation of exogenous peptide antigen via MHC class I","BiologicalProcess"
"16985","cell proliferation","BiologicalProcess"
"16986","mammary gland epithelium development","BiologicalProcess"
"16987","humoral immune response","BiologicalProcess"
"16988","centrosome duplication","BiologicalProcess"
"16989","cellular response to heat","BiologicalProcess"
"16990","intracellular receptor signaling pathway","BiologicalProcess"
"16991","regulation of tumor necrosis factor superfamily cytokine production","BiologicalProcess"
"16992","cellular response to UV-B","BiologicalProcess"
"16993","mating","BiologicalProcess"
"16994","learning or memory","BiologicalProcess"
"16995","glycine transport","BiologicalProcess"
"16996","deadenylation-dependent decapping of nuclear-transcribed mRNA","BiologicalProcess"
"16997","neuromuscular process controlling posture","BiologicalProcess"
"16998","tetrapyrrole biosynthetic process","BiologicalProcess"
"16999","oxygen metabolic process","BiologicalProcess"
"17000","melanin biosynthetic process","BiologicalProcess"
"17001","bile acid and bile salt transport","BiologicalProcess"
"17002","regulation of transforming growth factor beta receptor signaling pathway","BiologicalProcess"
